formation_month,training_start,training_end,training_examples,selected_strategy,top_relevance_strategy,router_confidence,router_margin,exposure_bucket,exposure_fraction,finite_scores,v3_label_count__news_impulse,router_probability__news_impulse,v3_label_count__momentum_follow,router_probability__momentum_follow,v3_label_count__mean_revert_fade,router_probability__mean_revert_fade,v3_label_count__cross_asset_hedge,router_probability__cross_asset_hedge,v3_label_count__risk_reset,router_probability__risk_reset,v3_label_count__macro_rotation,router_probability__macro_rotation,v3_label_count__earnings_drift,router_probability__earnings_drift,v3_label_count__liquidity_rebate,router_probability__liquidity_rebate,v3_label_count__small_cap_breakout,router_probability__small_cap_breakout,v3_label_count__volatility_breakout,router_probability__volatility_breakout
2005-11-30,1995-06-30,2005-05-31,120,cross_asset_hedge,macro_rotation,0.12845156578731076,0.02081388898508424,small,0.04,1000,7,0.10763767680222652,14,0.08995860332627592,15,0.08718303185837661,19,0.12845156578731076,21,0.0906820047762234,21,0.10337360882264819,3,0.10194720604316682,12,0.10005126819232757,8,0.10079199776329743,0,0.0899230366281467
2005-12-31,1995-07-31,2005-06-30,120,cross_asset_hedge,macro_rotation,0.12016797780118293,0.004507989736453402,small,0.04,1000,7,0.10687222187300072,13,0.08982428245577646,15,0.08466753400844844,19,0.12016797780118293,21,0.09171893437501102,22,0.11565998806472953,3,0.10158571372730948,12,0.09647997102829908,8,0.10308349396797634,0,0.089939882698266
2006-01-31,1995-08-31,2005-07-31,120,macro_rotation,macro_rotation,0.1546596083495855,0.044020590691625186,small,0.04,1000,7,0.09653921972547319,13,0.08681716247518113,14,0.07836304866981945,19,0.10462316452165386,20,0.09553729125481272,22,0.1546596083495855,3,0.09843204179548429,13,0.08546609096555367,9,0.11063901765796032,0,0.0889233545844759
2006-02-28,1995-09-30,2005-08-31,120,macro_rotation,macro_rotation,0.1435848735065272,0.030581335764961776,small,0.04,1000,8,0.10866318018330005,13,0.09577107251224383,14,0.0792163313316643,19,0.10190954508540427,20,0.0855077607930511,21,0.1435848735065272,3,0.09863829762929979,13,0.0845073522715064,9,0.11300353774156544,0,0.08919804894543755
2006-03-31,1995-10-31,2005-09-30,120,macro_rotation,macro_rotation,0.13937943605200767,0.02123525670285953,small,0.04,1000,9,0.11814417934914814,12,0.08923394750520998,14,0.07838987257363485,19,0.09740522631682429,20,0.09391449535577374,21,0.13937943605200767,3,0.09729389086549223,13,0.0836234535512137,9,0.11341079948070919,0,0.08920469894998623
2006-04-30,1995-11-30,2005-10-31,120,macro_rotation,macro_rotation,0.12855499205099566,0.01393853060781372,small,0.04,1000,9,0.10536743341463782,12,0.08775511516459954,14,0.0789893961053229,19,0.11229123057310876,19,0.09720670580219107,22,0.12855499205099566,3,0.0977969991461056,13,0.08784665343186701,9,0.11461646144318194,0,0.08957501286798976
2006-05-31,1995-12-31,2005-11-30,120,macro_rotation,macro_rotation,0.15394590616411885,0.03984717192688282,small,0.04,1000,8,0.10636839991502077,12,0.07654801639604307,15,0.07870231602794868,19,0.10349000248318695,19,0.11409873423723603,22,0.15394590616411885,3,0.09476938823400773,13,0.08406399124652636,9,0.09933472080294968,0,0.08867852449296187
2006-06-30,1996-01-31,2005-12-31,120,macro_rotation,macro_rotation,0.14351359195134306,0.026262966819926625,small,0.04,1000,8,0.11725062513141643,12,0.0813264075292841,15,0.07994118717737274,19,0.1018895623547408,18,0.10070781779539101,22,0.14351359195134306,3,0.09612112576465688,13,0.08006534917248474,10,0.11018888761940593,0,0.08899544550390437
2006-07-31,1996-02-29,2006-01-31,120,macro_rotation,macro_rotation,0.12247062985676682,0.0020274867322939844,small,0.04,1000,8,0.12044314312447284,12,0.07983170908037926,15,0.08208379702746206,18,0.1049143620626839,18,0.10946737160442191,22,0.12247062985676682,3,0.09662770880802103,14,0.09597397781024683,10,0.09855864479607314,0,0.08962865582947227
2006-08-31,1996-03-31,2006-02-28,120,news_impulse,macro_rotation,0.11575093268096878,0.006443330609377532,small,0.04,1000,8,0.11575093268096878,13,0.08769957377553397,15,0.0867595770802082,18,0.10930760207159125,18,0.10535037581809334,22,0.10750344945302363,3,0.09676356953735615,13,0.1000252371394132,10,0.100744867405611,0,0.09009481503820055
2006-09-30,1996-04-30,2006-03-31,120,news_impulse,macro_rotation,0.11282279242464045,0.006184291780194265,small,0.04,1000,7,0.11282279242464045,13,0.09007682348633396,15,0.08670381367307559,18,0.10640136649235317,18,0.10663850064444619,22,0.10543449448886301,4,0.10301039463668867,13,0.09924465937562747,10,0.0994879783262646,0,0.09017917645170685
2006-10-31,1996-05-31,2006-04-30,120,news_impulse,macro_rotation,0.11312001832822013,0.005791928215876457,small,0.04,1000,7,0.11312001832822013,13,0.09510136769180824,15,0.09009517627684899,19,0.10388273444591808,17,0.09909204279070002,22,0.10732809011234368,4,0.10258582989226377,13,0.09634518689911195,10,0.10218335453930535,0,0.09026619902347979
2006-11-30,1996-06-30,2006-05-31,120,earnings_drift,macro_rotation,0.11038549141126265,0.00130283140992965,small,0.04,1000,6,0.10296831272190995,13,0.09703555303565475,15,0.09406953555802608,19,0.09672591751481097,17,0.09663621505944897,22,0.10452590724397816,5,0.11038549141126265,13,0.09825790407551366,10,0.109082660001333,0,0.09031250337806195
2006-12-31,1996-07-31,2006-06-30,120,momentum_follow,macro_rotation,0.11652543266846008,0.0031031237411733442,small,0.04,1000,6,0.10294362445948699,13,0.11652543266846008,15,0.09904897591875615,20,0.09253232673132177,17,0.08931845722716075,22,0.10236560728204994,5,0.10454132477888418,13,0.08920604300398068,9,0.11342230892728673,0,0.09009589900261278
2007-01-31,1996-08-31,2006-07-31,120,small_cap_breakout,macro_rotation,0.11394525522556682,0.008167012445291708,small,0.04,1000,6,0.10278763308793036,13,0.10577824278027512,15,0.10407667501122678,20,0.09906763429833293,17,0.08439451479612288,21,0.0957354124481766,5,0.10352723806951752,14,0.1004933035316283,9,0.11394525522556682,0,0.09019409075122278
2007-02-28,1996-09-30,2006-08-31,120,small_cap_breakout,macro_rotation,0.10725037514120363,0.000726564358188575,small,0.04,1000,6,0.10652381078301505,13,0.10228490363462978,15,0.10176023652800284,19,0.1018021026167333,17,0.0855938975948854,22,0.09746889183832821,5,0.10302664270597708,14,0.10401538802167466,9,0.10725037514120363,0,0.09027375113554999
2007-03-31,1996-10-31,2006-09-30,120,liquidity_rebate,macro_rotation,0.10878425736905496,0.001402038384573659,small,0.04,1000,6,0.1073822189844813,13,0.09452518276543298,15,0.09986000683504642,19,0.1015782301765606,17,0.08633298197469287,22,0.09682196764189728,5,0.10524213547869576,14,0.10878425736905496,8,0.10226508194783751,1,0.09720793682630044
2007-04-30,1996-11-30,2006-10-31,120,small_cap_breakout,macro_rotation,0.10622442776297936,0.0016775221095115672,small,0.04,1000,6,0.10021639702331898,13,0.10080659548077019,15,0.0848206907129136,19,0.09891691952568078,17,0.10004203757460953,22,0.10342218482621889,5,0.10454690565346779,13,0.09685106833308937,8,0.10622442776297936,2,0.10415277310695154
2007-05-31,1996-12-31,2006-11-30,120,small_cap_breakout,macro_rotation,0.13211256390303489,0.02910276929119679,small,0.04,1000,6,0.09627913180588533,12,0.09171285861334263,15,0.08256932992333327,19,0.10278884467536982,16,0.09961958160481556,22,0.09289659131255866,5,0.1030097946118381,13,0.09793153575394888,10,0.13211256390303489,2,0.10107976779587292
2007-06-30,1997-01-31,2006-12-31,120,small_cap_breakout,macro_rotation,0.11898881811000435,0.014566105351727365,small,0.04,1000,6,0.10054144509829427,12,0.09758932750368891,16,0.09623642523425326,19,0.0950162645473961,16,0.08354367556602992,22,0.10302041754423939,5,0.10257678490870882,12,0.09806412872910789,10,0.11898881811000435,2,0.10442271275827698
2007-07-31,1997-02-28,2007-01-31,120,small_cap_breakout,macro_rotation,0.124897956896665,0.01555612968022671,small,0.04,1000,6,0.10071231809954698,12,0.07973355444296812,16,0.08813738651829812,19,0.09379595150954785,16,0.09904323868534377,22,0.10934182721643829,5,0.10423300142989661,11,0.09885539673657867,11,0.124897956896665,2,0.10124936846471658
2007-08-31,1997-03-31,2007-02-28,120,macro_rotation,macro_rotation,0.1254444440015709,0.0010299936641295082,small,0.04,1000,6,0.09425045973315724,12,0.07741391541458768,15,0.09304437793842808,19,0.09515010397135107,16,0.08544906346458696,23,0.1254444440015709,5,0.10463872134643716,11,0.09908033886938897,11,0.12441445033744139,2,0.10111412492305065
2007-09-30,1997-04-30,2007-03-31,120,small_cap_breakout,macro_rotation,0.12987478084093268,0.026849730275348885,small,0.04,1000,6,0.09412295827144761,13,0.09500922735720004,14,0.09708938279501263,19,0.09472097769867802,16,0.08799296322788662,23,0.1029913263170547,5,0.10128369238960652,11,0.0938896405365974,11,0.12987478084093268,2,0.1030250505655838
2007-10-31,1997-05-31,2007-04-30,120,small_cap_breakout,macro_rotation,0.12731089668994702,0.02351235976709616,small,0.04,1000,6,0.0907263518899806,14,0.09008181368407077,14,0.09031463729503468,19,0.0990712288796024,16,0.09709337816762778,23,0.0997972554808208,5,0.10379853692285086,10,0.10130279826527055,11,0.12731089668994702,2,0.10050310272479451
2007-11-30,1997-06-30,2007-05-31,120,risk_reset,macro_rotation,0.11789189298030218,0.006830417769147029,small,0.04,1000,6,0.09432107829177679,15,0.08113449154620928,14,0.08195656375490264,19,0.09880633837450087,16,0.11789189298030218,23,0.11106147521115516,5,0.10541512164965386,10,0.10552954084542662,10,0.10564445392786803,2,0.09823904341820464
2007-12-31,1997-07-31,2007-06-30,120,momentum_follow,macro_rotation,0.10790141891329853,0.0021216923594394588,small,0.04,1000,6,0.1001482469309715,16,0.10790141891329853,13,0.08524962841436642,19,0.0949022292480736,16,0.10343214723973405,23,0.09968983284236552,5,0.1005013463299589,10,0.10098651387785451,10,0.10577972655385907,2,0.10140890964951803
2008-01-31,1997-08-31,2007-07-31,120,liquidity_rebate,small_cap_breakout,0.10732224850482826,0.0023438203469521163,small,0.04,1000,6,0.10164185457490935,17,0.10216480122475893,12,0.0873879723707692,19,0.10190336780310631,16,0.09163709960978694,23,0.10497842815787614,5,0.10128134832249015,10,0.10732224850482826,10,0.09938242153382582,2,0.10230045789764888
2008-02-29,1997-09-30,2007-08-31,120,momentum_follow,macro_rotation,0.1310332833259319,0.022002449166887234,small,0.04,1000,6,0.09888866488612709,18,0.1310332833259319,12,0.09013515932419335,18,0.08360258533710581,16,0.10219723990579062,23,0.08896010030496787,5,0.09829640887921731,10,0.10903083415904466,10,0.09751376472579551,2,0.10034195915182596
2008-03-31,1997-10-31,2007-09-30,120,momentum_follow,macro_rotation,0.12787629820965055,0.010355649075871609,small,0.04,1000,6,0.09339803673724457,18,0.12787629820965055,12,0.09848492068479785,18,0.0822714987221948,16,0.09275006605292649,23,0.08443317244146739,4,0.09828379560904947,10,0.11752064913377894,11,0.10487852850678495,2,0.10010303390210509
2008-04-30,1997-11-30,2007-10-31,120,liquidity_rebate,macro_rotation,0.11457365604210168,0.0023835343818975896,small,0.04,1000,6,0.09880094762181327,18,0.11219012166020409,12,0.09464342618165272,19,0.10120630866851772,15,0.08798690897659503,23,0.0864831409716163,4,0.10406222711302932,10,0.11457365604210168,11,0.09607911670293284,2,0.10397414606153699
2008-05-31,1997-12-31,2007-11-30,120,momentum_follow,macro_rotation,0.13363081242839797,0.03084741157989926,small,0.04,1000,6,0.10103149223637181,19,0.13363081242839797,12,0.08435917473242989,19,0.09574086156813702,15,0.10017391182296027,22,0.08492094966878093,4,0.09822318083244588,10,0.0982782410056204,11,0.10278340084849871,2,0.10085797485635717
2008-06-30,1998-01-31,2007-12-31,120,momentum_follow,macro_rotation,0.13355753926045053,0.00863554563826914,small,0.04,1000,6,0.09175495233176757,19,0.13355753926045053,11,0.09634104710750858,19,0.090687868792391,15,0.08631119435842981,22,0.08089675437805824,4,0.09659347880254561,11,0.12492199362218138,11,0.09922469969729177,2,0.09971047164937558
2008-07-31,1998-02-28,2008-01-31,120,momentum_follow,risk_reset,0.1176713781040724,0.002018753038838944,small,0.04,1000,6,0.10000278845443528,19,0.1176713781040724,11,0.09133555430754317,18,0.08490592533309418,15,0.07221775739287166,22,0.10699491025537837,4,0.09912941185144755,11,0.11565262506523345,12,0.11302652312617904,2,0.09906312610974495
2008-08-31,1998-03-31,2008-02-29,120,small_cap_breakout,macro_rotation,0.1381991959523562,0.009105013587844019,small,0.04,1000,6,0.0947868199536439,18,0.12909418236451217,11,0.0882171386434147,18,0.0812634039502829,15,0.07374487338086219,22,0.09716663558800269,4,0.09465035678381095,11,0.10521693451257921,13,0.1381991959523562,2,0.09766045887053516
2008-09-30,1998-04-30,2008-03-31,120,small_cap_breakout,macro_rotation,0.12429087186325327,0.0029241951076687117,small,0.04,1000,5,0.08543562789913556,18,0.09905685026010409,11,0.09106042388648267,19,0.12136667675558456,15,0.06997929122066184,22,0.11281011747036494,4,0.09386657979627222,11,0.11287152024662855,13,0.12429087186325327,2,0.08926204060151227
2008-10-31,1998-05-31,2008-04-30,120,cross_asset_hedge,macro_rotation,0.1919573910458928,0.04388804111632999,small,0.04,1000,5,0.06456446124588111,18,0.06971947597092559,11,0.11257375041084602,19,0.1919573910458928,16,0.058438157482185456,22,0.07570555539369359,4,0.08162219325879841,11,0.1480693499295628,12,0.12039362462454954,2,0.0769560406376647
2008-11-30,1998-06-30,2008-05-31,120,cross_asset_hedge,macro_rotation,0.19367418613581902,0.03695931767614399,small,0.04,1000,5,0.06329203788438734,18,0.07917517072867189,11,0.1148218004202912,19,0.19367418613581902,17,0.06165224672433437,22,0.055464487809660665,4,0.08014524009194943,11,0.15671486845967503,11,0.1187842782085937,2,0.07627568353661757
2008-12-31,1998-07-31,2008-06-30,120,cross_asset_hedge,macro_rotation,0.14667157828550362,0.012638301731301982,small,0.04,1000,5,0.07261017952745755,17,0.09544718258418343,11,0.10865561642822698,19,0.14667157828550362,18,0.09217375231309374,22,0.06291396848172498,4,0.08494915174151627,11,0.13403327655420164,11,0.11799029662684808,2,0.08455499745724375
2009-01-31,1998-08-31,2008-07-31,120,cross_asset_hedge,macro_rotation,0.15611249260263907,0.01734527660213181,small,0.04,1000,5,0.06997541640778418,16,0.08818217982965718,11,0.10783157911857011,19,0.15611249260263907,19,0.10203852001480866,22,0.058352915140504204,4,0.08504428800661751,11,0.13876721600050726,11,0.11004539105282227,2,0.0836500018260895
2009-02-28,1998-09-30,2008-08-31,120,liquidity_rebate,macro_rotation,0.15590834223178737,0.01463710902114776,small,0.04,1000,5,0.07309446788119618,16,0.07399445332110574,11,0.12234657775943937,19,0.1412712332106396,20,0.10346660896442049,21,0.04553114588315606,4,0.08226698516366734,11,0.15590834223178737,11,0.11855638287341573,2,0.0835638027111722
2009-03-31,1998-10-31,2008-09-30,120,cross_asset_hedge,macro_rotation,0.13808058149127697,0.00020971867750507744,small,0.04,1000,5,0.070487550746317,16,0.0896186601357875,11,0.10457113408096,19,0.13808058149127697,21,0.1378708628137719,20,0.05937709613492964,4,0.08364387721066446,11,0.1253163509563423,11,0.10640355543099968,2,0.08463033099895059
2009-04-30,1998-11-30,2008-10-31,120,risk_reset,macro_rotation,0.16774919114018053,0.035945305379426,small,0.04,1000,5,0.07947643953672225,16,0.13180388576075452,11,0.07099331065441021,20,0.10863313371803612,21,0.16774919114018053,19,0.09028151111679478,4,0.08882108472278681,11,0.07702029211590855,11,0.09638573861895587,2,0.08883541261545046
2009-05-31,1998-12-31,2008-11-30,120,cross_asset_hedge,macro_rotation,0.13737567268089723,0.0002941018848686694,small,0.04,1000,5,0.07390641921308314,16,0.13708157079602856,11,0.07528643103604205,21,0.13737567268089723,21,0.1298692101284138,18,0.089275888757347,4,0.08866636637696879,11,0.07384984713176924,11,0.10368886825094012,2,0.09099972562851014
2009-06-30,1999-01-31,2008-12-31,120,momentum_follow,macro_rotation,0.1392106235692435,0.004472017807245876,small,0.04,1000,5,0.07790811456306206,16,0.1392106235692435,11,0.07596157435856782,22,0.11372154037712111,21,0.13473860576199762,17,0.09183799520718267,4,0.0891254504054157,11,0.07410585553869471,11,0.1107192176221117,2,0.0926710225966033
2009-07-31,1999-02-28,2009-01-31,120,small_cap_breakout,macro_rotation,0.14589277134026613,0.003681948001938884,small,0.04,1000,5,0.08116119027095295,16,0.14221082333832724,11,0.08249974700700145,23,0.11206912534459312,20,0.09716961592810631,17,0.08605096611879476,4,0.08465389708566712,11,0.07512397460326536,11,0.14589277134026613,2,0.0931678889630256
2009-08-31,1999-03-31,2009-02-28,120,cross_asset_hedge,macro_rotation,0.1586287146826938,0.023064343803003734,small,0.04,1000,5,0.08243131173410297,16,0.13556437087969006,11,0.08348670328428594,24,0.1586287146826938,20,0.07593367796696589,17,0.08054588290626066,4,0.08602137428582471,11,0.07445255114712555,10,0.12956659587346028,2,0.09336881723959006
2009-09-30,1999-04-30,2009-03-31,120,momentum_follow,macro_rotation,0.15978879929111114,0.0005163506935771389,small,0.04,1000,5,0.07610738055006153,16,0.15978879929111114,11,0.07999324608728936,24,0.159272448597534,20,0.06919837382143042,17,0.09510794100076987,4,0.08752428652695607,11,0.07063580706652105,10,0.11329993578707324,2,0.08907178127125341
2009-10-31,1999-05-31,2009-04-30,120,momentum_follow,macro_rotation,0.1368527002781247,0.021741254292637083,small,0.04,1000,5,0.08436535532538274,16,0.1368527002781247,12,0.10159458753792565,24,0.10412758635665607,20,0.08756563275464711,17,0.10665960406495552,3,0.09450150155955596,11,0.07923259998704901,10,0.11511144598548763,2,0.08998898615021564
2009-11-30,1999-06-30,2009-05-31,120,momentum_follow,macro_rotation,0.1349475602325706,0.014303151533808164,small,0.04,1000,5,0.08812227424139682,16,0.1349475602325706,13,0.12064440869876243,24,0.09211219515411387,20,0.08236651591903282,16,0.10285027033183024,3,0.09376365969761795,11,0.08200882717571445,10,0.11174664362789385,2,0.09143764492106692
2009-12-31,1999-07-31,2009-06-30,120,momentum_follow,macro_rotation,0.144413318039159,0.007961362431384816,small,0.04,1000,5,0.08773686878875644,16,0.144413318039159,14,0.13645195560777418,24,0.08618642572633084,20,0.07567512655256499,15,0.09398725414424176,3,0.09674460457032295,11,0.08211440862969002,10,0.1073830389354746,2,0.08930699900568521
2010-01-31,1999-08-31,2009-07-31,120,mean_revert_fade,macro_rotation,0.1392253599115618,0.016389823607626655,small,0.04,1000,5,0.09086590335028752,15,0.10747386809578632,15,0.1392253599115618,24,0.08545564594420425,20,0.09077115498909043,15,0.12283553630393514,3,0.09803913079491715,11,0.0845229249524841,10,0.08896209068699372,2,0.0918483849707394
2010-02-28,1999-09-30,2009-08-31,120,mean_revert_fade,macro_rotation,0.13448793406887727,0.013114122548929255,small,0.04,1000,5,0.08833865244630947,15,0.12137381151994801,15,0.13448793406887727,24,0.08975807556566935,19,0.0876480737158416,15,0.11664522221357335,3,0.09875415263233034,12,0.0844349912246501,10,0.08812524907643943,2,0.09043383753636104
2010-03-31,1999-10-31,2009-09-30,120,momentum_follow,macro_rotation,0.14670636202857484,0.008395137980873546,small,0.04,1000,5,0.08716564755419288,15,0.14670636202857484,15,0.1383112240477013,24,0.08493604457279498,19,0.08351808749380782,15,0.10476295783991063,3,0.09818197858958787,12,0.08070055907674753,10,0.08650437740867914,2,0.08921276138800298
2010-04-30,1999-11-30,2009-10-31,120,momentum_follow,macro_rotation,0.12998253795697842,0.002922008971907558,small,0.04,1000,5,0.08440891958422261,15,0.12998253795697842,15,0.12706052898507086,24,0.10774437062488731,19,0.07986670386069615,15,0.10968898364960532,3,0.09583400453302346,12,0.08570628454225887,10,0.09060990317794088,2,0.08909776308531606
2010-05-31,1999-12-31,2009-11-30,120,mean_revert_fade,macro_rotation,0.1341043348705192,0.017804886788598734,small,0.04,1000,5,0.0871911273137035,15,0.11629944808192047,15,0.1341043348705192,24,0.10658664900461587,19,0.10114540536982512,15,0.1023637008007308,3,0.09746780733033553,12,0.08500014270952612,10,0.07941590890322266,2,0.09042547561560074
2010-06-30,2000-01-31,2009-12-31,120,momentum_follow,macro_rotation,0.13223632445155267,0.004320570126618711,small,0.04,1000,5,0.08751742174792991,15,0.13223632445155267,16,0.12791575432493396,24,0.10239350937467956,19,0.10122226464036392,15,0.09587078919519529,3,0.09941464954838711,11,0.08616219767103746,10,0.0771709860311045,2,0.09009610301481565
2010-07-31,2000-02-29,2010-01-31,120,cross_asset_hedge,macro_rotation,0.14174792749985876,0.009435361263976427,small,0.04,1000,5,0.07732295942155927,14,0.13231256623588233,16,0.1118404971387113,24,0.14174792749985876,19,0.09122264171871491,16,0.10252839662801308,3,0.10071303887360637,11,0.07822996173892295,10,0.07654376015224065,2,0.0875382505924905
2010-08-31,2000-03-31,2010-02-28,120,cross_asset_hedge,macro_rotation,0.1387331716639435,0.00880122396014249,small,0.04,1000,5,0.08079932821546922,14,0.129931947703801,15,0.10364346843093936,24,0.1387331716639435,19,0.09730631037734985,16,0.10237032276201519,3,0.10224522918544084,11,0.079519808909166,10,0.0667004627775099,3,0.0987499499743652
2010-09-30,2000-04-30,2010-03-31,120,cross_asset_hedge,macro_rotation,0.1530139324686767,0.02503490159565447,small,0.04,1000,5,0.07739108478862755,14,0.12797903087302223,15,0.10028770236274673,23,0.1530139324686767,19,0.09642946067815074,16,0.0963344195615445,3,0.10169920665451941,11,0.07857233780081921,10,0.06716775548913768,4,0.10112506932275517
2010-10-31,2000-05-31,2010-04-30,120,momentum_follow,macro_rotation,0.12603961411973372,0.003857504515460408,small,0.04,1000,5,0.08723362621130383,14,0.12603961411973372,15,0.088240075955218,24,0.12218210960427331,18,0.09156846484203589,16,0.10819815494597679,3,0.09724229821852635,11,0.0825995956593315,10,0.09113522028807881,4,0.10556084015552171
2010-11-30,2000-06-30,2010-05-31,120,momentum_follow,macro_rotation,0.12832343232170054,0.0008226467182920749,small,0.04,1000,5,0.08287688069972157,14,0.12832343232170054,15,0.09658554732825515,25,0.12750078560340847,18,0.07791212737320867,16,0.10870723172520103,3,0.10310067033165633,11,0.08085767587499747,9,0.08765312515520358,4,0.106482523586647
2010-12-31,2000-07-31,2010-06-30,120,cross_asset_hedge,macro_rotation,0.1474308533340266,0.03146358445070971,small,0.04,1000,5,0.08024819979995518,14,0.10656355716262221,14,0.11595684403503112,25,0.1474308533340266,18,0.06684079881956013,16,0.1159672688833169,3,0.09687539352979616,12,0.08538475951213167,9,0.07887885856424952,4,0.1058534663593107
2011-01-31,2000-08-31,2010-07-31,120,macro_rotation,macro_rotation,0.12261870851229724,0.00365590612588218,small,0.04,1000,5,0.08624494344960895,14,0.10821184282044412,14,0.09843022362070088,24,0.11896280238641506,18,0.07547531897636467,16,0.12261870851229724,4,0.09463404812337822,12,0.08529803603579221,9,0.10110608410817931,4,0.10901799196681931
2011-02-28,2000-09-30,2010-08-31,120,macro_rotation,macro_rotation,0.12744063270040504,0.00710018594696879,small,0.04,1000,5,0.08718016041543354,14,0.09722231943399756,14,0.10589113570748986,23,0.12034044675343625,18,0.07736475805584044,16,0.12744063270040504,5,0.08464258655478912,12,0.08371358091344283,9,0.11226362797975278,4,0.10394075148541261
2011-03-31,2000-10-31,2010-09-30,120,macro_rotation,macro_rotation,0.12217163615930912,0.012086843571965433,small,0.04,1000,5,0.08715035588431573,14,0.10451467587504708,14,0.09488773273518539,23,0.11008479258734369,17,0.08460573759979437,17,0.12217163615930912,5,0.10187511102045745,12,0.0880267786182345,9,0.09851849455139225,4,0.10816468496892057
2011-04-30,2000-11-30,2010-10-31,120,small_cap_breakout,macro_rotation,0.13936393232151562,0.003771484538796721,small,0.04,1000,5,0.0845349217245294,14,0.10039812045408782,14,0.06776186800229463,23,0.1355924477827189,16,0.0736633737776371,18,0.13494779671972815,5,0.08506079716440557,12,0.07950623623440672,9,0.13936393232151562,4,0.09917050581867604
2011-05-31,2000-12-31,2010-11-30,120,macro_rotation,macro_rotation,0.12394572004344834,0.004458009416621014,small,0.04,1000,5,0.08824091599084805,14,0.11114307574231407,14,0.08626187477882391,23,0.11738982872264055,16,0.07588051378405403,18,0.12394572004344834,5,0.08685780045963455,11,0.08383125362224406,9,0.11948771062682732,5,0.10696130622916515
2011-06-30,2001-01-31,2010-12-31,120,momentum_follow,macro_rotation,0.11913743429776237,0.010867031560140766,small,0.04,1000,5,0.09456166053771176,14,0.11913743429776237,14,0.09315258502975739,23,0.09559095145590228,16,0.08940822995521383,17,0.10576423634391767,6,0.10376088224647971,11,0.08884740716174891,9,0.1082704027376216,5,0.10150621023388443
2011-07-31,2001-02-28,2011-01-31,120,macro_rotation,macro_rotation,0.1241704024063616,0.012775017502649894,small,0.04,1000,5,0.10658979335291892,14,0.09734658270913338,14,0.0913803079649003,23,0.06779022603471742,16,0.09350140936505995,17,0.1241704024063616,6,0.09446495052897687,10,0.10215085769902196,10,0.1113953849037117,5,0.1112100850351979
2011-08-31,2001-03-31,2011-02-28,120,volatility_breakout,macro_rotation,0.11204402795475667,0.00075500052941814,small,0.04,1000,5,0.10107596169647064,14,0.09176792184737421,14,0.10806362467140666,22,0.09647343599235876,16,0.09032949484189177,17,0.11128902742533853,6,0.08682726070112319,10,0.09832338364363565,11,0.10380586122564388,5,0.11204402795475667
2011-09-30,2001-04-30,2011-03-31,120,volatility_breakout,macro_rotation,0.11104144539706809,0.0020541959658591236,small,0.04,1000,5,0.09817844533282691,14,0.10898724943120897,13,0.08746224389468844,22,0.09720858142333215,17,0.09689414398391923,17,0.09785033672207938,6,0.10045100372478653,10,0.10537464846575778,11,0.0965519016243324,5,0.11104144539706809
2011-10-31,2001-05-31,2011-04-30,120,risk_reset,macro_rotation,0.15525547613930635,0.03929852784652066,small,0.04,1000,5,0.0974843329800201,14,0.066380284865722,13,0.10146330703100401,23,0.0770418556118668,16,0.15525547613930635,17,0.105963153222292,6,0.11595694829278569,10,0.10713385394774,11,0.07093043310769721,5,0.10239035480156587
2011-11-30,2001-06-30,2011-05-31,120,macro_rotation,macro_rotation,0.11914168307750782,0.005796243235455439,small,0.04,1000,4,0.09947107154514849,14,0.08203670396708336,13,0.08737047128778959,23,0.09379753189424793,17,0.11334543984205238,17,0.11914168307750782,6,0.09182821104078877,10,0.09508545736493025,11,0.10491375768475777,5,0.11300967229569371
2011-12-31,2001-07-31,2011-06-30,120,macro_rotation,small_cap_breakout,0.12552034248256735,0.007357865744523295,small,0.04,1000,4,0.10298996496597625,14,0.07926316596326516,13,0.0903919799484778,23,0.07413167058979901,18,0.11816247673804406,17,0.12552034248256735,6,0.09459737611057495,10,0.09908487570276048,10,0.10377003290609535,5,0.11208811459243959
2012-01-31,2001-08-31,2011-07-31,120,macro_rotation,macro_rotation,0.12476692036353265,0.014647817194890098,small,0.04,1000,4,0.09640439876653727,14,0.0820723294631918,13,0.1003903281654867,24,0.0922492120057987,18,0.11011910316864255,17,0.12476692036353265,6,0.08843212497837612,9,0.09460834011588792,10,0.10857491822300773,5,0.10238232474953846
2012-02-29,2001-09-30,2011-08-31,120,macro_rotation,macro_rotation,0.12640541705322067,0.0014188795401410687,small,0.04,1000,5,0.09595304614082609,13,0.0821432545561537,13,0.09617234315368955,24,0.10029637013351814,18,0.10369459087237402,17,0.12640541705322067,6,0.07807056061611842,9,0.08806293835961235,10,0.1249865375130796,5,0.10421494160140742
2012-03-31,2001-10-31,2011-09-30,120,mean_revert_fade,macro_rotation,0.11677207188065641,0.0011218618347564602,small,0.04,1000,5,0.08392436445183712,13,0.08183447036599015,14,0.11677207188065641,24,0.11087492011995333,17,0.10372014850777163,17,0.11565021004589995,6,0.08887640409160537,9,0.08918070085002133,10,0.10588001002960833,5,0.10328669965665643
2012-04-30,2001-11-30,2011-10-31,120,mean_revert_fade,macro_rotation,0.11387826584592248,0.004506511196882626,small,0.04,1000,6,0.0914705734082288,13,0.10937175464903985,14,0.11387826584592248,24,0.09925991814462498,17,0.1064251139961414,16,0.09482716490238818,5,0.09259868960976925,10,0.0956723072784686,10,0.09784507811850596,5,0.09865113404691042
