month,candidate_excess_return
2022-04-30,-0.04030528176013641
2022-05-31,0.007099000589296421
2022-06-30,-0.030352053566276713
2022-07-31,0.042938299814422744
2022-08-31,-0.022131295249828924
2022-09-30,-0.01647539480139873
2022-10-31,0.005845719573181902
2022-11-30,0.034792995013436925
2022-12-31,-0.023623183413198405
2023-01-31,0.03460515547037835
2023-02-28,-0.001431017905992573
2023-03-31,0.03000134192732619
2023-04-30,-0.0002527870354354711
2023-05-31,0.03183875615180403
2023-06-30,0.01055840388714249
2023-07-31,-0.0015032992007566655
2023-08-31,-0.0025279421137030735
2023-09-30,-0.02078427082549041
2023-10-31,-0.0060516004877368855
2023-11-30,0.0358345018782346
2023-12-31,0.018422544062663294
2024-01-31,0.0024989894570058304
2024-02-29,0.015835928438373233
2024-03-31,0.002420453402290291
2024-04-30,-0.01758231516023242
2024-05-31,0.02653158990039513
2024-06-30,0.016965424476558768
2024-07-31,-0.009499402821651357
2024-08-31,-0.001021553087317454
2024-09-30,-0.001135217587185838
2024-10-31,-0.0019469409424201244
2024-11-30,0.014799024399875845
2024-12-31,-0.009493809476039339
2025-01-31,0.008970843481417516
2025-02-28,-0.003278230266006314
2025-03-31,-0.016264687271399448
