formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,missing_return_policy
1999-07-31,1999-08-31,ok,-0.03158655891090919,-0.027737737092858473,1.0,1000,1000,0.007011914847594499,0.007011914847594499,962,0,0.0018025488040088686,0.0012081476379545808,1.0,zero
1999-08-31,1999-09-30,ok,-0.027843108905809835,-0.024071375229998908,0.15554955781522534,1000,1000,0.009082192028657756,0.010059160892298231,960,0,0.0018092015993342138,0.0012131758389337913,0.9999999999999999,zero
1999-09-30,1999-10-31,ok,0.049456022984351145,0.0530136057040875,0.19281814359505234,1000,1000,0.006539313114669687,0.006539313114669687,964,0,0.0017163551482072671,0.0011913999295504012,1.0,zero
1999-10-31,1999-11-30,ok,0.03275603381142222,0.036759023642770325,0.22722773459948234,1000,1000,0.01101317970686231,0.01193231243947675,963,0,0.0016413084510972147,0.0011779509685636432,1.0,zero
1999-11-30,1999-12-31,ok,0.06868935985425018,0.07240356621286612,0.2117067105757194,1000,1000,0.013228916414464447,0.013228916414464447,974,0,0.0015600137281208074,0.0011605809035740277,1.0,zero
1999-12-31,2000-01-31,ok,-0.05366131626556823,-0.04933870834541941,0.2326903361067427,1000,1000,0.004695390248944275,0.004695390248944275,986,0,0.00147653781413342,0.0011427067549010165,1.0,zero
2000-01-31,2000-02-29,ok,0.04640085249763887,0.05066910123013072,0.22419982338328376,1000,1000,0.006228467405858371,0.006228467405858371,983,0,0.0015044607260527464,0.001154710104603962,0.9999999999999999,zero
2000-02-29,2000-03-31,ok,0.05092955384598404,0.05529189391267255,0.3423093980929048,1000,1000,0.0033493107862693147,0.0033493107862693147,980,0,0.001488582571675251,0.0011583090471693177,1.0,zero
2000-03-31,2000-04-30,ok,-0.04021137322278439,-0.03525893365812873,0.2693793988350747,1000,1000,0.010767927289532466,0.012308403296618656,975,0,0.0015404760070861897,0.0011665801852082161,1.0,zero
2000-04-30,2000-05-31,ok,-0.018840624202838305,-0.01409246563540167,0.27791471948198737,1000,1000,0.007076836587906548,0.007076836587906548,960,0,0.0016534664925015295,0.001184008481224794,1.0,zero
2000-05-31,2000-06-30,ok,0.021934172592451257,0.025656718781712953,0.1912983506522773,1000,1000,0.005730184492067172,0.005730184492067172,960,0,0.0016561226855685471,0.0011840736881572232,1.0000000000000002,zero
2000-06-30,2000-07-31,ok,-0.015094853178179267,-0.010408399438403703,0.25647579118776787,1000,1000,0.01792671002188455,0.01792671002188455,976,0,0.0015520961057908706,0.0011633397426373832,1.0,zero
2000-07-31,2000-08-31,ok,0.08629911433791129,0.09125763702464303,0.2506374247987665,1000,1000,0.008691985859306589,0.008691985859306589,970,0,0.0016216391528557066,0.0011755171914687983,1.0,zero
2000-08-31,2000-09-30,ok,-0.03156512773444676,-0.02652183601900696,0.18369891602731125,1000,1000,0.009760118704146403,0.009760118704146403,970,0,0.0016486687000247299,0.001183561469727736,0.9999999999999998,zero
2000-09-30,2000-10-31,ok,-0.011915753665977098,-0.006291588626517277,0.20821790858495565,1000,1000,0.005175915612920134,0.006224202319334338,974,0,0.0016379479787721942,0.0011779805713506815,1.0,zero
2000-10-31,2000-11-30,ok,-0.08766921193925659,-0.08274912034820381,0.23667571876752053,1000,1000,0.009244544693357937,0.009244544693357937,972,0,0.0017087882982177336,0.001193374637223501,1.0,zero
2000-11-30,2000-12-31,ok,0.059854380361558414,0.06471403305057973,0.2634535961186592,1000,1000,0.010052416170029438,0.010052416170029438,964,0,0.0017950743160766855,0.0012071117537042653,1.0,zero
2000-12-31,2001-01-31,ok,0.04091741210306406,0.04612016020185452,0.1836604642389954,1000,1000,0.00767726515535598,0.00767726515535598,967,0,0.001810675744187731,0.0012101181258259938,1.0,zero
2001-01-31,2001-02-28,ok,-0.07711229635189464,-0.07346988666431023,0.2470440128112571,1000,1000,0.002899072656883047,0.002899072656883047,966,0,0.0018006662465112095,0.0012067245829908183,1.0000000000000002,zero
2001-02-28,2001-03-31,ok,-0.0678420037301872,-0.06357645001117897,0.23262062432971586,1000,1000,0.012603305785123968,0.012603305785123968,966,0,0.0018782870022539444,0.0012197822993393961,1.0,zero
2001-03-31,2001-04-30,ok,0.0968056542304902,0.10065353846781151,0.19823940563190584,1000,1000,0.004170746034854122,0.004170746034854122,963,0,0.001958096729978461,0.0012362158252787257,1.0,zero
2001-04-30,2001-05-31,ok,0.015674229565071376,0.018837960216091215,0.2330336330008717,1000,1000,0.006053832541678309,0.006053832541678309,963,0,0.0018627177051317872,0.0012142278982632754,1.0,zero
2001-05-31,2001-06-30,ok,-0.011184122693204377,-0.00841561583098445,0.14023177287531174,1000,1000,0.0034172562203299037,0.0034172562203299037,962,0,0.001847165524502651,0.0012072919235381406,1.0000000000000002,zero
2001-06-30,2001-07-31,ok,-0.01539189424241777,-0.012558699220551441,0.18495588479008482,1000,1000,0.007458828742338084,0.010874381508012702,970,0,0.0018462447382024962,0.0012055592284719806,1.0,zero
2001-07-31,2001-08-31,ok,-0.047954487351795555,-0.04489001540354489,0.20483426869727078,1000,1000,0.005585309869931141,0.007325937260902832,969,0,0.0019127773527161437,0.0012241475042572831,0.9999999999999999,zero
2001-08-31,2001-09-30,ok,-0.11790708495684527,-0.11521093524870747,0.14301518918224437,1000,1000,0.012399374308496431,0.012399374308496431,970,0,0.0019075960474609895,0.0012186308107720162,1.0,zero
2001-09-30,2001-10-31,ok,0.045988587002619874,0.048000183363286424,0.2044435641769629,1000,1000,0.001940149332706214,0.0027436455209986868,974,0,0.001959746800713348,0.0012335750999225552,1.0000000000000002,zero
2001-10-31,2001-11-30,ok,0.07945558370586844,0.08119311525772632,0.23015860394359627,1000,1000,0.00655714587886907,0.00655714587886907,973,0,0.0017626736233519005,0.0011986367059891073,1.0,zero
2001-11-30,2001-12-31,ok,0.04276312971340172,0.044239664378931155,0.14399957740624594,1000,1000,0.005030548834618532,0.005030548834618532,975,0,0.001740674337238246,0.0011941945845408597,0.9999999999999999,zero
2001-12-31,2002-01-31,ok,0.0003531100259555578,0.0016796124168856745,0.1119424045527674,1000,1000,0.010137543688813925,0.01098958423898868,977,0,0.0017388582656627661,0.0011917989842013263,1.0000000000000002,zero
2002-01-31,2002-02-28,ok,-0.011346814137542289,-0.010071149916006418,0.17249279478683738,1000,1000,0.007265197248350415,0.007265197248350415,982,0,0.0017548785624034815,0.0011873922744032282,0.9999999999999999,zero
2002-02-28,2002-03-31,ok,0.058712657153738024,0.06005233365335421,0.15352258205673183,1000,1000,0.000986950323500384,0.000986950323500384,977,0,0.00182768578425997,0.0012079341501427256,1.0,zero
2002-03-31,2002-04-30,ok,-0.013809544065529504,-0.012270274790292851,0.12538378749993692,1000,1000,0.004353638268661031,0.004353638268661031,978,0,0.001806488908158104,0.001206442581422968,1.0,zero
2002-04-30,2002-05-31,ok,-0.013610334160449976,-0.012151040332902907,0.21404458786017652,1000,1000,0.0009002309288034757,0.0033660808642216916,967,0,0.0019570237582684255,0.001235499454715073,1.0,zero
2002-05-31,2002-06-30,ok,-0.0736944423871952,-0.07206881380860602,0.10360161426179496,1000,1000,0.0014458946231998614,0.0032580825509436876,969,0,0.0019278594975998147,0.001225737833309317,0.9999999999999999,zero
2002-06-30,2002-07-31,ok,-0.08939128099529824,-0.0878884420767229,0.1496320872059015,1000,1000,0.002761168828589023,0.002761168828589023,969,0,0.001986452394668362,0.0012458419684503639,1.0,zero
2002-07-31,2002-08-31,ok,0.006191569220903652,0.007590096058228177,0.18937681811564605,1000,1000,0.002477291494632535,0.002477291494632535,975,0,0.0019203810035911125,0.00122989684505623,1.0,zero
2002-08-31,2002-09-30,ok,-0.08730613603482563,-0.08586861831582941,0.11210226572053156,1000,1000,0.0016354960363272532,0.002078042022627569,970,0,0.0019241129839144154,0.0012286889715210484,0.9999999999999999,zero
2002-09-30,2002-10-31,ok,0.053538873859221264,0.05487287385922126,0.1536530804590766,1000,1000,0.0,0.0,970,0,0.002032479014654174,0.0012620070796323937,1.0,zero
2002-10-31,2002-11-30,ok,0.061022071570345435,0.062185541747211436,0.19780201613059087,1000,1000,0.0021696596346448154,0.0021696596346448154,970,0,0.001937196102361442,0.0012319957017325805,0.9999999999999998,zero
2002-11-30,2002-12-31,ok,-0.04208157348557178,-0.0410059714648396,0.1461441912652297,1000,1000,0.0031491930192888077,0.0031491930192888077,968,0,0.0018745196543385756,0.0012193851022528157,0.9999999999999999,zero
2002-12-31,2003-01-31,ok,-0.024072871544331288,-0.023139568225979953,0.11975322075925496,1000,1000,0.0007459118293965764,0.0007459118293965764,968,0,0.0019125944343501963,0.00122459706914702,1.0000000000000002,zero
2003-01-31,2003-02-28,ok,-0.01961252001674517,-0.018742986605095636,0.15563520552741975,1000,1000,0.0016837983357807147,0.0016837983357807147,967,0,0.0019579050416054823,0.0012330876368550946,1.0,zero
2003-02-28,2003-03-31,ok,0.009266629799716833,0.010235461043447799,0.09931630000890483,1000,1000,0.00032799536947713685,0.002431024503183485,965,0,0.001929384526336099,0.0012211987802477932,1.0,zero
2003-03-31,2003-04-30,ok,0.0779575801668003,0.07889381459917486,0.10270951973575639,1000,1000,0.0029452264381884946,0.0029452264381884946,962,0,0.0019124847001223985,0.0012220758214273938,0.9999999999999998,zero
2003-04-30,2003-05-31,ok,0.07472973929183975,0.07563126478218471,0.16585914555686285,1000,1000,0.0016329010575882434,0.0016329010575882434,957,0,0.001898722159986329,0.0012172353129475991,0.9999999999999998,zero
2003-05-31,2003-06-30,ok,0.014681971111450951,0.015664728242189004,0.11916021122780858,1000,1000,0.001263078518239231,0.001263078518239231,959,0,0.0018851918182675085,0.0012163192218815236,0.9999999999999999,zero
2003-06-30,2003-07-31,ok,0.03538590725272293,0.03605757144220012,0.10246932209004916,1000,1000,0.0034655942474842005,0.0034655942474842005,959,0,0.0018532589558739045,0.0012082280530821988,1.0000000000000002,zero
2003-07-31,2003-08-31,ok,0.040440795532102745,0.04112819635568721,0.15564610346422036,1000,1000,0.002321010762751521,0.002321010762751521,962,0,0.0018717828731867104,0.001203335487299664,1.0,zero
2003-08-31,2003-09-30,ok,-0.01730665218207111,-0.016446034598313994,0.10897021070200724,1000,1000,0.005066377159400415,0.005066377159400415,958,0,0.0019046530674437653,0.0012084957144575003,1.0,zero
2003-09-30,2003-10-31,ok,0.07459007612242967,0.07506683762850885,0.10773809774688105,1000,1000,0.002497304046767694,0.0033486576990748623,959,0,0.0018918970051270407,0.0012070261373128893,0.9999999999999999,zero
2003-10-31,2003-11-30,ok,0.025746473130315122,0.026468450506327762,0.14907972044756485,1000,1000,0.004169136534281763,0.004169136534281763,952,0,0.0019758940920766646,0.0012252589149385987,0.9999999999999999,zero
2003-11-30,2003-12-31,ok,0.022711348763421343,0.023540054232124782,0.09057017733785197,1000,1000,0.002761168828589023,0.002761168828589023,953,0,0.001986452394668362,0.0012263424488669365,1.0,zero
2003-12-31,2004-01-31,ok,0.022242634098938376,0.022927522928228958,0.10478459908300003,1000,1000,0.0026223255259550625,0.0040129526988100205,951,0,0.0019866102469356535,0.001227969980927985,1.0,zero
2004-01-31,2004-02-29,ok,0.02486343217592528,0.025472833820877495,0.14506975669606675,1000,1000,0.0018375671418763377,0.0030289568272686886,957,0,0.002019304551512459,0.00124228699017182,1.0,zero
