formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
1999-07-31,1999-08-31,ok,-0.03158655891090919,-0.027737737092858473,1.0,1000,1000,0.007011914847594499,0.007011914847594499,962,0,0.0018025488040088686,0.0012081476379545808,1.0,-0.03258655891090919
1999-08-31,1999-09-30,ok,-0.027843108905809835,-0.024071375229998908,0.15554955781522534,1000,1000,0.009082192028657756,0.010059160892298231,960,0,0.0018092015993342138,0.0012131758389337913,0.9999999999999999,-0.02799865846362506
1999-09-30,1999-10-31,ok,0.049456022984351145,0.0530136057040875,0.19281814359505234,1000,1000,0.006539313114669687,0.006539313114669687,964,0,0.0017163551482072671,0.0011913999295504012,1.0,0.049263204840756095
1999-10-31,1999-11-30,ok,0.03275603381142222,0.036759023642770325,0.22722773459948234,1000,1000,0.01101317970686231,0.01193231243947675,963,0,0.0016413084510972147,0.0011779509685636432,1.0,0.032528806076822736
1999-11-30,1999-12-31,ok,0.06868935985425018,0.07240356621286612,0.2117067105757194,1000,1000,0.013228916414464447,0.013228916414464447,974,0,0.0015600137281208074,0.0011605809035740277,1.0,0.06847765314367446
1999-12-31,2000-01-31,ok,-0.05366131626556823,-0.04933870834541941,0.2326903361067427,1000,1000,0.004695390248944275,0.004695390248944275,986,0,0.00147653781413342,0.0011427067549010165,1.0,-0.05389400660167497
2000-01-31,2000-02-29,ok,0.04640085249763887,0.05066910123013072,0.22419982338328376,1000,1000,0.006228467405858371,0.006228467405858371,983,0,0.0015044607260527464,0.001154710104603962,0.9999999999999999,0.04617665267425558
2000-02-29,2000-03-31,ok,0.05092955384598404,0.05529189391267255,0.3423093980929048,1000,1000,0.0033493107862693147,0.0033493107862693147,980,0,0.001488582571675251,0.0011583090471693177,1.0,0.05058724444789114
2000-03-31,2000-04-30,ok,-0.04021137322278439,-0.03525893365812873,0.2693793988350747,1000,1000,0.010767927289532466,0.012308403296618656,975,0,0.0015404760070861897,0.0011665801852082161,1.0,-0.040480752621619466
2000-04-30,2000-05-31,ok,-0.018840624202838305,-0.01409246563540167,0.27791471948198737,1000,1000,0.007076836587906548,0.007076836587906548,960,0,0.0016534664925015295,0.001184008481224794,1.0,-0.019118538922320294
2000-05-31,2000-06-30,ok,0.021934172592451257,0.025656718781712953,0.1912983506522773,1000,1000,0.005730184492067172,0.005730184492067172,960,0,0.0016561226855685471,0.0011840736881572232,1.0000000000000002,0.02174287424179898
2000-06-30,2000-07-31,ok,-0.015094853178179267,-0.010408399438403703,0.25647579118776787,1000,1000,0.01792671002188455,0.01792671002188455,976,0,0.0015520961057908706,0.0011633397426373832,1.0,-0.015351328969367034
2000-07-31,2000-08-31,ok,0.08629911433791129,0.09125763702464303,0.2506374247987665,1000,1000,0.008691985859306589,0.008691985859306589,970,0,0.0016216391528557066,0.0011755171914687983,1.0,0.08604847691311253
2000-08-31,2000-09-30,ok,-0.03156512773444676,-0.02652183601900696,0.18369891602731125,1000,1000,0.009760118704146403,0.009760118704146403,970,0,0.0016486687000247299,0.001183561469727736,0.9999999999999998,-0.03174882665047407
2000-09-30,2000-10-31,ok,-0.011915753665977098,-0.006291588626517277,0.20821790858495565,1000,1000,0.005175915612920134,0.006224202319334338,974,0,0.0016379479787721942,0.0011779805713506815,1.0,-0.012123971574562053
2000-10-31,2000-11-30,ok,-0.08766921193925659,-0.08274912034820381,0.23667571876752053,1000,1000,0.009244544693357937,0.009244544693357937,972,0,0.0017087882982177336,0.001193374637223501,1.0,-0.08790588765802411
