case,primary,paper_cost,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,minimum_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,False,zero,0.0,305,0.09312871703160866,0.08109545561952647,6.256230372106838,0.1718715787593587,0.5418505939367687,-0.51173865414421,185,2009-08-31,2024-12-31,0.007939020327827596,0.004748059536653241,1.672055766474985,0.09451332594845763,1.0,4,0.13790464294371066,0.0,1000,0.02031049097576075
zero_cost_1,False,True,zero,1.0,305,0.09296323146007622,0.08091732317239697,6.225902965168549,0.17187235099441517,0.5408853193792466,-0.5119125189230443,185,2009-08-31,2024-12-31,0.007792664078660583,0.004747856096275381,1.6413016571361139,0.10073481228947222,1.0,4,0.13790464294371066,0.00016548557153245279,1000,0.02031049097576075
zero_cost_5,False,False,zero,5.0,305,0.0923012891739464,0.08020505627831764,6.105850473817034,0.17187547125143096,0.5370242100393828,-0.5126073913159701,185,2009-08-31,2024-12-31,0.007207239082000333,0.004747059985365353,1.5182532144568286,0.12895057709386928,1.0,4,0.13790464294371066,0.000827427857662264,1000,0.02031049097576075
zero_cost_10,True,False,zero,10.0,305,0.09147386131628413,0.07931531391034419,5.958574571386571,0.17187944203226774,0.5321978023358448,-0.5134746630857945,185,2009-08-31,2024-12-31,0.006475457836175428,0.004746104577087843,1.3643731887906898,0.17245014175915052,1.0,4,0.13790464294371066,0.001654855715324528,1000,0.02031049097576075
zero_cost_25,False,False,zero,25.0,305,0.08899157774329734,0.07665002426787981,5.534739217225596,0.1718918240525749,0.5177185025163171,-0.5160677093430324,185,2009-08-31,2024-12-31,0.0046499414539138955,0.004789238791706575,0.9709145140071326,0.3315908499573489,1.0,4,0.13790464294371066,0.00413713928831132,1000,0.02031049097576075
zero_cost_50,False,False,zero,50.0,305,0.084854438454986,0.07222097350594603,4.884721450385203,0.17191402600104416,0.4935864770828565,-0.5203603625608573,185,2009-08-31,2024-12-31,0.0009004869650054558,0.004788780269621065,0.1880409862857857,0.8508445218184131,1.0,4,0.13790464294371066,0.00827427857662264,1000,0.02031049097576075
adverse_100_cost_10,False,False,adverse_100,10.0,305,0.0372598964449478,0.022230565508516875,0.7486393889111849,0.17347147091810336,0.214789764839997,-0.5987530907273303,185,2009-08-31,2024-12-31,-0.042325741462533414,0.005269717585992481,-8.031880413295795,9.598991281637774e-16,6.623303984330064e-14,4,0.13790464294371066,0.001654855715324528,1000,0.02031049097576075
