case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,-0.017900156596506386,-0.04905252316924551,0.03115236657273912,10.0
zero_cost_0,2009-09-30,0.019484645842985034,0.010235842238733035,0.009248803604251999,10.0
zero_cost_0,2009-10-31,0.00034288247386575,0.005724869414782367,-0.005381986940916617,10.0
zero_cost_0,2009-11-30,-0.004138908376087322,0.003269994539548527,-0.007408902915635849,10.0
zero_cost_0,2009-12-31,0.06801570509946477,-0.006969775553224273,0.07498548065268903,10.0
zero_cost_0,2010-01-31,-0.0010281142794182029,0.011851879686528146,-0.012879993965946348,10.0
zero_cost_0,2010-02-28,0.030403229237607483,0.02342712607377251,0.006976103163834974,10.0
zero_cost_0,2010-03-31,0.02776140521208501,0.03577486420748699,-0.00801345899540198,10.0
zero_cost_0,2010-04-30,-0.034727181227201524,0.02384045724883767,-0.0585676384760392,10.0
zero_cost_0,2010-05-31,0.005451864973156077,0.003165886610606186,0.0022859783625498913,10.0
zero_cost_0,2010-06-30,-0.07026901065770048,-0.006221872284256273,-0.06404713837344421,10.0
zero_cost_0,2010-07-31,-0.020022904073329358,-0.0025228792338908806,-0.017500024839438477,10.0
zero_cost_0,2010-08-31,-0.014196354838797547,0.003459325374288217,-0.017655680213085764,10.0
zero_cost_0,2010-09-30,0.05628370454827663,0.050102448553396774,0.006181255994879856,10.0
zero_cost_0,2010-10-31,0.017285952820227244,0.011259877143441002,0.006026075676786242,10.0
zero_cost_0,2010-11-30,0.031967700529106406,0.04275030214537325,-0.010782601616266846,100.0
zero_cost_0,2010-12-31,-0.03197465387550622,-0.03184813264478502,-0.00012652123072120353,100.0
zero_cost_0,2011-01-31,-0.006119915952356887,-0.018018064414357885,0.011898148462000997,100.0
zero_cost_0,2011-02-28,0.011274378290322112,-0.001296283010516307,0.012570661300838419,100.0
zero_cost_0,2011-03-31,0.007529878793474028,0.002795011607441034,0.004734867186032994,10.0
zero_cost_0,2011-04-30,0.0014532630905207708,0.008230288232428022,-0.006777025141907251,10.0
zero_cost_0,2011-05-31,-0.02425728534402317,-0.02461714023166068,0.00035985488763750836,10.0
zero_cost_0,2011-06-30,0.01108589635962529,0.00873776277593417,0.0023481335836911185,10.0
zero_cost_0,2011-07-31,0.03377048993852441,0.02408629182205946,0.00968419811646495,10.0
zero_cost_0,2011-08-31,0.0030705957003702477,0.012895485423046471,-0.009824889722676224,10.0
zero_cost_0,2011-09-30,-0.010759152589519197,-0.027341790791034618,0.01658263820151542,100.0
zero_cost_0,2011-10-31,0.03239572693084535,-0.004158464046797966,0.03655419097764332,100.0
zero_cost_0,2011-11-30,0.04545476709493085,0.015793307717084974,0.029661459377845874,100.0
zero_cost_0,2011-12-31,0.0103713406576265,-0.0156913431168714,0.0260626837744979,10.0
zero_cost_0,2012-01-31,-0.05332567972873421,-0.010644000366289312,-0.0426816793624449,100.0
zero_cost_0,2012-02-29,0.007625886763111295,0.01383675456707868,-0.006210867803967386,100.0
zero_cost_0,2012-03-31,-0.009625116867281618,-0.00151442581163326,-0.008110691055648357,1000.0
zero_cost_0,2012-04-30,0.014140754067003762,0.032717231355897235,-0.018576477288893473,100.0
zero_cost_0,2012-05-31,0.02907656478315995,0.03830392458274356,-0.009227359799583609,100.0
zero_cost_0,2012-06-30,0.014290791322882575,-0.007140911286229628,0.021431702609112202,100.0
zero_cost_0,2012-07-31,0.03297936854445449,0.015393297791523135,0.017586070752931355,100.0
zero_cost_0,2012-08-31,0.027613282355655053,0.03022377224755015,-0.0026104898918950965,100.0
zero_cost_0,2012-09-30,-0.0023827444340905105,0.00035824368566969133,-0.002740988119760202,100.0
zero_cost_0,2012-10-31,-0.06207261796622923,-0.03828945383751856,-0.02378316412871067,100.0
zero_cost_0,2012-11-30,0.020163856257664804,0.023612834559494797,-0.0034489783018299934,100.0
zero_cost_0,2012-12-31,-0.038734905655479344,-0.018851723377933227,-0.019883182277546117,100.0
zero_cost_0,2013-01-31,-0.02428011839561366,0.008243304281753789,-0.03252342267736745,100.0
zero_cost_0,2013-02-28,0.009490141997255484,0.0041343302896082535,0.00535581170764723,1000.0
zero_cost_0,2013-03-31,-0.0021711940368092496,0.009952015921891799,-0.012123209958701048,1000.0
zero_cost_0,2013-04-30,0.01319419798270305,0.009037381714524888,0.004156816268178163,1000.0
zero_cost_0,2013-05-31,-0.00948125226793778,0.008113619117544784,-0.017594871385482564,1000.0
zero_cost_0,2013-06-30,0.03324546667726079,-0.003466244509575112,0.0367117111868359,1000.0
zero_cost_0,2013-07-31,0.034045679158490764,0.03548382242377144,-0.0014381432652806753,1000.0
zero_cost_0,2013-08-31,-0.0353494618935714,-0.0059288290259114,-0.02942063286766,1000.0
zero_cost_0,2013-09-30,0.023348417987421773,0.04299580611356704,-0.01964738812614527,1000.0
zero_cost_0,2013-10-31,0.02752884708383187,-0.011139374472329542,0.03866822155616141,1000.0
zero_cost_0,2013-11-30,-0.005821160409515981,0.0012504729731591066,-0.007071633382675087,1000.0
zero_cost_0,2013-12-31,-0.01025264444681002,-0.0011543627249407822,-0.009098281721869238,1000.0
zero_cost_0,2014-01-31,0.039934267750772676,0.028650399154052375,0.0112838685967203,1000.0
zero_cost_0,2014-02-28,0.032922020394369186,0.022150749536508522,0.010771270857860664,100.0
zero_cost_0,2014-03-31,-0.03781985874902721,-0.05337799399004975,0.015558135241022536,100.0
zero_cost_0,2014-04-30,-0.014675409619047399,-0.031163227479542338,0.01648781786049494,100.0
zero_cost_0,2014-05-31,0.02973391791502294,0.016437123022892738,0.013296794892130204,100.0
