formation_month,conference_start,conference_end,conference_months,market_return,three_month_market_return,extreme_conference,finite_scores,mean_rankic__speculative,cvar__speculative,allocation__speculative,mean_rankic__equity,cvar__equity,allocation__equity,mean_rankic__defensive,cvar__defensive,allocation__defensive
1999-07-31,1994-07-31,1999-06-30,60,-0.02389170211064203,0.02025437807223862,False,1000,0.012347685022093316,-0.32193512336728913,0.304262381548898,0.01627301669846148,-0.18461805120447458,0.34255300851490195,0.013902128600420012,-0.13911173813199193,0.35318460993619993
1999-08-31,1994-08-31,1999-07-31,60,0.006245193267159174,0.044138445833196815,False,1000,0.010053820639924717,-0.32193512336728913,0.3030548971821167,0.017918880142524907,-0.18461805120447458,0.3437220107413887,0.013826581029061941,-0.13911173813199193,0.3532230920764946
1999-09-30,1994-09-30,1999-08-31,60,-0.013585256738364733,-0.031139214492810985,False,1000,0.01034012403897158,-0.32193512336728913,0.303070744163068,0.018957596076179847,-0.18461805120447458,0.34423291747845286,0.01329095205681766,-0.13911173813199193,0.35269633835847913
1999-10-31,1994-10-31,1999-09-30,60,0.08907953598800515,0.08099322277941234,True,997,0.011361788883599172,-0.32193512336728913,0.23469633862299172,0.01726000548444385,-0.18461805120447458,0.2653036613770082,0.011140034822504693,-0.13911173813199193,0.5
1999-11-30,1994-11-30,1999-10-31,60,0.0543613516804272,0.13268364723952053,True,999,0.02103217926103521,-0.32193512336728913,0.23621741519938666,0.020249643963858786,-0.18461805120447458,0.26378258480061334,0.008371730787071905,-0.13911173813199193,0.5
1999-12-31,1994-12-31,1999-11-30,60,0.1267417804554614,0.2938188506423556,True,999,0.026182176075195535,-0.32193512336728913,0.23703022891495712,0.021675362382427624,-0.18461805120447458,0.2629697710850429,0.005838640775783189,-0.14744872755241287,0.5
2000-01-31,1995-01-31,1999-12-31,60,-0.021487138995703373,0.16246641620606628,True,999,0.03139617823295496,-0.3183009926216067,0.23582181119253945,0.024667351359943523,-0.16687816073122452,0.2641781888074605,0.006739383260170846,-0.14744872755241287,0.5
2000-02-29,1995-02-28,2000-01-31,60,0.08519134035797388,0.19645744441716495,True,997,0.03963868016524863,-0.3183009926216067,0.2367489217423828,0.028820076121512418,-0.16687816073122452,0.26325107825761723,0.004936277319324005,-0.1490295119667506,0.5
2000-03-31,1995-03-31,2000-02-29,60,0.09412520668439502,0.16182276309381893,True,994,0.027820781485848715,-0.39888704010219095,0.22634760968474446,0.02775187812033539,-0.16687816073122452,0.2736523903152556,0.006589349911009795,-0.1490295119667506,0.5
2000-04-30,1995-04-30,2000-03-31,60,-0.02824940551085256,0.15379368603156807,True,998,0.021434372395793103,-0.45479524068660315,0.21967014758154071,0.02729053529416775,-0.16687816073122452,0.28032985241845937,0.009799781103227231,-0.1490295119667506,0.5
2000-05-31,1995-05-31,2000-04-30,60,-0.01592770941354366,0.046282211487915115,False,998,0.0161159269855655,-0.4975089519236688,0.2764194124114721,0.02655242911267827,-0.17235211926457583,0.3655968404940518,0.012311573823702272,-0.1490295119667506,0.357983747094476
2000-06-30,1995-06-30,2000-05-31,60,0.08000065285089102,0.0327752843730722,True,996,0.020362660228013342,-0.4975089519236688,0.21638207897266384,0.026402143741992855,-0.17235211926457583,0.2836179210273362,0.010956638347431958,-0.1490295119667506,0.5
2000-07-31,1995-07-31,2000-06-30,60,-0.0034221899254366704,0.059161617226204166,False,998,0.010235962598449314,-0.4975089519236688,0.2751494523222321,0.02510669219628768,-0.17235211926457583,0.36558033001330487,0.013298936953908424,-0.1490295119667506,0.35927021766446304
2000-08-31,1995-08-31,2000-07-31,60,0.09592917781103008,0.17955370905114898,True,999,0.01599013103346116,-0.4975089519236688,0.21545619573273286,0.0270045150850707,-0.17235211926457583,0.28454380426726716,0.012865767901138489,-0.1490295119667506,0.5
2000-09-30,1995-09-30,2000-08-31,60,-0.02143077152677267,0.06877246783320268,False,997,0.011369611603627624,-0.4975089519236688,0.27466588949417897,0.02948406888171976,-0.17235211926457583,0.36657422096430925,0.015392811182244745,-0.1490295119667506,0.3587598895415119
2000-10-31,1995-10-31,2000-09-30,60,0.0031600320252300586,0.07583152285823225,False,999,0.006995841526011665,-0.4975089519236688,0.27372317683208275,0.03035734842838184,-0.17235211926457583,0.3679768843764156,0.013606094916557114,-0.1490295119667506,0.3582999387915018
2000-11-30,1995-11-30,2000-10-31,60,-0.06842980802493533,-0.08551337205598142,True,999,-0.004361989667779378,-0.5692349871668926,0.20401396329916166,0.03441101915010424,-0.17235211926457583,0.29598603670083834,0.019044299752001215,-0.1490295119667506,0.5
2000-12-31,1995-12-31,2000-11-30,60,0.036006981844194014,-0.03183698834335735,False,999,-0.0030952175822229976,-0.5692349871668926,0.25936269216547325,0.036351005250852914,-0.17235211926457583,0.3768853549098581,0.01695718575218009,-0.1490295119667506,0.3637519529246688
2001-01-31,1996-01-31,2000-12-31,60,0.06445845036071991,0.027322925739009074,True,1000,-0.0014239445221636332,-0.5692349871668926,0.2126085394855538,0.030866203339832796,-0.2409560377168546,0.28739146051444625,0.015009050609163944,-0.15772218059809062,0.5
2001-02-28,1996-02-29,2001-01-31,60,-0.06856673880946001,0.027171920333948663,True,1000,-0.012587168305303174,-0.5714974732861745,0.2090511327990227,0.03874765102158495,-0.2409560377168546,0.2909488672009773,0.01778011091327084,-0.15772218059809062,0.5
2001-03-31,1996-03-31,2001-02-28,60,-0.054037265034277776,-0.062104429731319355,True,999,-0.01816547513904689,-0.5714974732861745,0.2071734863260307,0.04403227512895992,-0.2409560377168546,0.2928265136739692,0.02121085793127643,-0.15772218059809062,0.5
2001-04-30,1996-04-30,2001-03-31,60,0.09694428829463751,-0.03348112040030471,True,1000,-0.01703006541823414,-0.5714974732861745,0.21148249492027632,0.04029270444855919,-0.2725681822599661,0.2885175050797236,0.01809617564006787,-0.16535797572354463,0.5
2001-05-31,1996-05-31,2001-04-30,60,0.013934366426070686,0.05212767104016969,False,1000,-0.021323227857224257,-0.5714974732861745,0.2633857285830574,0.039844664206929684,-0.2725681822599661,0.3613615491966171,0.019374155762832423,-0.16535797572354463,0.37525272222032546
2001-06-30,1996-06-30,2001-05-31,60,-0.011069517140747389,0.09991766830967008,False,998,-0.016858937717551484,-0.5714974732861745,0.26443666887026823,0.04030069793774594,-0.2725681822599661,0.36090127157502955,0.019306177952940665,-0.16535797572354463,0.3746620595547022
2001-07-31,1996-07-31,2001-06-30,60,-0.0037657983476720243,-0.0010654033530543838,False,998,-0.017405372527476336,-0.5714974732861745,0.2632617330836101,0.04480632446597189,-0.2725681822599661,0.3622589753037858,0.02120547973718421,-0.16535797572354463,0.374479291612604
2001-08-31,1996-08-31,2001-07-31,60,-0.053357027811508084,-0.06736131360754483,True,997,-0.023465217602885412,-0.5714974732861745,0.20850221053184445,0.0494097825643603,-0.2725681822599661,0.2914977894681556,0.025859661929605312,-0.16535797572354463,0.5
