formation_month,label_cutoff,reward_history_start,reward_history_end,reward_history_months,direction_buy_count,direction_hold_count,direction_sell_count,position_increase_count,position_decrease_count,position_unchanged_count,long_position_count,flat_position_count,short_position_count,mean_absolute_position,mean_trade_quantity,mean_cvar_position_cap,minimum_cvar_position_cap,stale_position_resets,finite_scores,memory_mean_rankic__shallow_news,memory_reliability__shallow_news,memory_mean_rankic__middle_technical,memory_reliability__middle_technical,memory_mean_rankic__deep_fundamental,memory_reliability__deep_fundamental
2007-08-31,2007-02-28,2002-03-31,2007-02-28,60,369,288,343,204,183,613,462,130,408,0.33761669042655296,0.028768152947956777,0.48928277422637206,0.25,14,1000,0.014305447627472843,0.4892988031636612,-0.03874375232847522,0.16935368744873708,-0.003698167612362529,0.3413475093876017
2007-09-30,2007-03-31,2002-04-30,2007-03-31,60,371,296,333,175,165,660,467,126,407,0.3421574740536084,0.023419251547795363,0.49016965095529125,0.25,13,1000,0.016021841597737303,0.5109293196694277,-0.04452314621996891,0.1522207099209091,-0.0048078395723711274,0.3368499704096632
2007-10-31,2007-04-30,2002-05-31,2007-04-30,60,373,294,333,213,181,606,470,126,404,0.3371571473065164,0.03206946096125418,0.4834252321369238,0.25,17,1000,0.016838510007885457,0.5242999456612488,-0.04743635166121116,0.14497578124243893,-0.006200435967193996,0.33072427309631236
2007-11-30,2007-05-31,2002-06-30,2007-05-31,60,360,301,339,224,197,579,462,137,401,0.32160326652498034,0.035767418124522436,0.4656718254933545,0.25,26,1000,0.018466704972560852,0.5381152098610777,-0.049726240202040445,0.13758112986241802,-0.006852914127970819,0.3243036602765043
2007-12-31,2007-06-30,2002-07-31,2007-06-30,60,368,291,341,198,170,632,471,132,397,0.3175201214180778,0.028893597014771642,0.4612704712460453,0.25,27,1000,0.01972101705216222,0.5467484577677139,-0.04902882736782595,0.13824008921608233,-0.007847975041837716,0.31501145301620387
2008-01-31,2007-07-31,2002-08-31,2007-07-31,60,353,302,345,235,241,524,473,136,391,0.28834590860307935,0.05145885623737544,0.4203465009153279,0.25,27,1000,0.021428613257239323,0.5548938250254983,-0.04624361714877652,0.14335616256762163,-0.00903028114729233,0.3017500124068801
2008-02-29,2007-08-31,2002-09-30,2007-08-31,60,390,285,325,225,165,610,478,131,391,0.2841302163540593,0.02901666567099863,0.4084951461744495,0.25,20,1000,0.02264980321268093,0.5554174510069582,-0.03991257186399886,0.15893137312093097,-0.010597626454758242,0.2856511758721108
2008-03-31,2007-09-30,2002-10-31,2007-09-30,60,387,284,329,209,173,618,478,133,389,0.2818223502524213,0.028467605242507184,0.41385292533582635,0.25,21,1000,0.02719366268356725,0.5582349702549939,-0.029669842358267952,0.17902220824567555,-0.010486551249378315,0.26274282149933054
2008-04-30,2007-10-31,2002-11-30,2007-10-31,60,383,291,326,207,162,631,477,131,392,0.2842869311702281,0.02833073707935768,0.41272662868744053,0.25,17,1000,0.026247452394340128,0.5249085972724612,-0.019952850469445407,0.20834973578253255,-0.007599722430712178,0.2667416669450063
2008-05-31,2007-11-30,2002-12-31,2007-11-30,60,393,284,323,199,153,648,480,128,392,0.28836713744019143,0.025801007532156233,0.4133062156821825,0.25,18,1000,0.02996987102630716,0.5407741845881805,-0.020226491722267835,0.19815995003158274,-0.006441581709997142,0.26106586538023663
2008-06-30,2007-12-31,2003-01-31,2007-12-31,60,386,278,336,254,174,572,482,129,389,0.27062223424363924,0.04055422352499792,0.3745367831692408,0.25,18,1000,0.02946692413031554,0.5269880763752942,-0.017803469145390736,0.20474597354162605,-0.004293030034647542,0.2682659500830798
2008-07-31,2008-01-31,2003-02-28,2008-01-31,60,359,299,342,188,201,611,467,132,401,0.26082309033660667,0.03213215102665737,0.36319252112974093,0.25,32,1000,0.02822243298340748,0.5036533312980768,-0.010869089563712346,0.2304554908983741,-0.003717620896851574,0.2658911778035491
2008-08-31,2008-02-29,2003-03-31,2008-02-29,60,370,287,343,171,169,660,478,125,397,0.26049220863388506,0.024044229552331615,0.3617506602394244,0.25,28,1000,0.028463659728494628,0.47946933035713324,-0.00266447276500434,0.2572677266734735,-0.0015126710055414273,0.2632629429693932
2008-09-30,2008-03-31,2003-04-30,2008-03-31,60,350,318,332,213,207,580,471,134,395,0.24244464276851801,0.03623762926580596,0.3391985362357118,0.25,28,1000,0.0282891948181243,0.44597096737668296,0.007018192848389196,0.2914399015627379,0.0018060306662663248,0.26258913106057913
2008-10-31,2008-04-30,2003-05-31,2008-04-30,60,341,324,335,260,254,486,482,136,382,0.21001681034998712,0.04816632327632787,0.29889951527504793,0.25,38,1000,0.024606465560971756,0.40166425421332164,0.014389371959501211,0.3274301268234016,0.004914162540016345,0.27090561896327686
2008-11-30,2008-05-31,2003-06-30,2008-05-31,60,342,342,316,159,167,674,475,139,386,0.20339113546426446,0.023180069933682112,0.2914086619175229,0.25,21,1000,0.020773138161338862,0.3677861911412221,0.02013143007077226,0.36309612456593554,0.005155488412402736,0.26911768429284244
2008-12-31,2008-06-30,2003-07-31,2008-06-30,60,349,325,326,145,143,712,469,138,393,0.20213185836341335,0.017320252871848473,0.28998958842297556,0.25,26,1000,0.014398453975838717,0.33782861108977047,0.019924339715230107,0.3773059564506103,0.005872364118614568,0.28486543245961926
2009-01-31,2008-07-31,2003-08-31,2008-07-31,60,372,323,305,184,146,670,470,119,411,0.20131565692217981,0.021725919471392265,0.282184962586703,0.25,35,1000,0.010050728483136049,0.3106060961947213,0.022050420918839624,0.39485530699682386,0.007394954263052985,0.2945385968084549
2009-02-28,2008-08-31,2003-09-30,2008-08-31,60,364,313,323,166,158,676,476,114,410,0.19804024399401104,0.02218950838738136,0.27465895536306717,0.25,29,1000,0.007555451664357901,0.28443466977101317,0.027292584883823388,0.4221016913840499,0.009117959066384457,0.29346363884493687
2009-03-31,2008-09-30,2003-10-31,2008-09-30,60,357,315,328,130,141,729,462,115,423,0.20017149864289857,0.01588560456100278,0.2753196607553364,0.25,25,1000,0.007625817065293439,0.268895050189134,0.03270756056035167,0.44405837338555865,0.010891983780800788,0.2870465764253073
2009-04-30,2008-10-31,2003-11-30,2008-10-31,60,342,316,342,154,168,678,458,105,437,0.20036806168461255,0.021753351085182376,0.2767718575382205,0.25,46,1000,0.007382826027789546,0.26329373159740216,0.03406816396310992,0.44897940489127974,0.011819895047716062,0.2877268635113181
2009-05-31,2008-11-30,2003-12-31,2008-11-30,60,351,299,350,130,161,709,458,102,440,0.20392346964882663,0.01917768729207527,0.2766304309503805,0.25,25,1000,0.007830628078272285,0.2659294545710799,0.03039648706396436,0.41761010953924593,0.01652898625098164,0.31646043588967415
2009-06-30,2008-12-31,2004-01-31,2008-12-31,60,343,297,360,126,150,724,464,100,436,0.2068442061073342,0.017174805356398645,0.27682805624723383,0.25,22,1000,0.008716967694488258,0.2740243031075608,0.026451086367614122,0.3906840485638899,0.018806164953369436,0.3352916483285493
2009-07-31,2009-01-31,2004-02-29,2009-01-31,60,334,302,364,142,163,695,458,93,449,0.20691744243697163,0.019100273780030447,0.2772333238286345,0.25,27,1000,0.011425463245489879,0.3025769505718557,0.017853925432185204,0.34409055737433936,0.019179157759409034,0.35333249205380496
2009-08-31,2009-02-28,2004-03-31,2009-02-28,60,321,320,359,137,158,705,446,104,450,0.2049501398521178,0.018136017389599794,0.27761010191763413,0.25,27,1000,0.011873781300213918,0.33545593025695875,0.004690383728691477,0.2905636452496159,0.01730942443786743,0.3739804244934252
2009-09-30,2009-03-31,2004-04-30,2009-03-31,60,325,312,363,139,167,694,441,104,455,0.20622749444929736,0.019176647278334926,0.27795159896852945,0.25,24,1000,0.015277838807746014,0.3776567172570946,-0.006515423378439552,0.24423243733338992,0.015337927150976115,0.37811084540951545
2009-10-31,2009-04-30,2004-05-31,2009-04-30,60,333,300,367,146,163,691,445,96,459,0.2083164405508867,0.020064782026375377,0.27863070911277954,0.25,25,1000,0.017258561840829734,0.4022900587088608,-0.01381389877788521,0.21609630291167542,0.014620327411428161,0.38161363837946377
2009-11-30,2009-05-31,2004-06-30,2009-05-31,60,319,315,366,133,155,712,444,99,457,0.20688676430168113,0.017772493792208865,0.28007521612987807,0.25,18,1000,0.01555828304388554,0.4015679990948485,-0.01716465169058885,0.20870425186779423,0.014061859758264203,0.3897277490373573
2009-12-31,2009-06-30,2004-07-31,2009-06-30,60,310,338,352,127,138,735,452,105,443,0.20801316329997302,0.01577916552526367,0.28084711644043225,0.25,17,1000,0.013080367915062112,0.4000648994060031,-0.023706878518592392,0.1916904542941383,0.014092359691251942,0.4082446462998585
2010-01-31,2009-07-31,2004-08-31,2009-07-31,60,321,321,358,149,158,693,443,108,449,0.20647852672701042,0.018948422619505082,0.2798624656117263,0.25,21,1000,0.012243001601553642,0.4038154309148766,-0.027833603083561344,0.18116818988706448,0.01361100500148357,0.4150163791980589
2010-02-28,2009-08-31,2004-09-30,2009-08-31,60,313,329,358,136,135,729,433,111,456,0.2075935659041704,0.015970619157336947,0.2823569809176641,0.25,22,1000,0.008741623379958437,0.3839309966262974,-0.028761449655414755,0.18134501543132778,0.014954047333442837,0.4347239879423747
2010-03-31,2009-09-30,2004-10-31,2009-09-30,60,310,341,349,123,119,758,423,115,462,0.2083994800190433,0.014248863068004464,0.28223247074213226,0.25,26,1000,0.005105538260432323,0.362297818028439,-0.027414673541406788,0.1890596056768716,0.015793535836219848,0.4486425762946893
2010-04-30,2009-10-31,2004-11-30,2009-10-31,60,328,316,356,149,155,696,418,112,470,0.20677106717450028,0.019361198595725385,0.28405066002733154,0.25,23,1000,0.005737525420847237,0.3713263250964356,-0.030204937744450263,0.1809520348224072,0.015092047507229873,0.44772164008115733
2010-05-31,2009-11-30,2004-12-31,2009-11-30,60,330,290,380,152,168,680,421,108,471,0.2124280262117823,0.021399926713883986,0.2895613231464636,0.25,17,1000,0.006891660117709379,0.38365009862216853,-0.03295774347985073,0.17290509561895007,0.014133780458531257,0.44344480575888134
2010-06-30,2009-12-31,2005-01-31,2009-12-31,60,329,311,360,202,205,593,413,108,479,0.22330226569357972,0.025660403743972448,0.31980575151133916,0.25,22,1000,0.00877606044536328,0.39471267730510473,-0.03655146090254804,0.1594304335884677,0.014868056600106077,0.44585688910642757
2010-07-31,2010-01-31,2005-02-28,2010-01-31,60,337,317,346,226,179,595,418,113,469,0.2317129055465739,0.02884695254324551,0.3383250096131842,0.25,20,1000,0.007229086743484278,0.3883007324193736,-0.039496917154875126,0.15251455665828692,0.015612708066738978,0.45918471092233965
2010-08-31,2010-02-28,2005-03-31,2010-02-28,60,348,283,369,199,185,616,415,105,480,0.23694385569888532,0.02390307725183043,0.33698883480759706,0.25,17,1000,0.007592822976342256,0.388380928955291,-0.04051454328396565,0.14838931227783037,0.01640464980548502,0.46322975876687866
2010-09-30,2010-03-31,2005-04-30,2010-03-31,60,365,274,361,203,158,639,422,106,472,0.24703505294537603,0.023709838272528275,0.3610968578870399,0.25,18,1000,0.006482922230272503,0.3715949765678193,-0.040839020228054926,0.1442237105121003,0.019715670309037626,0.4841813129200805
2010-10-31,2010-04-30,2005-05-31,2010-04-30,60,349,295,356,219,243,538,426,103,471,0.26775001455135305,0.03363625228095095,0.42372587158022157,0.25,18,1000,0.001509614333569483,0.34062521779017374,-0.037832668047720314,0.1550793865625434,0.02112858403626262,0.5042953956472829
2010-11-30,2010-05-31,2005-06-30,2010-05-31,60,364,281,355,203,200,597,437,107,456,0.2857655266572883,0.02804485446341832,0.42742867552472036,0.25,16,1000,-0.004323049585329991,0.30883533851389877,-0.037122321481107175,0.16026405711823652,0.02276527882351258,0.5309006043678647
2010-12-31,2010-06-30,2005-07-31,2010-06-30,60,357,301,342,176,157,667,432,109,459,0.2970704610382054,0.022339471786365885,0.4317929643453032,0.25,23,1000,-0.007943727878264013,0.30051008433483406,-0.0393524788300809,0.16034156048130888,0.021281745253471908,0.5391483551838572
2011-01-31,2010-07-31,2005-08-31,2010-07-31,60,358,299,343,163,163,674,433,107,460,0.30296815823356915,0.02219958502634768,0.43372907120977233,0.25,16,1000,-0.007605375769872049,0.300737263351711,-0.04056156187933484,0.15557272110636597,0.022001737016882874,0.5436900155419231
2011-02-28,2010-08-31,2005-09-30,2010-08-31,60,348,297,355,160,158,682,437,106,457,0.3112030139385846,0.019835789508611392,0.4393419563184484,0.25,20,1000,-0.006165959752865852,0.30599405102792115,-0.045664589471744906,0.1388776134216687,0.023615723325308098,0.5551283355504101
2011-03-31,2010-09-30,2005-10-31,2010-09-30,60,362,281,357,153,144,703,439,112,449,0.3150776689549586,0.018463298679477394,0.43884651322045715,0.25,18,1000,-0.00285144391930059,0.3252997892924544,-0.044518193731672005,0.14137447056043548,0.021867815905106926,0.5333257401471101
2011-04-30,2010-10-31,2005-11-30,2010-10-31,60,363,285,352,149,152,699,436,104,460,0.32053285038213863,0.01976765235342851,0.43985198902037315,0.25,25,1000,-0.0008572342226208072,0.33760696481683444,-0.046852944279209066,0.13455434799778934,0.021488182149456577,0.5278386871853762
2011-05-31,2010-11-30,2005-12-31,2010-11-30,60,367,276,357,149,142,709,433,106,461,0.32285219927540015,0.01982431373811226,0.43749309039943624,0.25,17,1000,0.0006670690296366346,0.3484839154388696,-0.050468286846162794,0.12532181613117616,0.02127098906576013,0.5261942684299542
2011-06-30,2010-12-31,2006-01-31,2010-12-31,60,370,282,348,150,142,708,437,107,456,0.3279124095372582,0.01917249355070704,0.4465274968341489,0.25,12,1000,-0.0007177120005501708,0.34178099671885503,-0.051818970908850015,0.12299515856124944,0.021708032462604155,0.5352238447198955
2011-07-31,2011-01-31,2006-02-28,2011-01-31,60,382,277,341,171,165,664,435,107,458,0.3206804196178292,0.027088002367196613,0.4336889108368274,0.25,22,1000,0.0017957213105855398,0.341778691265942,-0.0498795050122584,0.12159050706482429,0.02435306690303633,0.5366308016692337
2011-08-31,2011-02-28,2006-03-31,2011-02-28,60,374,283,343,190,150,660,441,107,452,0.3134454539098218,0.02690838127154063,0.41733880106273713,0.25,23,1000,0.0009769677838168476,0.32973501304237623,-0.05000996446005472,0.11893185668941166,0.026679461658265697,0.5513331302682121
2011-09-30,2011-03-31,2006-04-30,2011-03-31,60,368,294,338,207,167,626,443,111,446,0.3020602538303951,0.030998033873156784,0.39830578059023797,0.25,20,1000,0.002058374354083021,0.32054540167996637,-0.04815856939435169,0.11741152253873313,0.030136102804994243,0.5620430757813005
2011-10-31,2011-04-30,2006-05-31,2011-04-30,60,378,278,344,135,117,748,447,114,439,0.30285227498094186,0.016719941874629402,0.3975568019483897,0.25,25,1000,0.004306487398846359,0.3181923665768652,-0.044957611913479,0.11879200895549968,0.03283905008329802,0.5630156244676351
2011-11-30,2011-05-31,2006-06-30,2011-05-31,60,372,279,349,115,106,779,451,113,436,0.3025141755470013,0.014004425073199501,0.39604777386005763,0.25,17,1000,0.004088569583658442,0.3093363487132363,-0.04107538997276203,0.12535503620453953,0.034235700150676125,0.5653086150822243
2011-12-31,2011-06-30,2006-07-31,2011-06-30,60,368,291,341,114,104,782,443,116,441,0.30303391645845273,0.013177094131879397,0.3961827704595517,0.25,15,1000,0.005627268280192092,0.3073734009671166,-0.0366117474763236,0.1320635152732735,0.03567119262811013,0.56056308375961
2012-01-31,2011-07-31,2006-08-31,2011-07-31,60,369,281,350,147,155,698,448,112,440,0.3082935659048419,0.020657387036608636,0.4148829312107743,0.25,25,1000,0.0060431440727238845,0.2973425185823643,-0.029299290106491602,0.1466481311805851,0.03733816285044333,0.5560093502370506
2012-02-29,2011-08-31,2006-09-30,2011-08-31,60,352,282,366,152,164,684,445,111,444,0.31718397441206136,0.02094346356062906,0.4289647342289127,0.25,21,1000,0.005938103892353683,0.28687788448933765,-0.025000999259439535,0.154512434081775,0.0392578213586882,0.5586096814288875
2012-03-31,2011-09-30,2006-10-31,2011-09-30,60,346,300,354,118,126,756,447,120,433,0.32337022037324376,0.016178613057192082,0.43061869596127844,0.25,11,1000,0.0046697050373190885,0.27870425495613466,-0.030467641103002232,0.1380207834765642,0.0415950803288895,0.5832749615673011
2012-04-30,2011-10-31,2006-11-30,2011-10-31,60,338,295,367,142,160,698,449,118,433,0.3302574713416471,0.021494462816881325,0.43975573342025015,0.25,14,1000,0.00240711999221458,0.2652716476271028,-0.03014495527616027,0.13833978665087932,0.042914021202893456,0.5963885657220179
2012-05-31,2011-11-30,2006-12-31,2011-11-30,60,341,294,365,143,167,690,450,117,433,0.32559464665251425,0.024350227437850966,0.42547129056991834,0.25,22,1000,0.0003448494190208998,0.2545728624530396,-0.0313221116069834,0.1351314314290069,0.04406267503621184,0.6102957061179535
2012-06-30,2011-12-31,2007-01-31,2011-12-31,60,362,275,363,110,117,773,447,115,438,0.32677956244403744,0.014492160531426922,0.42558863413709513,0.25,16,1000,-0.0013497229855719954,0.2503902363191503,-0.033003707981341175,0.1329457228712861,0.04371546327035203,0.6166640408095636
2012-07-31,2012-01-31,2007-02-28,2012-01-31,60,334,304,362,112,144,744,444,114,442,0.32442686767130724,0.018709584263392327,0.4232452112220165,0.25,23,1000,-0.0034476184886787276,0.24074456081474205,-0.028624377149642156,0.1455036663438991,0.04334508700588372,0.6137517728413588
2012-08-31,2012-02-29,2007-03-31,2012-02-29,60,346,291,363,108,120,772,434,114,452,0.32477172228687456,0.015877671553363303,0.4194414024186168,0.25,20,1000,-0.007558972293519617,0.2238330801261249,-0.024277922225121942,0.1602157905382824,0.04305437914791015,0.6159511293355926
2012-09-30,2012-03-31,2007-04-30,2012-03-31,60,346,291,363,106,113,781,434,115,451,0.3284567945200059,0.014472119174831129,0.4235614939106801,0.25,21,1000,-0.010889132335095423,0.2158576944835171,-0.02006955878470986,0.17965005859794242,0.040599341446510576,0.6044922469185404
2012-10-31,2012-04-30,2007-05-31,2012-04-30,60,342,312,346,115,118,767,432,119,449,0.3256375482771371,0.017585673838375834,0.4191392082220549,0.25,21,1000,-0.011965041338812536,0.21436114372359294,-0.016627620071792307,0.19527534836770372,0.03868877276812466,0.5903635079087034
2012-11-30,2012-05-31,2007-06-30,2012-05-31,60,363,292,345,135,98,767,435,112,453,0.32501145403920323,0.01625675405193474,0.41760685188776125,0.25,17,1000,-0.012423516741522525,0.22051084717648192,-0.019760016477464,0.19041709300281326,0.03670656483832821,0.5890720598207048
2012-12-31,2012-06-30,2007-07-31,2012-06-30,60,353,308,339,104,93,803,441,109,450,0.3268542850891899,0.01251332937742292,0.41615139199360895,0.25,18,1000,-0.012987934353997803,0.22652849358671942,-0.02610738247329761,0.174248383748873,0.035650229854698144,0.5992231226644077
2013-01-31,2012-07-31,2007-08-31,2012-07-31,60,361,282,357,115,114,771,430,113,457,0.32738506560896047,0.015299144549958293,0.41765940256578565,0.25,19,1000,-0.013980474807466078,0.23306955220308026,-0.034128404375703976,0.15576965179639038,0.0342206840322927,0.6111607960005294
2013-02-28,2012-08-31,2007-09-30,2012-08-31,60,344,295,361,104,117,779,425,115,460,0.3277298477477493,0.01568486608731426,0.414852074420839,0.25,14,1000,-0.014372174184696997,0.24267813636837415,-0.03938510361577139,0.14715367296353835,0.031727756710489115,0.6101681906680876
2013-03-31,2012-09-30,2007-10-31,2012-09-30,60,338,301,361,112,109,779,424,116,460,0.331970671262492,0.0137038017212351,0.4262139847226161,0.25,16,1000,-0.01712595558756757,0.24692110946544574,-0.04560494455871675,0.1396988607578414,0.02836983460285438,0.6133800297767129
2013-04-30,2012-10-31,2007-11-30,2012-10-31,60,348,294,358,137,151,712,429,114,457,0.3373203989675421,0.01808492100568105,0.43817673222295717,0.25,13,1000,-0.016668115126361883,0.260738904322064,-0.05095359524927356,0.13134269996034598,0.025657940641061455,0.6079183957175901
2013-05-31,2012-11-30,2007-12-31,2012-11-30,60,351,301,348,210,198,592,431,116,453,0.34277893230949014,0.034333678461859016,0.49550483148044167,0.25,9,1000,-0.01573839622341201,0.2823597533886444,-0.055053189639030525,0.1286230599209145,0.02102527295323025,0.5890171866904411
2013-06-30,2012-12-31,2008-01-31,2012-12-31,60,330,315,355,148,179,673,435,117,448,0.34801253139603683,0.022395972988682435,0.49473114694382747,0.25,13,1000,-0.014623589743808502,0.3014540579780373,-0.05470460745575725,0.13523273703556296,0.0166373183283449,0.5633132049863997
2013-07-31,2013-01-31,2008-02-29,2013-01-31,60,320,330,350,125,172,703,436,115,449,0.35313263761054847,0.02077363457177956,0.5020923166452927,0.25,10,1000,-0.013450419170767069,0.3211787992373315,-0.058107510319107165,0.13148018450157917,0.013203283990956714,0.5473410162610893
2013-08-31,2013-02-28,2008-03-31,2013-02-28,60,344,309,347,172,163,665,439,116,445,0.35252135941164736,0.02575963808187895,0.4951677525884582,0.25,17,1000,-0.013075096974899284,0.3346913591504291,-0.060997490955145124,0.12835000054699125,0.010560517047010097,0.5369586403025797
2013-09-30,2013-03-31,2008-04-30,2013-03-31,60,323,345,332,128,126,746,441,117,442,0.35515822490591537,0.015631363737450558,0.49635449759920536,0.25,13,1000,-0.012121726733524072,0.3460978063310093,-0.06555034915082325,0.1188840875277128,0.00965723212691459,0.5350181061412779
2013-10-31,2013-04-30,2008-05-31,2013-04-30,60,336,309,355,149,144,707,444,118,438,0.35368305524069277,0.019294775614545456,0.4951925757393914,0.25,16,1000,-0.011423108982651448,0.362124492375523,-0.07098336899256721,0.11003327874643334,0.007417359808141493,0.5278422288780436
2013-11-30,2013-05-31,2008-06-30,2013-05-31,60,336,312,352,136,134,730,445,119,436,0.354481848391884,0.01703221315149326,0.4957875730520158,0.25,19,1000,-0.009170566821090152,0.38260534875188756,-0.0723562446997771,0.10812527183662697,0.005128086792572835,0.5092693794114855
2013-12-31,2013-06-30,2008-07-31,2013-06-30,60,333,321,346,147,140,713,445,123,432,0.3551343622865834,0.018260253576511985,0.5046644227317336,0.25,11,1000,-0.005109494193140244,0.404080661972499,-0.06970876064846539,0.111010987985491,0.004007775192619962,0.48490835004201005
2014-01-31,2013-07-31,2008-08-31,2013-07-31,60,331,361,308,234,219,547,444,125,431,0.3515368605387382,0.04056474624763554,0.5377838299638804,0.25,16,1000,-0.0032752922757916803,0.4197141586112254,-0.07012314016490799,0.11023527519263453,0.002388026310318779,0.4700505661961402
2014-02-28,2013-08-31,2008-09-30,2013-08-31,60,336,349,315,196,174,630,453,127,420,0.35822855379615426,0.02640079851940324,0.5436143370081691,0.25,16,1000,-0.0001770531825194104,0.44127022490401485,-0.07246989519210484,0.10393862726325825,0.0013319895747360318,0.45479114783272695
2014-03-31,2013-09-30,2008-10-31,2013-09-30,60,339,325,336,209,186,605,452,127,421,0.3638693067722447,0.028455318157922748,0.5548854235914845,0.25,14,1000,-0.0006611185292847248,0.4474019649553629,-0.07701491161689487,0.09716218370558134,0.00022875319493997082,0.45543585133905573
2014-04-30,2013-10-31,2008-11-30,2013-10-31,60,354,341,305,220,189,591,447,119,434,0.365065187732672,0.031075777822852656,0.5464845467611978,0.25,18,1000,0.0004873875911073043,0.45965320769494805,-0.07729325775523652,0.09701439813972117,-0.0013202371450774136,0.44333239416533077
2014-05-31,2013-11-30,2008-12-31,2013-11-30,60,355,334,311,208,185,607,455,123,422,0.3658623831354939,0.02737554556900263,0.5469528711566035,0.25,13,1000,0.000609688816462042,0.4709413133460215,-0.07121031626033353,0.11198146702397044,-0.0054634163092598465,0.4170772196300081
2014-06-30,2013-12-31,2009-01-31,2013-12-31,60,345,331,324,202,198,600,452,130,418,0.3683447371094202,0.025877838468550747,0.5602753884046099,0.25,10,1000,-0.00023883967559070357,0.48296832721044414,-0.06781249164288453,0.1250205391523168,-0.010671881417882202,0.3920111336372391
2014-07-31,2014-01-31,2009-02-28,2014-01-31,60,361,314,325,249,227,524,459,121,420,0.3603486362186263,0.04056519136309896,0.5378024118646983,0.25,12,1000,-0.0005923484224438803,0.48385273856974376,-0.061072397491060595,0.14434115360605307,-0.01376275334245496,0.3718061078242031
2014-08-31,2014-02-28,2009-03-31,2014-02-28,60,351,327,322,203,201,596,456,120,424,0.36260721808511925,0.026457143760975712,0.5396147267690989,0.25,14,1000,-0.0012596034245097522,0.47089481018737817,-0.05219855239635913,0.17000974461997223,-0.014811929371476127,0.3590954451926495
2014-09-30,2014-03-31,2009-04-30,2014-03-31,60,349,312,339,210,200,590,443,124,433,0.3572602340856823,0.029841580004744066,0.5275227031219276,0.25,12,1000,-0.0029690993476316364,0.4484599097344169,-0.04237227429203739,0.20392571618414446,-0.015705376605978347,0.34761437408143875
2014-10-31,2014-04-30,2009-05-31,2014-04-30,60,349,315,336,202,206,592,437,128,435,0.3544998955021615,0.02914323753538514,0.526564869609151,0.25,11,1000,-0.005753601982454615,0.4224039754229259,-0.03711470630443483,0.22559470698906567,-0.014869963238531085,0.3520013175880085
2014-11-30,2014-05-31,2009-06-30,2014-05-31,60,347,328,325,185,174,641,438,126,436,0.3549981843146906,0.025176406405505145,0.5232600019439556,0.25,15,1000,-0.0018533457315262937,0.4369197902311014,-0.0363603956931351,0.21911761328783427,-0.013814181309772905,0.3439625964810642
2014-12-31,2014-06-30,2009-07-31,2014-06-30,60,343,335,322,184,171,645,434,133,433,0.35724648647250734,0.023597147401480292,0.5285016283161605,0.25,9,1000,-0.0014764953587582926,0.424921578464319,-0.03367508455559858,0.22316978437987453,-0.010903147471970322,0.35190863715580645
2015-01-31,2014-07-31,2009-08-31,2014-07-31,60,343,341,316,220,183,597,445,127,428,0.3470298288643211,0.03442656311734193,0.5083003323969342,0.25,18,1000,-0.0029236437065311973,0.40848886520161587,-0.03143068730316155,0.2309783040449603,-0.00916772538306575,0.3605328307534238
2015-02-28,2014-08-31,2009-09-30,2014-08-31,60,333,343,324,170,175,655,445,125,430,0.35381673269338043,0.023956136722102242,0.5121903286424884,0.25,16,1000,-0.0029564490861852836,0.40437837151527617,-0.029554769187467345,0.23755153770355836,-0.009037561649873212,0.3580700907811655
2015-03-31,2014-09-30,2009-10-31,2014-09-30,60,338,317,345,170,175,655,441,123,436,0.357697002876385,0.02408870195812015,0.5117801793159245,0.25,14,1000,-0.0012154301387167661,0.41443505826933924,-0.029815938586300113,0.233902910879261,-0.009427715773496844,0.3516620308513997
2015-04-30,2014-10-31,2009-11-30,2014-10-31,60,337,333,330,188,200,612,438,126,436,0.35475988630667177,0.02889675473078906,0.5171051991798303,0.25,14,1000,0.0005760521299840736,0.4042047867855894,-0.024450259340647634,0.2450336181581214,-0.00651469142930677,0.3507615950562891
2015-05-31,2014-11-30,2009-12-31,2014-11-30,60,336,310,354,179,184,637,444,124,432,0.35779397403000257,0.02512042620600374,0.516375074650622,0.25,12,1000,0.0004987374693378624,0.39384554244488784,-0.02040980754159771,0.2592487195301934,-0.0058465482048718175,0.3469057380249188
2015-06-30,2014-12-31,2010-01-31,2014-12-31,60,323,345,332,174,155,671,442,131,427,0.3553567352233891,0.02412296507610065,0.5087556971693076,0.25,9,1000,0.0004559844697272039,0.3857914318095292,-0.016685643047728106,0.27381818862602764,-0.005804203389394925,0.3403903795644432
2015-07-31,2015-01-31,2010-02-28,2015-01-31,60,331,307,362,187,201,612,444,133,423,0.34882480600743176,0.02782091884353013,0.5077219288959218,0.25,20,1000,0.00010654679494227076,0.3915906255969515,-0.018957209455929047,0.2674524642032153,-0.0068164964750762865,0.34095691019983315
2015-08-31,2015-02-28,2010-03-31,2015-02-28,60,324,331,345,208,192,600,442,131,427,0.33087357974953385,0.038342607670846705,0.4753631254673854,0.25,18,1000,0.0001651562131475,0.38889643711084576,-0.016004961178306416,0.28143759393700135,-0.008096501443770892,0.3296659689521529
2015-09-30,2015-03-31,2010-04-30,2015-03-31,60,319,335,346,200,181,619,440,133,427,0.3275992780078151,0.030149951338404337,0.4778592089026712,0.25,19,1000,0.0009684187857263019,0.3944381758269078,-0.016004812305065196,0.2808997350583684,-0.008765456069177741,0.32466208911472383
