paper_version,paper_table,row_index,row_label,result_position,dataset,metric,paper_value,cited_baseline_recomputed_value,cited_baseline_match_at_paper_precision,native_efs_result_credit,paper_result_credit,version_lineage_status
v2,benchmark,4,m=10 | LGBM,2,FF25,MDD,0.56,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,3,FF32,CW,530,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,4,FF32,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,5,FF32,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,6,FF49,CW,169,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,7,FF49,SR,0.19,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,8,FF49,MDD,0.59,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,9,FF100,CW,217,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,10,FF100,SR,0.19,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,4,m=10 | LGBM,11,FF100,MDD,0.48,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,0,FF25,CW,292,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,1,FF25,SR,0.22,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,2,FF25,MDD,0.52,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,3,FF32,CW,552,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,4,FF32,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,5,FF32,MDD,0.54,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,6,FF49,CW,354,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,7,FF49,SR,0.21,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,8,FF49,MDD,0.53,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,9,FF100,CW,392,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,10,FF100,SR,0.20,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,5,XGB,11,FF100,MDD,0.50,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,0,FF25,CW,607,615.341590297,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,1,FF25,SR,0.24,0.248113681451,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,2,FF25,MDD,0.58,0.580795822027,True,False,True,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,3,FF32,CW,749,991.885061594,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,4,FF32,SR,0.25,0.261186780404,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,5,FF32,MDD,0.55,0.542247585107,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,6,FF49,CW,169,285.02482404,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,7,FF49,SR,0.22,0.215120360039,True,False,True,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,8,FF49,MDD,0.45,0.466689864196,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,9,FF100,CW,379,527.086443644,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,10,FF100,SR,0.22,0.229033082065,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,6,mSSRM-PGA,11,FF100,MDD,0.58,0.623145826914,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,0,FF25,CW,638,973.230757216,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,1,FF25,SR,0.25,0.260984532254,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,2,FF25,MDD,0.48,0.607398336593,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,3,FF32,CW,670,1122.75581232,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,4,FF32,SR,0.24,0.263843887108,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,5,FF32,MDD,0.45,0.496223022102,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,6,FF49,CW,409,758.658455326,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,7,FF49,SR,0.22,0.233849719004,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,8,FF49,MDD,0.47,0.518668278571,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,9,FF100,CW,491,966.321078341,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,10,FF100,SR,0.23,0.244622192615,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,7,ASMCVaR,11,FF100,MDD,0.52,0.542842909087,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,0,FF25,CW,640,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,1,FF25,SR,0.25,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,2,FF25,MDD,0.51,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,3,FF32,CW,924,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,4,FF32,SR,0.24,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,5,FF32,MDD,0.53,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,6,FF49,CW,693,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,7,FF49,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,8,FF49,MDD,0.53,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,9,FF100,CW,1233,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,10,FF100,SR,0.24,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,8,EFS-DeepSeek-V3,11,FF100,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,9,~~+ RW,0,FF25,CW,1065,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,1,FF25,SR,0.25,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,2,FF25,MDD,0.50,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,3,FF32,CW,798,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,4,FF32,SR,0.23,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,5,FF32,MDD,0.54,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,6,FF49,CW,441,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,7,FF49,SR,0.19,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,8,FF49,MDD,0.59,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,9,FF100,CW,1465,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,10,FF100,SR,0.24,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,9,~~+ RW,11,FF100,MDD,0.45,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,10,EFS-GPT-4.1,0,FF25,CW,708,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,1,FF25,SR,0.26,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,2,FF25,MDD,0.50,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,3,FF32,CW,614,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,4,FF32,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,5,FF32,MDD,0.54,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,6,FF49,CW,565,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,7,FF49,SR,0.22,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,8,FF49,MDD,0.54,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,9,FF100,CW,1836,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,10,FF100,SR,0.25,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,10,EFS-GPT-4.1,11,FF100,MDD,0.49,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,11,~~+ RW,0,FF25,CW,1408,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,1,FF25,SR,0.27,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,2,FF25,MDD,0.50,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,3,FF32,CW,847,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,4,FF32,SR,0.23,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,5,FF32,MDD,0.50,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,6,FF49,CW,593,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,7,FF49,SR,0.20,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,8,FF49,MDD,0.61,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,9,FF100,CW,2435,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,10,FF100,SR,0.26,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,11,~~+ RW,11,FF100,MDD,0.51,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,12,m=15 | LGBM,0,FF25,CW,313,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,1,FF25,SR,0.22,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,2,FF25,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,3,FF32,CW,541,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,4,FF32,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,5,FF32,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,6,FF49,CW,195,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,7,FF49,SR,0.20,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,8,FF49,MDD,0.59,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,9,FF100,CW,224,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,10,FF100,SR,0.19,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,12,m=15 | LGBM,11,FF100,MDD,0.49,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,0,FF25,CW,308,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,1,FF25,SR,0.22,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,2,FF25,MDD,0.53,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,3,FF32,CW,491,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,4,FF32,SR,0.22,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,5,FF32,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,6,FF49,CW,377,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,7,FF49,SR,0.21,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,8,FF49,MDD,0.52,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,9,FF100,CW,364,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,10,FF100,SR,0.20,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,13,XGB,11,FF100,MDD,0.52,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,0,FF25,CW,601,614.7107853,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,1,FF25,SR,0.24,0.248120427578,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,2,FF25,MDD,0.58,0.580889960958,True,False,True,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,3,FF32,CW,745,996.318266798,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,4,FF32,SR,0.25,0.261465101151,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,5,FF32,MDD,0.55,0.542913350818,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,6,FF49,CW,172,262.535450017,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,7,FF49,SR,0.22,0.213468351569,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,8,FF49,MDD,0.45,0.467603876881,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,9,FF100,CW,416,522.275514986,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,10,FF100,SR,0.22,0.228870321462,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,14,mSSRM-PGA,11,FF100,MDD,0.57,0.622305020088,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,0,FF25,CW,676,827.179183898,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,1,FF25,SR,0.25,0.25413222774,True,False,True,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,2,FF25,MDD,0.50,0.624672313909,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,3,FF32,CW,691,1303.79795035,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,4,FF32,SR,0.24,0.261483071519,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,5,FF32,MDD,0.47,0.572278080604,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,6,FF49,CW,527,694.834132977,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,7,FF49,SR,0.24,0.228581883132,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,8,FF49,MDD,0.45,0.518620809239,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,9,FF100,CW,523,1126.00452217,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,10,FF100,SR,0.23,0.250288955333,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,15,ASMCVaR,11,FF100,MDD,0.53,0.525765548048,True,False,True,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,0,FF25,CW,546,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,1,FF25,SR,0.25,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,2,FF25,MDD,0.51,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,3,FF32,CW,716,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,4,FF32,SR,0.24,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,5,FF32,MDD,0.54,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,6,FF49,CW,586,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,7,FF49,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,8,FF49,MDD,0.51,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,9,FF100,CW,984,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,10,FF100,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,16,EFS-DeepSeek-V3,11,FF100,MDD,0.55,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,17,~~+ RW,0,FF25,CW,1050,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,1,FF25,SR,0.25,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,2,FF25,MDD,0.50,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,3,FF32,CW,736,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,4,FF32,SR,0.23,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,5,FF32,MDD,0.54,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,6,FF49,CW,427,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,7,FF49,SR,0.19,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,8,FF49,MDD,0.58,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,9,FF100,CW,1353,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,10,FF100,SR,0.24,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,17,~~+ RW,11,FF100,MDD,0.45,,False,False,False,v1_scores_to_asset_weights_relabelled_as_v2_RMT_QP_factor_weights_same_rounded_value
v2,benchmark,18,EFS-GPT-4.1,0,FF25,CW,530,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,18,EFS-GPT-4.1,1,FF25,SR,0.25,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,18,EFS-GPT-4.1,2,FF25,MDD,0.52,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,18,EFS-GPT-4.1,3,FF32,CW,609,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,18,EFS-GPT-4.1,4,FF32,SR,0.23,,False,False,False,rounded_v1_value_carried_into_v2
v2,benchmark,18,EFS-GPT-4.1,5,FF32,MDD,0.53,,False,False,False,rounded_v1_value_carried_into_v2
