paper_version,table_family,paper_table,asset,method,metric,paper_value,official_tex_value_verified,author_rendered_correspondence,author_rendered_evidence_sha256,author_correspondence_status,independently_regenerated_from_native_result_path,paper_result_credit
v3,expanded_4h,2,ES,Our,rmin,-0.485,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Baseline,accuracy_pct,46.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Baseline,rcc,0.059,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Baseline,rmax,3.259,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Baseline,rmin,-3.157,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,LR,accuracy_pct,48.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,LR,delta_accuracy_pct,5.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,LR,rcc,-0.14,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,LR,rmax,3.407,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,LR,rmin,-3.099,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,XGBoost,accuracy_pct,53.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,XGBoost,delta_accuracy_pct,15.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,XGBoost,rcc,0.161,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,XGBoost,rmax,3.325,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,XGBoost,rmin,-3.11,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Our,accuracy_pct,54.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Our,delta_accuracy_pct,18.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Our,rcc,0.458,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Our,rmax,3.872,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,VIX,Our,rmin,-2.851,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Baseline,accuracy_pct,43.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Baseline,rcc,-0.14,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Baseline,rmax,0.646,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Baseline,rmin,-0.793,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,LR,accuracy_pct,48.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,LR,delta_accuracy_pct,11.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,LR,rcc,0.147,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,LR,rmax,0.782,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,LR,rmin,-0.67,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,XGBoost,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,XGBoost,delta_accuracy_pct,8.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,XGBoost,rcc,-0.007,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,XGBoost,rmax,0.706,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,XGBoost,rmin,-0.753,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Our,accuracy_pct,55.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Our,delta_accuracy_pct,26.5,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Our,rcc,0.216,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Our,rmax,0.814,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,NQ,Our,rmin,-0.639,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Baseline,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Baseline,rcc,-0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Baseline,rmax,0.93,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Baseline,rmin,-1.017,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,LR,accuracy_pct,56.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,LR,delta_accuracy_pct,18.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,LR,rcc,0.175,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,LR,rmax,1.113,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,LR,rmin,-0.849,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,XGBoost,accuracy_pct,52.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,XGBoost,delta_accuracy_pct,11.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,XGBoost,rcc,0.21,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,XGBoost,rmax,1.206,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,XGBoost,rmin,-0.973,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Our,accuracy_pct,59.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Our,delta_accuracy_pct,26.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Our,rcc,0.211,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Our,rmax,1.052,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,QQQ,Our,rmin,-0.881,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Baseline,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Baseline,rcc,-0.162,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Baseline,rmax,0.719,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Baseline,rmin,-0.862,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,LR,accuracy_pct,59.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,LR,delta_accuracy_pct,26.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,LR,rcc,0.377,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,LR,rmax,0.96,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,LR,rmin,-0.648,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,XGBoost,accuracy_pct,60.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,XGBoost,delta_accuracy_pct,26.8,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,XGBoost,rcc,0.05,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,XGBoost,rmax,0.782,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,XGBoost,rmin,-0.712,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Our,accuracy_pct,63.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Our,delta_accuracy_pct,34.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Our,rcc,0.341,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Our,rmax,0.965,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v3,expanded_4h,2,SPX,Our,rmin,-0.641,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,portfolio_performance,1,AAPL,LR,sharpe,0.044,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,LR,sortino,0.068,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,LR,cumulative_return_pct,10.21,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,LR,max_drawdown_pct,-29.59,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,XGBoost,sharpe,-0.241,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,XGBoost,sortino,-0.372,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,XGBoost,cumulative_return_pct,-5.35,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,XGBoost,max_drawdown_pct,-8.23,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,TradingAgent,sharpe,-0.189,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,TradingAgent,sortino,-0.245,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,TradingAgent,cumulative_return_pct,-13.69,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,TradingAgent,max_drawdown_pct,15.25,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,Our,sharpe,-0.155,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,Our,sortino,-0.264,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,Our,cumulative_return_pct,-22.51,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AAPL,Our,max_drawdown_pct,-25.44,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,LR,sharpe,0.298,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,LR,sortino,0.709,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,LR,cumulative_return_pct,153.29,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,LR,max_drawdown_pct,-13.6,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,XGBoost,sharpe,-0.248,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,XGBoost,sortino,-0.324,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,XGBoost,cumulative_return_pct,-6.82,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,XGBoost,max_drawdown_pct,-10.31,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,TradingAgent,sharpe,0.199,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,TradingAgent,sortino,0.482,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,TradingAgent,cumulative_return_pct,20.53,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,TradingAgent,max_drawdown_pct,4.85,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,Our,sharpe,0.236,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,Our,sortino,0.502,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,Our,cumulative_return_pct,44.85,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,AMZN,Our,max_drawdown_pct,-17.31,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,LR,sharpe,0.332,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,LR,sortino,0.779,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,LR,cumulative_return_pct,41.46,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,LR,max_drawdown_pct,-3.12,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,XGBoost,sharpe,0.32,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,XGBoost,sortino,0.751,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,XGBoost,cumulative_return_pct,3.87,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,XGBoost,max_drawdown_pct,-2.61,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,TradingAgent,sharpe,0.194,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,TradingAgent,sortino,0.332,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,TradingAgent,cumulative_return_pct,5.82,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,TradingAgent,max_drawdown_pct,2.34,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,Our,sharpe,0.271,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,Our,sortino,0.59,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,Our,cumulative_return_pct,15.5,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,DJI,Our,max_drawdown_pct,-3.12,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,LR,sharpe,0.43,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,LR,sortino,0.953,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,LR,cumulative_return_pct,74.5,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,LR,max_drawdown_pct,-5.9,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,XGBoost,sharpe,0.596,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,XGBoost,sortino,0.807,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,XGBoost,cumulative_return_pct,9.41,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,XGBoost,max_drawdown_pct,-1.88,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,TradingAgent,sharpe,0.017,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,TradingAgent,sortino,0.03,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,TradingAgent,cumulative_return_pct,1.25,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,TradingAgent,max_drawdown_pct,8.55,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,Our,sharpe,0.339,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,Our,sortino,0.661,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,Our,cumulative_return_pct,25.43,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,ES,Our,max_drawdown_pct,-4.72,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,LR,sharpe,0.25,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,LR,sortino,0.415,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,LR,cumulative_return_pct,59.16,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,LR,max_drawdown_pct,-10.74,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,XGBoost,sharpe,0.684,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,XGBoost,sortino,1.604,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,XGBoost,cumulative_return_pct,15.54,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,XGBoost,max_drawdown_pct,-2.01,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,TradingAgent,sharpe,0.067,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,TradingAgent,sortino,0.112,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,TradingAgent,cumulative_return_pct,3.82,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,TradingAgent,max_drawdown_pct,3.66,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,Our,sharpe,0.516,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,Our,sortino,0.0,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,Our,cumulative_return_pct,1.44,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,QQQ,Our,max_drawdown_pct,-0.27,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,LR,sharpe,0.467,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,LR,sortino,1.017,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,LR,cumulative_return_pct,77.78,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,LR,max_drawdown_pct,-5.12,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,XGBoost,sharpe,1.266,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,XGBoost,sortino,6.048,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,XGBoost,cumulative_return_pct,15.34,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,XGBoost,max_drawdown_pct,-0.37,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,TradingAgent,sharpe,-0.158,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,TradingAgent,sortino,-0.226,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,TradingAgent,cumulative_return_pct,-6.11,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,TradingAgent,max_drawdown_pct,7.68,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,Our,sharpe,0.179,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,Our,sortino,0.301,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,Our,cumulative_return_pct,12.52,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,SPX,Our,max_drawdown_pct,-8.24,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,LR,sharpe,0.246,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,LR,sortino,0.399,True,False,,no_author_rendered_table_correspondence_found,False,False
