case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,cash_months,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.15845790961756542,0.10973838205533992,13.104480541011691,0.34873987575856463,0.45437278794945457,-0.6132359735346946,185,2009-08-31,2024-12-31,0.03888948207841032,0.0853056849909152,0.4558838262954214,0.6484735205627937,1.0,4,1.8312161351386946,0.0,20,0.125
zero_cost_5,False,zero,5.0,305,0.14747061280673324,0.09766133139238509,9.679992448168292,0.3487360402274926,0.42287173046563536,-0.6465272977332093,185,2009-08-31,2024-12-31,0.026498971057087713,0.08553690267784203,0.30979577501059263,0.7567162647176395,1.0,4,1.8312161351386946,0.010987296810832168,20,0.125
zero_cost_10,True,zero,10.0,305,0.13648331599590102,0.08570435239246565,7.084800271934478,0.34873333873892726,0.391368707360889,-0.6793935534298133,185,2009-08-31,2024-12-31,0.015352162021429167,0.08553924658193535,0.17947506711698488,0.8575646930155906,1.0,4,1.8312161351386946,0.021974593621664335,20,0.125
zero_cost_25,False,zero,25.0,305,0.10352142556340455,0.050543077168445194,2.5016204827663127,0.3487320387365038,0.2968509172213558,-0.7609038255937736,185,2009-08-31,2024-12-31,-0.0184930897293007,0.08550497420975917,-0.2162808643615728,0.8287688241084419,1.0,4,1.8312161351386946,0.054936484054160836,20,0.125
zero_cost_50,False,zero,50.0,305,0.04858494150924371,-0.005756824263363436,-0.13648332787068473,0.3487525531998768,0.13931064034791094,-0.853645597780971,185,2009-08-31,2024-12-31,-0.07221239038764879,0.08559929303864107,-0.8436096587275647,0.3988875651735322,1.0,4,1.8312161351386946,0.10987296810832167,20,0.125
adverse_100_cost_10,False,adverse_100,10.0,305,0.1276308569795076,0.07567084622229436,5.38534993891618,0.35016630419090317,0.3644864038943221,-0.7187098699765875,185,2009-08-31,2024-12-31,0.006673924265240523,0.08569142753211953,0.07788321956404508,0.9379209477089905,1.0,4,1.8312161351386946,0.021974593621664335,20,0.125
