missing_return_policy,formation_month,month,gross_return,total_security_return,traded_notional,n_holdings,missing_forward_gross_weight,path_status
zero,2001-05-31,2001-06-30,-0.00632149999999998,-0.0035434999999999794,0.4201700048024288,10,0.0,ok
zero,2001-06-30,2001-07-31,0.0011184999999999815,0.00411749999999998,0.2368191687243748,10,0.0,ok
zero,2001-07-31,2001-08-31,-0.03873939999999993,-0.03574339999999994,0.8025606564968741,10,0.0,ok
zero,2001-08-31,2001-09-30,-0.07089920000000001,-0.0681692,0.43618339765576924,10,0.0,ok
zero,2001-09-30,2001-10-31,0.007378999999999979,0.00953299999999998,0.6223974996319074,10,0.0,ok
zero,2001-10-31,2001-11-30,0.060817,0.06256600000000001,0.436017643801639,10,0.0,ok
zero,2001-11-30,2001-12-31,0.01254559999999997,0.014029599999999968,0.6489507475300358,10,0.0,ok
zero,2001-12-31,2002-01-31,-0.0030243000000000006,-0.0016343000000000006,0.8,10,0.0,ok
zero,2002-01-31,2002-02-28,0.014379600000000003,0.0156646,0.23196379843578363,10,0.0,ok
zero,2002-02-28,2002-03-31,0.02128209999999999,0.02262309999999999,0.4108152238445645,10,0.0,ok
zero,2002-03-31,2002-04-30,0.0062713000000000005,0.00781729999999999,0.42821416805468215,10,0.0,ok
zero,2002-04-30,2002-05-31,-0.014785500000000012,-0.013343500000000012,0.605220112812114,10,0.0,ok
zero,2002-05-31,2002-06-30,-0.06784789999999999,-0.06653589999999998,0.6074578133321983,10,0.0,ok
zero,2002-06-30,2002-07-31,-0.0208904,-0.0193834,0.6314615848643778,10,0.0,ok
zero,2002-07-31,2002-08-31,0.015188699999999961,0.01659069999999996,0.611682812630339,10,0.0,ok
zero,2002-08-31,2002-09-30,-0.05700979999999999,-0.055595799999999994,0.43327142378933825,10,0.0,ok
zero,2002-09-30,2002-10-31,0.04091949999999997,0.04225349999999997,0.42087631545899523,10,0.0,ok
zero,2002-10-31,2002-11-30,-0.01291479999999995,-0.011748799999999952,0.6358859912679593,10,0.0,ok
zero,2002-11-30,2002-12-31,0.0006589999999999904,0.00173799999999999,0.21063284314757225,10,0.0,ok
zero,2002-12-31,2003-01-31,-0.0019429000000000091,-0.0010089000000000107,0.2058434440941643,10,0.0,ok
zero,2003-01-31,2003-02-28,-0.03306519999999995,-0.03219419999999995,0.24110136716933717,10,0.0,ok
zero,2003-02-28,2003-03-31,0.03356919999999997,0.03458919999999997,0.4209953691122744,10,0.0,ok
zero,2003-03-31,2003-04-30,0.03518909999999997,0.03612809999999997,0.8195903456173717,10,0.0,ok
zero,2003-04-30,2003-05-31,0.04820259999999996,0.04910559999999995,0.42490221045061904,10,0.0,ok
zero,2003-05-31,2003-06-30,0.01212799999999998,0.013111999999999981,0.626079471885385,10,0.0,ok
zero,2003-06-30,2003-07-31,-0.006735299999999991,-0.006061299999999991,0.20901262644209131,10,0.0,ok
zero,2003-07-31,2003-08-31,0.016068299999999973,0.016757299999999982,0.4067414217798341,10,0.0,ok
zero,2003-08-31,2003-09-30,0.0001911000000000085,0.0010561000000000105,0.41449002628257503,10,0.0,ok
zero,2003-09-30,2003-10-31,0.035124199999999973,0.03582419999999997,0.2176686401491385,10,0.0,ok
zero,2003-10-31,2003-11-30,0.024600800000000003,0.025325800000000002,0.8276770517622586,10,0.0,ok
zero,2003-11-30,2003-12-31,0.036786900000000004,0.037617899999999996,0.6256240504237776,10,0.0,ok
zero,2003-12-31,2004-01-31,0.02865379999999994,0.02934979999999994,0.44301631650726153,10,0.0,ok
zero,2004-01-31,2004-02-29,0.021031799999999993,0.02165479999999997,0.4127826711580457,10,0.0,ok
zero,2004-02-29,2004-03-31,0.021372900000000042,0.022216900000000043,0.4108853597124979,10,0.0,ok
zero,2004-03-31,2004-04-30,-0.00535229999999999,-0.004557299999999991,0.42528064249377995,10,0.0,ok
zero,2004-04-30,2004-05-31,-0.008223099999999981,-0.00762009999999998,0.6029684682001285,10,0.0,ok
zero,2004-05-31,2004-06-30,0.01746380000000002,0.01828080000000002,0.429448298983081,10,0.0,ok
zero,2004-06-30,2004-07-31,-0.046107799999999956,-0.04518879999999995,0.23228029046604826,10,0.0,ok
zero,2004-07-31,2004-08-31,0.0026078,0.00372379999999999,0.41855436970157034,10,0.0,ok
zero,2004-08-31,2004-09-30,0.010497900000000001,0.011682899999999998,0.20951815628960874,10,0.0,ok
zero,2004-09-30,2004-10-31,-0.03700179999999997,-0.03587279999999997,0.6126762447007852,10,0.0,ok
zero,2004-10-31,2004-11-30,0.05126619999999994,0.05280719999999994,0.39999999999999997,10,0.0,ok
zero,2004-11-30,2004-12-31,0.04834409999999998,0.05001609999999997,0.2400593764936258,10,0.0,ok
zero,2004-12-31,2005-01-31,-0.01604899999999998,-0.014388,0.4119099888087431,10,0.0,ok
zero,2005-01-31,2005-02-28,0.010263999999999981,0.011904999999999962,0.22588888933982135,10,0.0,ok
zero,2005-02-28,2005-03-31,0.00325779999999999,0.005380799999999991,0.6130425286958757,10,0.0,ok
zero,2005-03-31,2005-04-30,-0.02131430000000001,-0.01924230000000001,0.4277796830812763,10,0.0,ok
zero,2005-04-30,2005-05-31,0.016832900000000012,0.019227900000000013,0.41833251984664516,10,0.0,ok
zero,2005-05-31,2005-06-30,0.002114700000000022,0.004377700000000021,0.42357598334974933,10,0.0,ok
zero,2005-06-30,2005-07-31,0.014039999999999962,0.016422999999999962,0.8196048757354927,10,0.0,ok
zero,2005-07-31,2005-08-31,-0.01922369999999997,-0.01630369999999997,0.6150311435298099,10,0.0,ok
zero,2005-08-31,2005-09-30,0.012382600000000034,0.01523060000000004,0.6096782513058147,10,0.0,ok
zero,2005-09-30,2005-10-31,-0.022661799999999992,-0.019933799999999988,0.4413926845782623,10,0.0,ok
zero,2005-10-31,2005-11-30,0.05612959999999997,0.05917459999999997,0.6101003789335864,10,0.0,ok
zero,2005-11-30,2005-12-31,0.005207599999999991,0.00836759999999999,1.0304765616547074,10,0.0,ok
zero,2005-12-31,2006-01-31,-0.0034576999999999802,3.030000000001981e-05,0.8104729267382254,10,0.0,ok
zero,2006-01-31,2006-02-28,0.0019732,0.005295200000000001,0.6208628078569219,10,0.0,ok
zero,2006-02-28,2006-03-31,-0.009315700000000008,-0.0056737000000000115,0.21659966147257045,10,0.0,ok
zero,2006-03-31,2006-04-30,0.0031207999999999974,0.00667980000000001,0.42021648225537234,10,0.0,ok
zero,2006-04-30,2006-05-31,0.005828199999999981,0.010023199999999982,1.0163877729542206,10,0.0,ok
zero,2006-05-31,2006-06-30,-0.009696599999999991,-0.0057265999999999906,0.6162903980819451,10,0.0,ok
zero,2006-06-30,2006-07-31,0.0074646,0.011440599999999992,0.807286366104132,10,0.0,ok
zero,2006-07-31,2006-08-31,0.026446499999999963,0.03072949999999996,0.8182282577938833,10,0.0,ok
zero,2006-08-31,2006-09-30,0.006977237380800011,0.011024237380800021,0.6112071110800652,10,0.0,ok
zero,2006-09-30,2006-10-31,0.04848469999999999,0.052153099999999994,0.41706545626377656,10,0.1,ok
zero,2006-10-31,2006-11-30,0.006600000000000001,0.010842999999999981,0.43400218086132136,10,0.0,ok
zero,2006-11-30,2006-12-31,0.01655879999999996,0.02059479999999995,0.41523302827442055,10,0.0,ok
zero,2006-12-31,2007-01-31,0.02903669999999998,0.03336469999999996,0.41664115866551543,10,0.0,ok
zero,2007-01-31,2007-02-28,-0.02421199999999998,-0.020374999999999987,0.6214421491270217,10,0.0,ok
zero,2007-02-28,2007-03-31,0.01217979999999998,0.01643679999999998,0.40733729743524305,10,0.0,ok
zero,2007-03-31,2007-04-30,0.0336034,0.0379514,0.21133260818577215,10,0.0,ok
zero,2007-04-30,2007-05-31,0.00630389999999999,0.010349899999999983,0.4389786265522644,10,0.0,ok
zero,2007-05-31,2007-06-30,-0.02152099999999994,-0.01760299999999994,0.41185048862775164,10,0.0,ok
zero,2007-06-30,2007-07-31,-0.049163499999999964,-0.045201499999999964,0.4019090042009493,10,0.0,ok
zero,2007-07-31,2007-08-31,0.03400219999999996,0.03820719999999996,0.6277184138852334,10,0.0,ok
zero,2007-08-31,2007-09-30,0.01427429999999998,0.01762129999999997,0.6229329174369047,10,0.0,ok
zero,2007-09-30,2007-10-31,0.025543599999999993,0.02875559999999998,0.8182399680509832,10,0.0,ok
zero,2007-10-31,2007-11-30,0.00427309999999999,0.007668099999999994,0.8553378858885434,10,0.0,ok
zero,2007-11-30,2007-12-31,0.00740989999999999,0.010330899999999973,1.2179761967258862,10,0.0,ok
zero,2007-12-31,2008-01-31,-0.0357973,-0.0333673,0.408258205306796,10,0.0,ok
zero,2008-01-31,2008-02-29,-0.027064699999999952,-0.025739699999999952,0.6268265702163811,10,0.0,ok
zero,2008-02-29,2008-03-31,-0.04166979999999999,-0.03980079999999999,0.40167160665378643,10,0.0,ok
zero,2008-03-31,2008-04-30,0.0566212,0.05764620000000001,0.22930408606880742,10,0.0,ok
zero,2008-04-30,2008-05-31,-0.0008716000000000201,7.439999999999097e-05,1.0338397849866998,10,0.0,ok
zero,2008-05-31,2008-06-30,-0.10342959999999995,-0.10167959999999995,0.4251091718776123,10,0.0,ok
zero,2008-06-30,2008-07-31,0.03324320000000001,0.034683200000000004,0.41828968817807105,10,0.0,ok
zero,2008-07-31,2008-08-31,-0.02607190000000002,-0.024789900000000024,0.4755937662851779,10,0.0,ok
zero,2008-08-31,2008-09-30,0.0146102,0.01614020000000002,0.2633667145161848,10,0.0,ok
zero,2008-09-30,2008-10-31,-0.11678859999999995,-0.11599659999999995,0.46930441291467456,10,0.0,ok
zero,2008-10-31,2008-11-30,-0.14974999999999997,-0.14952199999999996,0.4621297610393806,10,0.0,ok
zero,2008-11-30,2008-12-31,0.009578900000000029,0.00960790000000003,0.4652273192251887,10,0.0,ok
zero,2008-12-31,2009-01-31,-0.04660789999999999,-0.0465849,0.2589231522455401,10,0.0,ok
zero,2009-01-31,2009-02-28,-0.10435329999999994,-0.10420629999999993,0.473335444341085,10,0.0,ok
zero,2009-02-28,2009-03-31,0.11929660000000003,0.11945560000000002,0.26150043252146116,10,0.0,ok
zero,2009-03-31,2009-04-30,0.07837580000000001,0.0785008,0.2796063014915464,10,0.0,ok
zero,2009-04-30,2009-05-31,0.051832599999999965,0.05184959999999996,0.3005646356497835,10,0.0,ok
zero,2009-05-31,2009-06-30,-0.0028055,-0.0027305000000000003,0.6831046567874343,10,0.0,ok
zero,2009-06-30,2009-07-31,0.09230919999999998,0.09242819999999997,0.22065560011611707,10,0.0,ok
zero,2009-07-31,2009-08-31,0.01647769999999997,0.01659369999999997,0.26120387591605565,10,0.0,ok
zero,2009-08-31,2009-09-30,0.04530899999999998,0.04538799999999997,0.2172960151140028,10,0.0,ok
zero,2009-09-30,2009-10-31,-0.0007854999999999912,-0.0007454999999999892,0.45462985991804,10,0.0,ok
zero,2009-10-31,2009-11-30,0.043630999999999955,0.04363499999999995,0.21931810164477616,10,0.0,ok
zero,2009-11-30,2009-12-31,0.019392100000000002,0.019454100000000002,0.027543729368984346,10,0.0,ok
zero,2009-12-31,2010-01-31,-0.0016533000000000088,-0.0016253000000000057,0.03806596098833677,10,0.0,ok
zero,2010-01-31,2010-02-28,0.03194289999999998,0.03195289999999998,0.26604564398516917,10,0.0,ok
zero,2010-02-28,2010-03-31,0.04720629999999995,0.04727429999999995,0.028619833327664435,10,0.0,ok
zero,2010-03-31,2010-04-30,0.01686720000000001,0.01697820000000001,0.42270303014215094,10,0.0,ok
zero,2010-04-30,2010-05-31,-0.060839299999999985,-0.060727299999999984,0.43409485080407817,10,0.0,ok
zero,2010-05-31,2010-06-30,-0.0082771,-0.008150100000000002,0.02593223458959261,10,0.0,ok
zero,2010-06-30,2010-07-31,0.019483799999999964,0.01962579999999997,0.25494351514276503,10,0.0,ok
zero,2010-07-31,2010-08-31,-0.015237500000000043,-0.01511150000000004,0.6242811039108661,10,0.0,ok
zero,2010-08-31,2010-09-30,0.06633149999999996,0.06645649999999997,0.44838892930519547,10,0.0,ok
zero,2010-09-30,2010-10-31,0.0180919,0.018203900000000002,0.4353606546539873,10,0.0,ok
zero,2010-10-31,2010-11-30,0.00405570000000001,0.004169700000000009,0.4387490953432805,10,0.0,ok
zero,2010-11-30,2010-12-31,0.045113699999999965,0.045253699999999966,0.02826996273637812,10,0.0,ok
zero,2010-12-31,2011-01-31,0.013336299999999962,0.013402299999999959,0.6266991257720494,10,0.0,ok
zero,2011-01-31,2011-02-28,0.04831599999999997,0.04843799999999996,0.40264724088350706,10,0.0,ok
zero,2011-02-28,2011-03-31,-0.0033426999999999697,-0.003275699999999971,0.40775782640461333,10,0.0,ok
zero,2011-03-31,2011-04-30,0.021277699999999993,0.02133069999999999,0.42113894484161774,10,0.0,ok
zero,2011-04-30,2011-05-31,-0.02214779999999998,-0.022134799999999982,0.6251468402937462,10,0.0,ok
zero,2011-05-31,2011-06-30,-0.00730890515999997,-0.0072739051599999705,0.4205684382673604,10,0.0,ok
zero,2011-06-30,2011-07-31,-0.00680889999999999,-0.00683409999999999,0.01670055411877948,10,0.1,ok
zero,2011-07-31,2011-08-31,-0.00771889999999998,-0.007635899999999982,0.6226378090508343,10,0.0,ok
zero,2011-08-31,2011-09-30,-0.051112099999999966,-0.05111309999999997,0.6269772757801295,10,0.0,ok
zero,2011-09-30,2011-10-31,0.07593549999999995,0.07594949999999995,0.44444930159748236,10,0.0,ok
zero,2011-10-31,2011-11-30,0.01063389999999995,0.01063789999999996,0.43351495585991723,10,0.0,ok
zero,2011-11-30,2011-12-31,0.00968690000000002,0.00968690000000002,0.4190576466605894,10,0.0,ok
zero,2011-12-31,2012-01-31,0.0007790000000000103,0.0007770000000000205,0.4230938125472362,10,0.0,ok
zero,2012-01-31,2012-02-29,0.01891189999999999,0.018942899999999988,0.6109532892942184,10,0.0,ok
zero,2012-02-29,2012-03-31,0.02866559999999997,0.028711599999999973,0.42909103149940986,10,0.0,ok
zero,2012-03-31,2012-04-30,0.01167470000000002,0.01170370000000002,0.4243224242829574,10,0.0,ok
zero,2012-04-30,2012-05-31,-0.01267519999999997,-0.01261019999999998,0.611712342259893,10,0.0,ok
zero,2012-05-31,2012-06-30,0.04796889999999993,0.04799089999999994,0.4153161395833742,10,0.0,ok
zero,2012-06-30,2012-07-31,0.0038641999999999913,0.0038961999999999903,0.41202615404389487,10,0.0,ok
zero,2012-07-31,2012-08-31,0.00054900000000001,0.0005989999999999988,0.22517742372169555,10,0.0,ok
zero,2012-08-31,2012-09-30,0.02259459999999994,0.02266159999999993,0.4184731345923791,10,0.0,ok
zero,2012-09-30,2012-10-31,-0.02351810000000001,-0.02348110000000001,0.4131699479084773,10,0.0,ok
zero,2012-10-31,2012-11-30,0.007116600000000041,0.007201600000000041,0.8001220457689043,10,0.0,ok
zero,2012-11-30,2012-12-31,-0.01355449999999999,-0.013451499999999991,0.6107132077629741,10,0.0,ok
zero,2012-12-31,2013-01-31,0.0538285,0.05385050000000001,0.807869151896739,10,0.0,ok
zero,2013-01-31,2013-02-28,0.01823219999999998,0.01828619999999998,0.8006529389130622,10,0.0,ok
zero,2013-02-28,2013-03-31,0.03572219999999999,0.035763199999999995,0.8113057409596635,10,0.0,ok
zero,2013-03-31,2013-04-30,0.010743699999999991,0.01078069999999999,0.8213376184826803,10,0.0,ok
zero,2013-04-30,2013-05-31,0.02809009999999996,0.02810209999999997,0.6211678161247044,10,0.0,ok
zero,2013-05-31,2013-06-30,-0.00174499999999999,-0.00173199999999999,0.22084664548394567,10,0.0,ok
zero,2013-06-30,2013-07-31,0.03754069999999997,0.03754969999999997,0.41804665680959424,10,0.0,ok
zero,2013-07-31,2013-08-31,-0.04278759999999995,-0.04277859999999995,0.42749159871570486,10,0.0,ok
zero,2013-08-31,2013-09-30,0.05427699999999999,0.05428499999999998,0.4089267122527767,10,0.0,ok
zero,2013-09-30,2013-10-31,0.05111169999999996,0.05112869999999997,0.02512242894473507,10,0.0,ok
zero,2013-10-31,2013-11-30,0.05981869999999994,0.059850699999999944,0.24382378675418148,10,0.0,ok
zero,2013-11-30,2013-12-31,0.02438610000000001,0.0244091,0.22444951916340666,10,0.0,ok
zero,2013-12-31,2014-01-31,-0.02691979999999997,-0.026907799999999992,0.2217247972514106,10,0.0,ok
zero,2014-01-31,2014-02-28,0.051896599999999966,0.05194159999999998,0.4396276940663999,10,0.0,ok
zero,2014-02-28,2014-03-31,-0.01670459999999997,-0.016676599999999972,0.440983567909093,10,0.0,ok
zero,2014-03-31,2014-04-30,-0.03877930000000001,-0.038764300000000015,0.4223277916502343,10,0.0,ok
zero,2014-04-30,2014-05-31,0.030098999999999963,0.030106999999999964,0.4138639877815607,10,0.0,ok
zero,2014-05-31,2014-06-30,0.01522279999999998,0.01524279999999998,0.21896346690198198,10,0.0,ok
zero,2014-06-30,2014-07-31,-0.0160706,-0.0160576,0.42391093046904643,10,0.0,ok
zero,2014-07-31,2014-08-31,0.04737499999999998,0.04737799999999998,0.6103784123948719,10,0.0,ok
zero,2014-08-31,2014-09-30,-0.008830300000000022,-0.00882630000000002,0.4223733933689652,10,0.0,ok
zero,2014-09-30,2014-10-31,0.05517739999999996,0.05518939999999996,0.418740630426332,10,0.0,ok
zero,2014-10-31,2014-11-30,0.048139399999999964,0.04813839999999996,0.23412619573320204,10,0.0,ok
zero,2014-11-30,2014-12-31,0.01645150000000003,0.01645650000000003,0.42536890166413144,10,0.0,ok
zero,2014-12-31,2015-01-31,-0.03171579999999997,-0.031702799999999975,0.642937400665941,10,0.0,ok
zero,2015-01-31,2015-02-28,0.054249599999999974,0.054228599999999974,0.6174955788367456,10,0.0,ok
zero,2015-02-28,2015-03-31,-0.004997099999999969,-0.005005099999999971,0.2240921181610895,10,0.0,ok
zero,2015-03-31,2015-04-30,-0.02153279999999996,-0.021503799999999962,0.6168002067146274,10,0.0,ok
zero,2015-04-30,2015-05-31,0.006607300000000001,0.0066023,0.6222213228830117,10,0.0,ok
zero,2015-05-31,2015-06-30,-0.01021859999999998,-0.01021459999999998,0.417080270927257,10,0.0,ok
zero,2015-06-30,2015-07-31,0.038436500000000026,0.03839950000000001,0.2196926727753309,10,0.0,ok
zero,2015-07-31,2015-08-31,-0.04133199999999995,-0.04130499999999995,0.45349001034765524,10,0.0,ok
zero,2015-08-31,2015-09-30,-0.03633929999999995,-0.03634529999999995,0.21744663318365065,10,0.0,ok
zero,2015-09-30,2015-10-31,0.0832727,0.0832457,0.42652099346373756,10,0.0,ok
zero,2015-10-31,2015-11-30,-0.0011034999999999906,-0.0010834999999999896,0.43114013745911944,10,0.0,ok
zero,2015-11-30,2015-12-31,-0.04506819999999998,-0.044975499999999974,0.22165826673200412,10,0.1,ok
zero,2015-12-31,2016-01-31,-0.02798459999999998,-0.027947599999999982,0.44232132264669644,10,0.0,ok
zero,2016-01-31,2016-02-29,0.008904500000000001,0.009109500000000003,0.22356975817353056,10,0.0,ok
zero,2016-02-29,2016-03-31,0.053958299999999945,0.05414829999999994,0.23277701775674492,10,0.0,ok
zero,2016-03-31,2016-04-30,-0.025980099999999968,-0.025929099999999972,0.22893296891907905,10,0.0,ok
zero,2016-04-30,2016-05-31,0.021830799999999963,0.02194579999999996,0.4360911305326953,10,0.0,ok
zero,2016-05-31,2016-06-30,-0.02194889999999997,-0.021760899999999972,0.22219006135159028,10,0.0,ok
zero,2016-06-30,2016-07-31,0.032752300000000026,0.03292330000000002,0.2257645395691094,10,0.0,ok
zero,2016-07-31,2016-08-31,0.005070600000000029,0.005235600000000032,0.23185551144020083,10,0.0,ok
zero,2016-08-31,2016-09-30,0.01643390000000004,0.01665290000000004,0.41303523273549003,10,0.0,ok
zero,2016-09-30,2016-10-31,-0.008067499999999969,-0.00789949999999997,0.620338268842788,10,0.0,ok
zero,2016-10-31,2016-11-30,0.043428599999999984,0.043564599999999974,0.6274838083440136,10,0.0,ok
zero,2016-11-30,2016-12-31,-0.0040403,-0.0038013000000000005,0.6425616967076115,10,0.0,ok
zero,2016-12-31,2017-01-31,0.048412699999999954,0.04877069999999995,0.4145275837039338,10,0.0,ok
zero,2017-01-31,2017-02-28,0.02865259999999998,0.029016599999999983,0.6355259352687866,10,0.0,ok
zero,2017-02-28,2017-03-31,0.03106849999999998,0.03142149999999998,0.42083830328879046,10,0.0,ok
zero,2017-03-31,2017-04-30,0.02379249999999997,0.024329499999999973,0.6156031263649245,10,0.0,ok
zero,2017-04-30,2017-05-31,0.03977899999999994,0.04039299999999994,0.41607412458588766,10,0.0,ok
zero,2017-05-31,2017-06-30,-0.0054167,-0.004799700000000002,0.43662654400788936,10,0.0,ok
zero,2017-06-30,2017-07-31,0.032027299999999974,0.03274929999999997,0.20824997741660645,10,0.0,ok
zero,2017-07-31,2017-08-31,-0.013864900000000024,-0.013037900000000022,0.23016482315698494,10,0.0,ok
zero,2017-08-31,2017-09-30,0.02526509999999999,0.026209099999999992,0.6149819532077271,10,0.0,ok
zero,2017-09-30,2017-10-31,0.04276159999999998,0.04360159999999998,0.8100909648920479,10,0.0,ok
zero,2017-10-31,2017-11-30,0.01093480000000002,0.011760800000000021,0.6226041815190778,10,0.0,ok
zero,2017-11-30,2017-12-31,-0.0010914000000000002,-0.00020739999999999962,0.40702569223871893,10,0.0,ok
zero,2017-12-31,2018-01-31,0.0539168,0.0550378,0.41928143897044245,10,0.0,ok
zero,2018-01-31,2018-02-28,-0.03982319999999997,-0.038750199999999964,0.262222983858967,10,0.0,ok
zero,2018-02-28,2018-03-31,-0.00905979999999997,-0.00879879999999998,0.22906861463066108,10,0.0,ok
zero,2018-03-31,2018-04-30,0.0027949000000000003,0.0042279000000000014,0.4136754475277068,10,0.0,ok
zero,2018-04-30,2018-05-31,0.011050600000000061,0.01245160000000006,0.615160244004374,10,0.0,ok
zero,2018-05-31,2018-06-30,-0.0026380000000000106,-0.0012300000000000104,0.237925566022119,10,0.0,ok
zero,2018-06-30,2018-07-31,0.02709839999999998,0.028656399999999974,0.2193287743925027,10,0.0,ok
zero,2018-07-31,2018-08-31,0.030477999999999974,0.03205299999999996,0.25091760475120745,10,0.0,ok
zero,2018-08-31,2018-09-30,-0.01036609999999996,-0.008876099999999961,0.24150368246591986,10,0.0,ok
zero,2018-09-30,2018-10-31,-0.06848389999999997,-0.06659389999999997,0.4158873577763587,10,0.0,ok
zero,2018-10-31,2018-11-30,0.03172799999999996,0.03352299999999996,0.8112785206781915,10,0.0,ok
zero,2018-11-30,2018-12-31,-0.07271469999999995,-0.07078469999999994,0.4295403198574198,10,0.0,ok
zero,2018-12-31,2019-01-31,0.07370009999999995,0.07562009999999994,0.2233008431953284,10,0.0,ok
zero,2019-01-31,2019-02-28,-0.0011126000000000204,0.0006963999999999703,0.2233936312644214,10,0.0,ok
zero,2019-02-28,2019-03-31,0.03227029999999999,0.034205299999999994,0.424195390330174,10,0.0,ok
zero,2019-03-31,2019-04-30,0.05235969999999996,0.054484699999999976,0.2318831280404384,10,0.0,ok
zero,2019-04-30,2019-05-31,-0.05538739999999996,-0.05340439999999996,0.44081900856408823,10,0.0,ok
zero,2019-05-31,2019-06-30,0.06530459999999993,0.06715759999999993,0.6331481363319247,10,0.0,ok
zero,2019-06-30,2019-07-31,0.009632800000000032,0.011415800000000031,0.2243023898250831,10,0.0,ok
zero,2019-07-31,2019-08-31,0.02569509999999995,0.02760309999999995,0.4221125673536047,10,0.0,ok
zero,2019-08-31,2019-09-30,0.01018749999999999,0.01197449999999999,0.22962184524355758,10,0.0,ok
zero,2019-09-30,2019-10-31,0.01194029999999999,0.01347129999999999,0.41708056872974564,10,0.0,ok
zero,2019-10-31,2019-11-30,0.017618999999999982,0.01881599999999998,0.42111513172597986,10,0.0,ok
zero,2019-11-30,2019-12-31,0.01654939999999996,0.01798039999999996,0.43682097650606194,10,0.0,ok
zero,2019-12-31,2020-01-31,0.003303999999999989,0.0044679999999999885,0.41979055785356967,10,0.0,ok
zero,2020-01-31,2020-02-29,-0.06832909999999995,-0.06712109999999995,0.6342844172238439,10,0.0,ok
zero,2020-02-29,2020-03-31,-0.15219209999999994,-0.15092409999999995,0.6127589551012462,10,0.0,ok
zero,2020-03-31,2020-04-30,0.11973659999999997,0.11973959999999997,0.6540846112815121,10,0.0,ok
zero,2020-04-30,2020-05-31,0.01591136223679998,0.01597036223679999,0.8629348823601488,10,0.0,ok
zero,2020-05-31,2020-06-30,0.005185400000000001,0.005296400000000001,1.024156107994536,10,0.0,ok
zero,2020-06-30,2020-07-31,0.07461819999999995,0.07471419999999995,0.4405999663382859,10,0.0,ok
zero,2020-07-31,2020-08-31,0.07186039999999996,0.07193939999999996,0.8431784747982302,10,0.0,ok
zero,2020-08-31,2020-09-30,-0.046251799999999996,-0.04617579999999999,0.22602848631181952,10,0.0,ok
zero,2020-09-30,2020-10-31,0.0154613,0.01553429999999999,0.6323369023348328,10,0.0,ok
zero,2020-10-31,2020-11-30,0.08082019999999998,0.08088619999999998,0.4655734621666644,10,0.0,ok
zero,2020-11-30,2020-12-31,0.015230299999999992,0.015290299999999991,0.653103980789097,10,0.0,ok
zero,2020-12-31,2021-01-31,-0.012696200000000001,-0.012650200000000002,0.6078594073044922,10,0.0,ok
zero,2021-01-31,2021-02-28,0.01940729999999999,0.019452299999999992,0.6285352567043616,10,0.0,ok
zero,2021-02-28,2021-03-31,0.010647399999999979,0.01067439999999998,0.4455168917662945,10,0.0,ok
