case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,cash_months,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.09790027396815734,0.09009124767478993,7.957376722324529,0.15034500217866134,0.6511707908442363,-0.4375537491602661,185,2009-08-31,2024-12-31,0.009980738406521,0.015690212228716527,0.63611239038909,0.5247031701927705,1.0,4,0.46151698765355215,0.0,0,0.1
zero_cost_5,False,zero,5.0,305,0.09513117204223603,0.08709500112765856,7.352162304689536,0.1503463912700458,0.6327466275619843,-0.4394353940211051,185,2009-08-31,2024-12-31,0.007648756519854693,0.01572481413127056,0.4864131592273819,0.6266742624193391,1.0,4,0.46151698765355215,0.002769101925921313,0,0.1
zero_cost_10,True,zero,10.0,305,0.09236207011631473,0.08410614489614532,6.787685501006793,0.15034878012272754,0.6143187197190486,-0.4413112645937046,185,2009-08-31,2024-12-31,0.00597008918308008,0.01569402540917422,0.3804052196570396,0.7036446406222473,1.0,4,0.46151698765355215,0.005538203851842626,0,0.1
zero_cost_25,False,zero,25.0,305,0.08405476433855079,0.07518375598795202,5.312263922705537,0.1503619446723381,0.5590162093322156,-0.4469100670548888,185,2009-08-31,2024-12-31,0.0005164924635792485,0.016140904491071584,0.03199897898317586,0.9744728651352016,1.0,4,0.46151698765355215,0.013845509629606564,0,0.1
zero_cost_50,False,zero,50.0,305,0.07020925470894422,0.060459405812924416,3.446043747401678,0.15040387244767525,0.4668048339870348,-0.46279107107738193,185,2009-08-31,2024-12-31,-0.013685902301711086,0.016316043144740926,-0.8388003255631497,0.40158136799999167,1.0,4,0.46151698765355215,0.027691019259213127,0,0.1
adverse_100_cost_10,False,adverse_100,10.0,305,0.07269697766926388,0.06209328082031007,3.6234657263438486,0.1562888441026635,0.465145020981219,-0.44131126459370473,185,2009-08-31,2024-12-31,0.004856898951562119,0.019397995239298433,0.25038149002751164,0.8022923426482281,1.0,4,0.4609304292793749,0.0055311651513524985,0,0.1
