source_id,ref_kind,ref_name,object_id,object_type,creator_time,paper_result_credit
backend,remote_branch,ray-0621_update-240621,e6b7de73494c353fb18ee145767b12fc2b504013,commit,2024-06-21T03:53:17Z,False
backend,remote_branch,ray-0621b_update-240621b,0ef8b87d74a339a62c2a6e53e2ff6819b7443454,commit,2024-06-21T05:56:35Z,False
backend,remote_branch,ray-0704_onchain-240704,3ed7da5a2940ec5f19f02f441b0c6eb796ba8824,commit,2024-07-11T09:50:29Z,False
backend,remote_branch,ray-0721_gemini-240721,37cd21bd01d8d7797d6f7fcad9bba0ef19c5d25b,commit,2024-07-25T01:41:58Z,False
backend,remote_branch,ray-0726_has_pdf-240726,6e7ac6defbf3265398886fd9f2d698eed8fe0add,commit,2024-07-26T01:16:37Z,False
backend,remote_branch,ray-0728_onchain-240728,7dfe1316c9b7b2e80b840c66b7a8dc0979a3bcae,commit,2024-07-31T15:42:40+08:00,False
backend,remote_branch,ray-0808_image-240808,26c0b900366d9b0780dbbb4897c9f5bdaf99d953,commit,2024-08-08T08:43:18Z,False
backend,remote_branch,ray-0812_addr_func-240812,ce9fb3e1c743f6d571d4a0afa19b4662480bc038,commit,2024-08-13T07:45:07Z,False
backend,remote_branch,ray-fix_agent_tool-240120,58adcde877bc51ac402d3c17280d6126fe5a91af,commit,2024-01-25T06:24:53Z,False
backend,remote_branch,ray-fix_openai_timeout-240110,9f59e47b0ca06a6c800662b7e1588e1339d96b62,commit,2024-01-10T12:19:31+08:00,False
backend,remote_branch,ray-fix_qa-240118,1088df8a25ac5b3e0fe071ff9cf481ca1fa53315,commit,2024-01-18T09:13:40Z,False
backend,remote_branch,ray-fix_test-240224,ef2469eaf8ced7d947ed9cd6fb0a76e2191fcbc7,commit,2024-02-24T07:35:42Z,False
backend,remote_branch,ray-fixass-231122,50a980cf7759b76ba3ba761fa2a954c2a58445f8,commit,2023-11-22T06:44:03Z,False
backend,remote_branch,ray-fixassapi-231121,3a3c1b848a47dc4a67e7c7c87f7c945a996cb95a,commit,2023-11-21T09:33:18Z,False
backend,remote_branch,ray-hotfix_nft_format-240118,f94a253f86e25274d6600d3445e190ada073e4f3,commit,2024-01-18T11:29:46Z,False
backend,remote_branch,ray-hotfix_timeout-240113,684866da33387e2ff29dbe4d613fe7b7d789abff,commit,2024-01-16T08:29:09Z,False
backend,remote_branch,ray-oneshot-231219,0853fb01a71dbc5aa797ce040ccf1698402db9cd,commit,2023-12-28T16:28:56+08:00,False
backend,remote_branch,ray-oneshot-240129,fcc340f5e5bf807f3a912fa73c61956cc1377ecd,commit,2024-01-30T05:38:12Z,False
backend,remote_branch,ray-printerr-231129,e172da26a3900f51efc17e77105d9d2fdb79fb02,commit,2023-11-29T02:10:06Z,False
backend,remote_branch,ray-prompt_test_api-240104,6fc2597dedd07a7db9e493b29a163a76aaa0e491,commit,2024-01-04T11:13:58Z,False
backend,remote_branch,ray-readme_update-240710,3b281e63bb8f8582db8d72414e926a4c00b18728,commit,2024-07-11T04:38:31Z,False
backend,remote_branch,ray-refactor_gpt_api-240103,e55feada8c30b308a01af4b77633f6331f20ae90,commit,2024-01-05T15:45:09+08:00,False
backend,remote_branch,ray-smallfix-231106,83885d662f711469c8ccb41ef6b4555bbaecdbda,commit,2023-11-06T17:09:30+08:00,False
backend,remote_branch,ray-smallfix-231120,407ea7395e1f9585e3e355dc1702dee2fb8dcc4c,commit,2023-11-21T03:48:42Z,False
backend,remote_branch,ray-static-231117,e8c3a7981a3613353d5cf049258be7f5ad85e688,commit,2023-11-17T08:56:40Z,False
backend,remote_branch,ray-voicefix-231205,02f22e9bf4ba6d85dc489d3f3d2ae74a6096980d,commit,2023-12-05T12:20:50Z,False
backend,remote_branch,speak-dev-20240611,52dddef2ca4030b4f12bffc017c789707bfe8720,commit,2024-06-27T09:29:11Z,False
backend,remote_branch,speak-dev-240102,f307512e7a084f2b72405c9a4a0e15af8e3ca15b,commit,2024-05-20T10:32:38+08:00,False
backend,remote_branch,speak-dev-240715,abce91540524346ed252dca7c5f66f62bf066c07,commit,2024-07-17T07:56:38Z,False
backend,remote_branch,speak-rag-240520,365a117c445781cbf1d174c1648fcc9a23d5d25f,commit,2024-06-05T07:54:54Z,False
backend,remote_branch,swft_bot,5591d008a28fb777e5dfbf2d18af675768139d21,commit,2024-09-23T09:15:15Z,False
backend,remote_branch,swftgpt,55f3d679db76ea7bf1dadfc20a089b1967070d9f,commit,2024-12-26T09:37:39Z,False
backend,remote_branch,test,3f76de1fe4d8d423f7d4e46e45f19f5bd43992ec,commit,2026-05-25T12:42:14+08:00,False
backend,remote_branch,test_merge_0523,75ec940efa9d426e3a27ae4132c77fb0d6ddac74,commit,2024-05-23T18:25:29+08:00,False
backend,remote_branch,tw_test,b50f5d2725470b7595a879697ebfc46b9187e333,commit,2024-05-06T17:38:45+08:00,False
backend,remote_branch,uxuy-api-key-250826,47ac90c0dda9cf01864add6466a03662bfffc4d3,commit,2025-08-28T13:43:02+08:00,False
backend,remote_branch,vision-240228,abadb4cf4330816b8bcbcdf537e576e181bfe867,commit,2024-03-14T18:29:54+08:00,False
backend,remote_branch,wallet_address_2_qrcode-240326,54900fe516d76a3dfcbaf16b129d595626301af0,commit,2024-03-28T11:50:55+08:00,False
backend,remote_branch,wayne-250401-multimsg,e3d20d1514e7e7b4fef4ca014ac7218ab0676ed6,commit,2025-04-03T16:28:40+08:00,False
backend,remote_branch,wayne-agent_pay-240617,f1a4451d2c0d4ca6cabaf29e9a9d61fa3884843f,commit,2024-06-19T23:06:14+08:00,False
backend,remote_branch,wayne-airdrop-240611,788440920af036b62f69d7e59a672f697e0a23e0,commit,2024-06-13T15:36:37+08:00,False
backend,remote_branch,wayne-aiwallet_withdraw-240520,51307ea7e7492f82a623fe1c14e7b1ea93c02aa6,commit,2024-05-23T16:17:01+08:00,False
backend,remote_branch,wayne-article_quote-240528,e3e91e2a5af187625e84eecef318e81bc604e3c8,commit,2024-05-29T19:03:13+08:00,False
backend,remote_branch,wayne-centralized_account-240415,2f9d874658be8a736075c3ab3d36f989e092cfc6,commit,2024-05-09T15:24:23+08:00,False
backend,remote_branch,wayne-login_insight-240408,4dfe0cb59cf275bb61cdbf90f6f7c49d4ba9d800,commit,2024-04-10T16:40:05+08:00,False
backend,remote_branch,wayne-points_system-240719,57d488572d318bd3ffbfc07161b752421af1d3cd,commit,2025-04-29T06:39:28+08:00,False
backend,remote_branch,wayne-rag_optimism-240203,c0e0c44a9bee2c0eaa3d7c70655d2649db107ec0,commit,2024-02-20T10:12:33+08:00,False
backend,remote_branch,wayne-rag_optimism_plan2-240220,792fa9a9c080ad0e229e79f480c8857a386ca74d,commit,2024-02-23T17:29:33+08:00,False
backend,remote_branch,wayne-trans_agent_rag_op-240325,a5721fdd59d5efec7b7652d40b33971134afc260,commit,2024-03-28T15:17:04+08:00,False
backend,remote_branch,wayne-wallet-0110,f6e5b8cbd78f81696fe1a1501736c47da5d9874d,commit,2024-01-17T10:12:35Z,False
backend,remote_branch,wayne-web_search_func-240401,c53f790da7b9010b215c588098e7f25c8ad39c3c,commit,2024-04-02T19:30:04+08:00,False
backend,remote_branch,wjh-Voice-interface-231120,e00e6b7fb34f5b1db9b969d1f2fdbec3af886822,commit,2023-12-05T03:40:53Z,False
backend,remote_branch,wjh-agent-navigation-040312,2eb0704e6af2ba1e457f76ff936f569abeb8c3b6,commit,2024-03-14T16:46:18+08:00,False
backend,remote_branch,wjh-aisearchupdate-20250626,e68b5dd9faf6aaa1681e8e0f57b75c0179aed3f4,commit,2025-06-26T02:16:11Z,False
backend,remote_branch,wjh-cointoolsdata-20240611,0c3800baa0e2ff89b4dde883156eefb5bed8582b,commit,2024-06-12T14:31:16+08:00,False
backend,remote_branch,wjh-fix-voice-history-231205,e0697bdd430a5f8516db9573f4ce956ad13f7d7c,commit,2023-12-06T04:07:51Z,False
backend,remote_branch,wjh-plus-feature-management-231218,bffb32161313d2221d05de35466d2716484bca09,commit,2023-12-18T06:23:44Z,False
backend,remote_branch,wjh-prompt-update-20241120,acc794eb746f360868ce198e31baa24619c34cbe,commit,2024-11-21T22:07:16Z,False
backend,remote_branch,wjh-prompt-update-20241207,9b2840f3bcfa4ea5aae8206747839ff80b994a77,commit,2024-12-07T21:17:25Z,False
backend,remote_branch,wjh-readme-update-240208,cf5a69e4db5985fc161898d56e14fa6f7ccadd7b,commit,2024-02-08T06:23:44Z,False
backend,remote_branch,wjh-safety-checker-20241118,bb314e2cc2ffe231a2e07e4aa906bfa60b9c899a,commit,2024-11-20T00:13:02Z,False
backend,remote_branch,wjh-safety-checker-20241202,6d4905df3f6dd5ec6bad1cc69c5fca54cb7ef5e9,commit,2024-12-02T21:10:35Z,False
backend,remote_branch,wjh-safety-checker-20241211,238abc3697c2076d49dd534212b999dc1d944aa1,commit,2024-12-11T20:13:47Z,False
backend,remote_branch,wjh-safety-checker-20241212,c43fda82a8effb2ebec19ce161bad9e77b9f9b1d,commit,2024-12-12T16:47:12Z,False
backend,remote_branch,wjh-safety-checker-20241216,c7231c84da200b773cb391655f5029ee2efe39a7,commit,2024-12-17T01:14:24Z,False
backend,remote_branch,zgc-test-240402,3f76de1fe4d8d423f7d4e46e45f19f5bd43992ec,commit,2026-05-25T12:42:14+08:00,False
backend,tag,v0.0.1,461272f00b380c5fbd9a145b18200c31aa2688aa,commit,2023-11-08T03:15:45Z,False
backend,tag,v0.0.2,553393c6e3d24823a03bbeda4267c87364c76dae,commit,2024-01-11T20:45:25+08:00,False
