source_id,ref_kind,ref_name,object_id,object_type,creator_time,paper_result_credit
frontend,remote_branch,main,f7819f3537808d398f6c3da37e43b51ecebdbd42,commit,2023-09-19T01:55:41-05:00,False
backend,remote_branch,add_ranking_types_250909,27b905821dd8d81afefbe1b188c9e699fd7cb16d,commit,2025-09-11T14:58:22+08:00,False
backend,remote_branch,auto_model,6c578f5d187e7d748d53d0b651dc48bbf76a1f5a,commit,2024-08-25T09:25:53+08:00,False
backend,remote_branch,dev,b1443a52786e8900469ff8c909bd467e9d0145a9,commit,2026-06-18T19:34:33+08:00,False
backend,remote_branch,email_notic,b7e046337aa8759bbc1b6b4a8c3dea3449684ed9,commit,2024-10-31T09:38:04Z,False
backend,remote_branch,feature_ip,4d78fbda420c2937679025f49bc8038d8c7f2513,commit,2025-10-13T23:59:59+08:00,False
backend,remote_branch,fix-main-ai-analysis-bug,f437215b075c579b54b98c15e421316075adc63a,commit,2024-05-22T20:44:51+08:00,False
backend,remote_branch,hanwu-readme_en-create,9668659f609fd69699efb6b8bc50b1e76a11fd4a,commit,2023-11-02T10:19:28Z,False
backend,remote_branch,holynull-voice-ass-231121,921ea05cd6e5688a8c831466b62aa8a530eed51a,commit,2023-11-21T14:58:53+08:00,False
backend,remote_branch,hot_fix_claude_cache_function_bug_241009,85275bfb54c62539a3b82e5277a05961028c2ccd,commit,2024-10-09T14:19:41Z,False
backend,remote_branch,hot_fix_share_message_chat_record_241203,4157d0f49a3ed1fe650be580a2cb7808b7222021,commit,2024-12-03T03:15:22Z,False
backend,remote_branch,hotfix-20241226,37d90648bfaf316926b45a19ec5f2e893cf37156,commit,2024-12-26T12:05:32+08:00,False
backend,remote_branch,hotfix-240622,7de1ff572ead8c4d0b4209bcf83f78816c480ea6,commit,2024-06-24T08:37:47Z,False
backend,remote_branch,hotfix-swap_network_issue-240419,61e4e9c9e23540b1eb5e37fcdffc8948f2ff5298,commit,2024-04-19T10:21:04+08:00,False
backend,remote_branch,leo-graph-rag,0767300e29746b2510a803370a6b50d0fcfa72a7,commit,2024-09-12T16:40:01+08:00,False
backend,remote_branch,llm-example,29fa1854117399f52840244ff91f317a88ea38e8,commit,2024-04-09T11:45:38+08:00,False
backend,remote_branch,lyn-test-240226,df25054ae779aeab450c6efedbc6bfe14b073547,commit,2025-12-08T09:19:40Z,False
backend,remote_branch,main,3f76de1fe4d8d423f7d4e46e45f19f5bd43992ec,commit,2026-05-25T12:42:14+08:00,False
backend,remote_branch,rag-google-search-240325,e9d470500a936075aa2bd57943c0cd1e7d485b5d,commit,2024-03-28T14:39:49+08:00,False
backend,remote_branch,rag-tool-240111,e5e15ac561afe989f3ab02a78eac07eb7a12bcce,commit,2024-02-01T16:30:41+08:00,False
backend,remote_branch,rag-tool-240111-zgc,64f2cd81541eb79379b15e2957c4439ee3045edf,commit,2024-01-30T07:57:12Z,False
backend,remote_branch,ray-0309_refactor-240309,faa3224ac0726927192d7fe10b29b747eaa9eb5d,commit,2024-03-09T14:30:43+08:00,False
backend,remote_branch,ray-0323_claude-240323,1a5a967fd729f528b4a8c2649f55e77d669ab9b8,commit,2024-03-26T10:06:46+08:00,False
backend,remote_branch,ray-0327_inspect-240327,5f5636be4b7e40e69806e6151a902f1131c4d30b,commit,2024-03-27T18:09:30+08:00,False
backend,remote_branch,ray-0329_fix_aiocache-240329,8e6b17f5ee5e384f54ba91a78ae2b5c9208032a8,commit,2024-03-29T18:10:20+08:00,False
backend,remote_branch,ray-0415_update_gptstream_router-240415,834bca7c5f3522847b6b2d5a30d79796ba748018,commit,2024-04-16T09:04:47+08:00,False
backend,remote_branch,ray-0419_tool_agent-240419,e2dfe5e2e05bb13717dc516387b9dc57dced3cc5,commit,2024-04-29T10:40:05+08:00,False
backend,remote_branch,ray-0429_hotfix_log-240429,41ddba0f14d9abe631cfceb3def2919362748b46,commit,2024-04-29T10:13:06+08:00,False
backend,remote_branch,ray-0507_autogen-240507,7bb6dbf924319d9694bdc03d8cf8a7fcdbcd6b5a,commit,2024-05-10T11:09:01+08:00,False
backend,remote_branch,ray-0511_refactor_vdb-240511,ff8b13d04246d1536235dd73a71da8b8c1b97244,commit,2024-05-13T19:13:41+08:00,False
backend,remote_branch,ray-0522_tool_agent-240522,94b9e0ba118edafbb44a3a1a86bff3f53ec5b0e6,commit,2024-05-24T10:09:29+08:00,False
backend,remote_branch,ray-0527_pic-240527,1a73780ceb9e002e8d20430ccf690ebe19ca2828,commit,2024-05-28T17:15:27+08:00,False
backend,remote_branch,ray-0611_deepbricks-240611,46315f538cfed3cf4c52123b1120e25f246b616c,commit,2024-06-12T06:28:26Z,False
