canonical_work_id,paper_version,paper_table,cohort,method_or_row,metric,paper_value,unit,cell_kind,primary_source_value_verified,native_reproduced_value,absolute_difference,status,paper_result_credit
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Mean,sentiment_full,0.31,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Mean,sentiment_basic,0.36,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Mean,reported_difference,0.24,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Std. Dev.,sentiment_full,0.28,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Std. Dev.,sentiment_basic,0.4,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Std. Dev.,reported_difference,0.17,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Minimum,sentiment_full,-0.61,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Minimum,sentiment_basic,-0.85,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Minimum,reported_difference,0.0,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,25th Percentile,sentiment_full,0.12,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,25th Percentile,sentiment_basic,0.08,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,25th Percentile,reported_difference,0.1,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Median,sentiment_full,0.37,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Median,sentiment_basic,0.44,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Median,reported_difference,0.21,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,75th Percentile,sentiment_full,0.53,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,75th Percentile,sentiment_basic,0.72,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,75th Percentile,reported_difference,0.33,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Maximum,sentiment_full,0.88,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Maximum,sentiment_basic,1.0,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Sentiment statistics,stocks_and_dates_unspecified,Maximum,reported_difference,0.96,sentiment_score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,HyDE,recall,0.77,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,HyDE,precision,1.0,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,HyDE,relevancy,0.76,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,HyDE,faithfulness,0.94,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,HyDE,overall,0.87,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Optimized,recall,0.67,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Optimized,precision,1.0,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Optimized,relevancy,0.75,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Optimized,faithfulness,0.89,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Optimized,overall,0.83,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Simple,recall,0.75,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Simple,precision,1.0,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Simple,relevancy,0.48,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Simple,faithfulness,0.86,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=3,Simple,overall,0.77,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,HyDE,recall,0.79,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,HyDE,precision,0.99,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,HyDE,relevancy,0.66,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,HyDE,faithfulness,0.94,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,HyDE,overall,0.85,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Optimized,recall,0.79,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Optimized,precision,0.99,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Optimized,relevancy,0.56,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Optimized,faithfulness,0.96,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Optimized,overall,0.82,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Simple,recall,0.85,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Simple,precision,0.99,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Simple,relevancy,0.48,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Simple,faithfulness,0.93,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=5,Simple,overall,0.82,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,HyDE,recall,0.91,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,HyDE,precision,1.0,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,HyDE,relevancy,0.66,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,HyDE,faithfulness,0.98,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,HyDE,overall,0.89,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,Optimized,recall,0.85,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,Optimized,precision,1.0,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,Optimized,relevancy,0.66,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,Optimized,faithfulness,0.97,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv250200415,arXiv:2502.00415v2,Retrieval performance,top_n=7,Optimized,overall,0.87,score,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
