canonical_work_id,paper_version,paper_table,cohort,method_or_row,metric,paper_value,unit,cell_kind,primary_source_value_verified,native_reproduced_value,absolute_difference,status,paper_result_credit
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,strong_buy_vs_null,compound_mc_null_median,60.7,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P500,strong_buy_vs_null,compound_excess_vs_ew,25.2,percentage_points,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,strong_buy_vs_null,compound_excess_vs_ew,30.5,percentage_points,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P500,strong_buy_vs_null,compound_p_value,0.003,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,strong_buy_vs_null,compound_p_value,0.163,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P500,win_rate,months_strong_buy_beats_ew,11,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P500,win_rate,months_observed,19,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P500,win_rate,win_rate,57.9,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,win_rate,months_strong_buy_beats_ew,20,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,win_rate,months_observed,35,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Monte Carlo results,S&P100,win_rate,win_rate,57.1,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,News,spearman_rho,0.571,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,News,observations,8873,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,News,spearman_rho,0.534,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,News,observations,3290,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Fundamentals,spearman_rho,0.826,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Fundamentals,observations,8873,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Fundamentals,spearman_rho,0.795,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Fundamentals,observations,3290,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Dynamics,spearman_rho,0.724,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Dynamics,observations,8873,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Dynamics,spearman_rho,0.701,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Dynamics,observations,3290,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Macro,spearman_rho,0.648,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,Macro,observations,8873,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Macro,spearman_rho,0.631,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,Macro,observations,3290,count,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P500,thesis_reconstruction,mean_cosine,0.944,cosine,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Cosine-weight agreement,S&P100,thesis_reconstruction,mean_cosine,0.936,cosine,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,upside_mean,6.39,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,downside_mean,-5.95,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,hit_rate,58.4,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,upside_downside_ratio,1.07,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,delta_upside_downside_vs_hold,0.17,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,ci95_lower,-0.03,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Strong buy,ci95_upper,0.37,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,upside_mean,5.93,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,downside_mean,-6.0,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,hit_rate,52.1,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,upside_downside_ratio,0.99,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,delta_upside_downside_vs_hold,0.09,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,ci95_lower,-0.11,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Buy,ci95_upper,0.28,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Hold,upside_mean,5.27,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Hold,downside_mean,-6.71,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Hold,hit_rate,53.4,percent,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Signal risk profile,S&P500,Hold,upside_downside_ratio,0.79,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,pooled_ic,0.004,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,pooled_p,0.887,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,date_level_mean_ic,-0.035,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,icir,-0.327,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,t_statistic,-1.42,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,News,reported_p_t,0.086,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,pooled_ic,0.052,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,pooled_p,0.049,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,date_level_mean_ic,0.012,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,icir,0.092,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,t_statistic,0.4,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Fundamentals,reported_p_t,0.346,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,pooled_ic,-0.069,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,pooled_p,0.009,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,date_level_mean_ic,0.019,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,icir,0.135,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,t_statistic,0.59,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Dynamics,reported_p_t,0.282,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,pooled_ic,0.03,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,pooled_p,0.257,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,date_level_mean_ic,0.016,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,icir,0.113,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,t_statistic,0.49,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Macro,reported_p_t,0.314,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,pooled_ic,0.006,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,pooled_p,0.822,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,date_level_mean_ic,0.051,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,icir,0.489,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,t_statistic,2.13,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P500,Score,reported_p_t,0.024,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,pooled_ic,0.016,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,pooled_p,0.688,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,date_level_mean_ic,0.047,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,icir,0.189,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,t_statistic,1.12,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,News,reported_p_t,0.135,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,pooled_ic,-0.025,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,pooled_p,0.529,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,date_level_mean_ic,-0.062,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,icir,-0.218,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,t_statistic,-1.29,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Fundamentals,reported_p_t,0.103,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,pooled_ic,-0.04,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,pooled_p,0.311,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,date_level_mean_ic,-0.035,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,icir,-0.15,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,t_statistic,-0.89,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Dynamics,reported_p_t,0.191,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,pooled_ic,0.079,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,pooled_p,0.042,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,date_level_mean_ic,0.033,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,icir,0.138,ratio,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,t_statistic,0.82,statistic,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Macro,reported_p_t,0.21,probability,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
CensusArxiv260417327,arXiv:2604.17327v1,Agent and score information coefficients,S&P100,Score,pooled_ic,0.013,correlation,direct_result,True,,,unavailable_no_native_result_inputs_or_pipeline,False
