paper_version,table_label,method,objective,reported_sharpe,reported_annual_return,reported_variance,implied_return_over_sqrt_variance,absolute_difference,within_0_002_tolerance,implied_interval_from_four_decimal_rounding_low,implied_interval_from_four_decimal_rounding_high,rounding_interval_consistent
v2,tab35-3,POET,GMV,0.2185,0.0311,0.0202,0.2188188364111208,0.0003188364111207931,True,0.21819715855161814,0.21944239057018208,True
v2,tab35-3,POET,MV,0.2264,0.0316,0.0194,0.22687477812320525,0.0004747781232052606,True,0.2262244602750446,0.2275271514592551,True
v2,tab35-3,POET,MSR,0.1634,0.0249,0.0232,0.16347650891035456,7.650891035457241e-05,True,0.1629727201923123,0.16398157458524334,True
v2,tab35-3,NLS,GMV,0.6552,0.0824,0.0158,0.6555392021608015,0.00033920216080152166,True,0.6541072611951843,0.6569773255974717,True
v2,tab35-3,NLS,MV,0.5474,0.0689,0.0158,0.548138968797078,0.0007389687970780212,True,0.5468765626385967,0.5494067507573763,True
v2,tab35-3,NLS,MSR,0.8268,0.1562,0.0357,0.8266980657269924,0.00010193427300753122,True,0.8258553099708162,0.8275424083318375,True
v2,tab35-3,Sample Cov,GMV,0.8882,0.1145,0.0166,0.8886923519337511,0.0004923519337510784,True,0.8869694836153412,0.8904224361524283,True
v2,tab35-3,Sample Cov,MV,0.7285,0.0929,0.0163,0.7276489580388125,0.0008510419611875708,True,0.7261444620848622,0.7291597904437682,True
v2,tab35-3,Sample Cov,MSR,1.0015,0.2283,0.052,1.0011617290389738,0.00033827096102623244,True,1.0004615889529298,1.0018627741795851,True
v2,tab35-4,NW,GMV,0.1359,0.0209,0.0237,0.13576008871448086,0.00013991128551912868,True,0.13529266522305594,0.1362286505957134,True
v2,tab35-4,NW,MV,0.0247,0.0037,0.0231,0.024344212713511455,0.00035578728648854446,True,0.023989288466378284,0.02469993457270441,True
v2,tab35-4,NW,MSR,0.1229,0.0202,0.027,0.12293328512893728,3.328512893728541e-05,True,0.12251560691256203,0.12335184303431747,True
v2,tab35-4,Residual NW,GMV,0.0423,0.0055,0.0168,0.042433421239575275,0.0001334212395752779,True,0.04198523125953832,0.04288304121538719,True
v2,tab35-4,Residual NW,MV,-0.0685,-0.0089,0.0169,-0.06846153846153846,3.8461538461542766e-05,True,-0.06894822381153543,-0.06797644047886732,True
v2,tab35-4,Residual NW,MSR,0.124,0.026,0.044,0.123950136601927,4.986339807300233e-05,True,0.1236415400259043,0.12425912409301802,True
v2,tab35-4,Deep learning,GMV,0.207,0.0285,0.019,0.20676073128135333,0.00023926871864665689,True,0.20612695168263115,0.20739653935940827,True
v2,tab35-4,Deep learning,MV,0.0702,0.0096,0.0188,0.07001519591898939,0.00018480408101061163,True,0.06955809738964144,0.07047363573233137,True
v2,tab35-4,Deep learning,MSR,0.1844,0.0291,0.025,0.18404455982179968,0.00035544017820032803,True,0.18354487885770668,0.18454542537829574,True
v2,tab35-4,POET,GMV,0.1903,0.0297,0.0243,0.1905255888325765,0.00022558883257650653,True,0.1900094561572084,0.19104298647271084,True
v2,tab35-4,POET,MV,-0.0084,-0.0013,0.0246,-0.008288497269823397,0.00011150273017660264,True,-0.008616046224680138,-0.007961621941231026,True
v2,tab35-4,POET,MSR,0.191,0.0327,0.0294,0.190710272830976,0.00028972716902400664,True,0.19025695251324323,0.19116450277432265,True
v2,tab35-4,NLS,GMV,0.1368,0.0165,0.0145,0.13702504175867095,0.00022504175867094078,True,0.13637488759165206,0.13767784974867486,True
v2,tab35-4,NLS,MV,-0.0061,-0.0007,0.0144,-0.005833333333333334,0.0002666666666666668,True,-0.006260879033472617,-0.0054072871502500695,True
v2,tab35-4,NLS,MSR,0.0454,0.0109,0.0577,0.04537729373627765,2.2706263722353792e-05,True,0.045149583037773985,0.04560521036558387,True
v2,tab35-4,Sample Cov,GMV,0.1473,0.0185,0.0157,0.14764607362651008,0.0003460736265100961,True,0.1470131189481304,0.14828142227431357,True
v2,tab35-4,Sample Cov,MV,-0.0147,-0.0019,0.016,-0.015020818885799803,0.0003208188857998038,True,-0.015440247858065467,-0.01460273520233138,True
v2,tab35-4,Sample Cov,MSR,0.0102,0.0029,0.0824,0.010102628707228454,9.73712927715472e-05,True,0.009925434552766404,0.010279931345289895,True
v2,tab35-5,NW,GMV,0.3745,0.0727,0.0376,0.3749216230150714,0.0004216230150714262,True,0.3744149043298482,0.37542918183403096,True
v2,tab35-5,NW,MV,0.3615,0.081,0.0503,0.36116114927484494,0.00033885072515504877,True,0.36075895117657425,0.36156383663220387,True
v2,tab35-5,NW,MSR,0.4654,0.0867,0.0347,0.46542998619138143,2.998619138144809e-05,True,0.4648268030509131,0.4660342808613449,True
v2,tab35-5,Residual NW,GMV,0.289,0.0498,0.0297,0.2889689088864584,3.1091113541603654e-05,True,0.28843609023709305,0.2895028302133119,True
v2,tab35-5,Residual NW,MV,0.403,0.0913,0.0513,0.4030993473334617,9.934733346167457e-05,True,0.4026824007471277,0.4035167962774893,True
v2,tab35-5,Residual NW,MSR,0.6937,0.1195,0.0297,0.693409329556863,0.00029067044313701995,True,0.6925365020868497,0.6942841193982234,True
v2,tab35-5,Deep learning,GMV,0.4262,0.0777,0.0332,0.426434150059947,0.00023415005994698035,True,0.42583919800364906,0.42703024078629725,True
v2,tab35-5,Deep learning,MV,0.419,0.0885,0.0446,0.41905964557218484,5.9645572184852114e-05,True,0.41858831972592625,0.41953163185087333,True
v2,tab35-5,Deep learning,MSR,0.6411,0.1115,0.0303,0.6405507634278901,0.0005492365721099235,True,0.6397359036033098,0.6413674054396049,True
v2,tab35-5,POET,GMV,0.4458,0.0905,0.0412,0.44586149836934263,6.149836934266073e-05,True,0.4453450143632258,0.4463787738239069,True
v2,tab35-5,POET,MV,0.4343,0.0998,0.0528,0.43432375160946607,2.3751609466049484e-05,True,0.4339007577196298,0.4347472436678319,True
v2,tab35-5,POET,MSR,0.5591,0.1093,0.0382,0.5592274495356394,0.0001274495356393679,True,0.5586061668771681,0.5598497856012322,True
v2,tab35-5,NLS,GMV,0.3011,0.0502,0.0278,0.3010795922398417,2.0407760158269728e-05,True,0.3005095911325578,0.3016508631568013,True
v2,tab35-5,NLS,MV,0.4234,0.0902,0.0454,0.4233295755264668,7.0424473533226e-05,True,0.4228621243829054,0.42379767020374387,True
v2,tab35-5,NLS,MSR,0.6415,0.1164,0.0329,0.6417339732328465,0.0002339732328465738,True,0.6409714388586074,0.6424980381849716,True
v2,tab35-5,Sample Cov,GMV,0.3407,0.0567,0.0277,0.34067728252750423,2.2717472495770163e-05,True,0.3400700775688118,0.3412858622665197,True
v2,tab35-5,Sample Cov,MV,0.47,0.0993,0.0447,0.4696728834515193,0.00032711654848066596,True,0.4691740633027125,0.470172408872479,True
v2,tab35-5,Sample Cov,MSR,0.6891,0.1288,0.035,0.6884649591664052,0.0006350408335948909,True,0.6877066541959531,0.6892246997135831,True
v2,tab35-6,NW,GMV,-0.0857,-0.0161,0.0352,-0.08581328833313319,0.00011328833313319076,True,-0.08614099065062039,-0.08548609442725484,True
v2,tab35-6,NW,MV,0.2094,0.0508,0.0587,0.20967403922690098,0.00027403922690097393,True,0.20937851299053503,0.20996985534464865,True
v2,tab35-6,NW,MSR,-0.0891,-0.0218,0.0601,-0.08892405479283245,0.0001759452071675438,True,-0.0891651070752094,-0.0886832183502471,True
v2,tab35-6,Residual NW,GMV,-0.0323,-0.006,0.0346,-0.03225619983422822,4.380016577178181e-05,True,-0.03254852772428906,-0.03196431090634009,True
v2,tab35-6,Residual NW,MV,0.371,0.089,0.0575,0.37115565702159303,0.0001556570215930364,True,0.37078596634852273,0.37152573949699663,True
v2,tab35-6,Residual NW,MSR,0.027,0.0095,0.1242,0.026956456807360373,4.354319263962653e-05,True,0.026809184888134833,0.027103789119150564,True
v2,tab35-6,Deep learning,GMV,-0.0162,-0.003,0.0344,-0.01617491598051576,2.5084019484238745e-05,True,-0.01645646190049329,-0.015893787523990777,True
v2,tab35-6,Deep learning,MV,0.2625,0.0626,0.0568,0.2626637651468637,0.00016376514686367027,True,0.26233852930475854,0.26298933832093757,True
v2,tab35-6,Deep learning,MSR,0.0324,0.0082,0.0632,0.032617848651204935,0.00021784865120493685,True,0.032406142978867424,0.03282972698442273,True
v2,tab35-6,POET,GMV,0.2104,0.0382,0.033,0.21028407913913486,0.00011592086086514852,True,0.20984992115791912,0.21071901621264916,True
v2,tab35-6,POET,MV,0.3526,0.0839,0.0566,0.3526580040840176,5.800408401757107e-05,True,0.3522922666334645,0.35302413359942564,True
v2,tab35-6,POET,MSR,0.2308,0.0461,0.0399,0.23078866636233086,1.1333637669141972e-05,True,0.23039404130279673,0.23118387691086567,True
v2,tab35-6,NLS,GMV,-0.1105,-0.0199,0.0323,-0.1107265619308568,0.00022656193085679455,True,-0.11109078625474605,-0.11036296726732867,True
v2,tab35-6,NLS,MV,0.3308,0.0762,0.053,0.3309916489854589,0.0001916489854589254,True,0.3306185474828652,0.33136517631691925,True
v2,tab35-6,NLS,MSR,0.0329,0.0111,0.1135,0.03294769583435163,4.769583435162983e-05,True,0.032792060664502236,0.0331034011799131,True
v2,tab35-6,Sample Cov,GMV,-0.1101,-0.0199,0.0327,-0.11004725145825688,5.274854174312782e-05,True,-0.11040819431604086,-0.10968692435311421,True
v2,tab35-6,Sample Cov,MV,0.337,0.0778,0.0533,0.33698920765923535,1.0792340764675945e-05,True,0.3366147837696618,0.3373640571285766,True
v2,tab35-6,Sample Cov,MSR,0.035,0.012,0.1181,0.03491855771875953,8.144228124047637e-05,True,0.03476570512830329,0.03507147660117649,True
v2,tab35-7,NW,GMV,-0.7262,-0.1228,0.0286,-0.7261316222745935,6.837772540646547e-05,True,-0.7270631011575258,-0.7252023247807227,True
v2,tab35-7,NW,MV,-0.7105,-0.1597,0.0505,-0.7106556727055058,0.0001556727055057605,True,-0.7112303512137341,-0.7100817369816356,True
v2,tab35-7,NW,MSR,-0.7036,-0.1204,0.0293,-0.7033843103557311,0.00021568964426887938,True,-0.7042775895035445,-0.7024930659202969,True
v2,tab35-7,Residual NW,GMV,-0.7969,-0.1291,0.0262,-0.7975824636108431,0.0006824636108430093,True,-0.7986538028141617,-0.7965138925043184,True
v2,tab35-7,Residual NW,MV,-0.7343,-0.1649,0.0504,-0.7345229798559797,0.00022297985597974357,True,-0.7351104261467067,-0.7339362966984918,True
v2,tab35-7,Residual NW,MSR,-0.8625,-0.165,0.0366,-0.8624688162573725,3.118374262756074e-05,True,-0.8633200714842864,-0.861619125282863,True
v2,tab35-7,Deep learning,GMV,-0.7069,-0.1163,0.0271,-0.7064721877254052,0.00042781227459476323,True,-0.7074288270112453,-0.7055179125024953,True
v2,tab35-7,Deep learning,MV,-0.6674,-0.15,0.0505,-0.6674912392349771,9.123923497711406e-05,True,-0.6680445333309596,-0.6669386561878875,True
v2,tab35-7,Deep learning,MSR,-0.7215,-0.1229,0.029,-0.7216936497835705,0.00019364978357050422,True,-0.7226104686929149,-0.7207789461108215,True
v2,tab35-7,POET,GMV,-0.725,-0.1223,0.0285,-0.72444267749937,0.0005573225006300087,True,-0.7253754254926283,-0.7235121214204927,True
v2,tab35-7,POET,MV,-0.7304,-0.1624,0.0494,-0.7306721435613364,0.00027214356133631323,True,-0.7312672724170053,-0.7300778037959729,True
v2,tab35-7,POET,MSR,-0.7197,-0.1223,0.0289,-0.7194117647058824,0.0002882352941175892,True,-0.720329274312479,-0.7184963789972253,True
v2,tab35-7,NLS,GMV,-0.5338,-0.0854,0.0256,-0.5337500000000001,4.999999999999449e-05,True,-0.5345848106382807,-0.5329173267899839,True
v2,tab35-7,NLS,MV,-0.513,-0.1152,0.0504,-0.5131415844718549,0.0001415844718548609,True,-0.5136191367893783,-0.5126646318764412,True
v2,tab35-7,NLS,MSR,-0.4832,-0.084,0.0302,-0.48336568362468624,0.00016568362468621922,True,-0.48405427446742216,-0.48267856285661,True
v2,tab35-7,Sample Cov,GMV,-0.6902,-0.1109,0.0258,-0.6904332422584416,0.00023324225844156832,True,-0.6914148291868041,-0.6894542034435898,True
v2,tab35-7,Sample Cov,MV,-0.6567,-0.1477,0.0506,-0.6566065895486697,9.341045133026693e-05,True,-0.6571536275542539,-0.6560602520303876,True
v2,tab35-7,Sample Cov,MSR,-0.8691,-0.1783,0.0421,-0.868981028851357,0.00011897114864301006,True,-0.8697413408594534,-0.8682219255357584,True
v2,tab35-8,NW,GMV,0.8794,0.3085,0.123,0.8796352255800701,0.00023522558007016414,True,0.8793139549035341,0.87995666322734,True
v2,tab35-8,NW,MV,-0.2672,-0.0712,0.071,-0.26720883851452537,8.83851452537776e-06,True,-0.26749068862101144,-0.2669272199419789,True
v2,tab35-8,NW,MSR,0.538,0.1168,0.0472,0.5376155768526208,0.00038442314737918704,True,0.5371010270214658,0.5381308229498619,True
v2,tab35-8,Residual NW,GMV,1.0946,0.3731,0.1162,1.0945161774275436,8.382257245642677e-05,True,1.0941341251743169,1.0948984447842063,True
v2,tab35-8,Residual NW,MV,-0.0282,-0.0072,0.0648,-0.0282842712474619,8.427124746190201e-05,True,-0.0284916840810799,-0.028077022601222804,True
v2,tab35-8,Residual NW,MSR,0.7672,0.1839,0.0575,0.766916014901921,0.0002839850980790315,True,0.7663743666461598,0.7674582793989055,True
v2,tab35-8,Deep learning,GMV,0.9858,0.3323,0.1136,0.9859188625445436,0.00011886254454362977,True,0.9855536474900544,0.9862842861400286,True
v2,tab35-8,Deep learning,MV,-0.1659,-0.0424,0.0654,-0.16579712004522432,0.00010287995477567535,True,-0.1660561247660049,-0.16553833748250157,True
v2,tab35-8,Deep learning,MSR,0.9342,0.1855,0.0394,0.9345354990500744,0.00033549905007435044,True,0.9336913467800613,0.9353810997550182,True
v2,tab35-8,POET,GMV,0.9376,0.3117,0.1105,0.9376821813936571,8.21813936571214e-05,True,0.937319727881041,0.9380448469570476,True
v2,tab35-8,POET,MV,-0.1636,-0.0436,0.0712,-0.1633979082010978,0.00020209179890218198,True,-0.16364276004875333,-0.1631532483775311,True
v2,tab35-8,POET,MSR,1.009,0.2429,0.0579,1.0094579506144483,0.00045795061444842133,True,1.0088146667867555,1.0101019784726857,True
v2,tab35-8,NLS,GMV,1.0202,0.3486,0.1168,1.020013597814278,0.00018640218572207878,True,1.0196490729271845,1.0203783255218923,True
v2,tab35-8,NLS,MV,-0.1199,-0.0301,0.0629,-0.12001655953574944,0.00011655953574943312,True,-0.12026373166974016,-0.1197696027556302,True
v2,tab35-8,NLS,MSR,0.6034,0.1557,0.0666,0.6033252450804221,7.475491957797953e-05,True,0.6029052257011831,0.6037456649524786,True
v2,tab35-8,Sample Cov,GMV,1.04,0.3561,0.1172,1.0401792064687536,0.00017920646875357882,True,1.0398113757928142,1.0405472414422465,True
v2,tab35-8,Sample Cov,MV,-0.1049,-0.0261,0.062,-0.1048201224217761,7.987757822389141e-05,True,-0.10506330003250776,-0.10457715787895697,True
v2,tab35-8,Sample Cov,MSR,0.5236,0.1384,0.0699,0.5234768763347858,0.0001231236652141643,True,0.5231007034610076,0.5238533853693421,True
v2,tab35-9,NW,GMV,-0.0486,-0.0083,0.0295,-0.048324468308385306,0.0002755316916146916,True,-0.04865683165346343,-0.04799270249095989,True
v2,tab35-9,NW,MV,-0.248,-0.0533,0.0462,-0.2479740420711925,2.5957928807496256e-05,True,-0.24834108320574075,-0.24760747052433507,True
v2,tab35-9,NW,MSR,-0.5475,-0.1202,0.0482,-0.5474959974464809,4.002553519066865e-06,True,-0.548008051498105,-0.5469846215075915,True
v2,tab35-9,Residual NW,GMV,-0.2445,-0.041,0.0281,-0.24458549437147636,8.549437147636896e-05,True,-0.24510192866789146,-0.24407017160614033,True
v2,tab35-9,Residual NW,MV,-0.3935,-0.086,0.0478,-0.39335484422185946,0.0001451557781405599,True,-0.39378954966337504,-0.39292070079850394,True
v2,tab35-9,Residual NW,MSR,-0.6741,-0.2345,0.121,-0.6741401011904409,4.010119044084437e-05,True,-0.674423199118245,-0.6738571489930716,True
v2,tab35-9,Deep learning,GMV,-0.1105,-0.0184,0.0276,-0.11075498483890767,0.0002549848389076653,True,-0.11115668051225953,-0.11035410700600236,True
v2,tab35-9,Deep learning,MV,-0.276,-0.0593,0.0461,-0.276187634669745,0.00018763466974497378,True,-0.2765705325961949,-0.2758052329885687,True
v2,tab35-9,Deep learning,MSR,-0.5915,-0.1336,0.051,-0.5915907435407837,9.074354078364433e-05,True,-0.5921024647421087,-0.5910796658662754,True
v2,tab35-9,POET,GMV,0.1117,0.0217,0.0377,0.11176068596953923,6.0685969539231444e-05,True,0.11142930523980289,0.11209255566654092,True
v2,tab35-9,POET,MV,-0.1724,-0.0392,0.0516,-0.17256837763982225,0.00016837763982224807,True,-0.17287226660907937,-0.1722648234825872,True
v2,tab35-9,POET,MSR,-0.1623,-0.0321,0.039,-0.1625446684169285,0.00024466841692849517,True,-0.16290231130811197,-0.162187550497847,True
v2,tab35-9,NLS,GMV,-0.2978,-0.048,0.0259,-0.29825748768057603,0.00045748768057601863,True,-0.2988567837209246,-0.2976596250895943,True
v2,tab35-9,NLS,MV,-0.3918,-0.0819,0.0437,-0.39178083117941576,1.9168820584225532e-05,True,-0.3922444739914909,-0.3913178466960805,True
v2,tab35-9,NLS,MSR,-0.673,-0.2274,0.1141,-0.6732054731765121,0.0002054731765120943,True,-0.6735010798176669,-0.6729100283572003,True
v2,tab35-9,Sample Cov,GMV,-0.3378,-0.0535,0.025,-0.3383637096380166,0.0005637096380166073,True,-0.3390191262095278,-0.33770994061770815,True
v2,tab35-9,Sample Cov,MV,-0.4296,-0.0886,0.0426,-0.42926840263679716,0.00033159736320281796,True,-0.42976293577223745,-0.4287745973517028,True
v2,tab35-9,Sample Cov,MSR,-0.7055,-0.2435,0.1192,-0.7052788134475518,0.00022118655244818264,True,-0.7055716307077465,-0.7049861500044615,True
v2,tab:default finbert 4o,NW,GMV,1.4787,0.209,0.02,1.4778531726798843,0.0008468273201156507,True,1.4756562004563045,1.4800579562587106,True
v2,tab:default finbert 4o,NW,MV,1.0388,0.164,0.0249,1.0393077708601437,0.0005077708601437525,True,1.0379493135770699,1.0406700074405517,True
v2,tab:default finbert 4o,NW,MSR,1.9917,0.2536,0.0162,1.9924697745434272,0.000769774543427193,True,1.9890098425714624,1.9959451542623932,True
v2,tab:default finbert 4o,Residual NW,GMV,2.0444,0.247,0.0146,2.044186544847849,0.00021345515215109856,True,2.0402820941945223,2.04811039389165,True
v2,tab:default finbert 4o,Residual NW,MV,1.5707,0.2173,0.0191,1.5723276173004324,0.0016276173004323713,True,1.5699123139937603,1.5747519489708217,True
v2,tab:default finbert 4o,Residual NW,MSR,5.6356,0.4584,0.0066,5.6425139464926115,0.006913946492611345,False,5.620648325058681,5.66462711762031,True
v2,tab:default finbert 4o,Deep learning,GMV,2.305,0.2738,0.0141,2.3058119598801285,0.0008119598801283878,True,2.3013141506078623,2.310333008918767,True
v2,tab:default finbert 4o,Deep learning,MV,1.6008,0.2166,0.0183,1.6011532728876048,0.00035327288760478304,True,1.598601270423105,1.6037152498931118,True
v2,tab:default finbert 4o,Deep learning,MSR,4.0585,0.379,0.0087,4.063306507035243,0.0048065070352425465,False,4.051145904908529,4.075570849054736,True
v2,tab:default finbert 4o,POET,GMV,1.9646,0.2727,0.0193,1.96293755229169,0.001662447708309811,True,1.9600403742611656,1.9658455436017097,True
v2,tab:default finbert 4o,POET,MV,1.3365,0.2089,0.0244,1.3373452108990984,0.000845210899098392,True,1.3356573177082691,1.3390379718060268,True
v2,tab:default finbert 4o,POET,MSR,2.7122,0.3339,0.0152,2.70828662577808,0.003913374221919952,False,2.7034382783023108,2.7131582865341226,True
v2,tab:default finbert 4o,NLS,GMV,3.5733,0.3223,0.0081,3.581111111111111,0.007811111111110769,False,3.5695553588819293,3.592772636473299,True
v2,tab:default finbert 4o,NLS,MV,2.2318,0.2605,0.0136,2.233769071481178,0.0019690714811781973,True,2.2292462054893454,2.2383161584307634,True
v2,tab:default finbert 4o,NLS,MSR,8.8279,0.5481,0.0039,8.776624110056826,0.05127588994317378,False,8.720103391850177,8.834237154610246,True
v2,tab:default finbert 3.5,NW,GMV,0.8456,0.2933,0.1203,0.8456277948452241,2.779484522408282e-05,True,0.8453079889471143,0.8459477702184869,True
v2,tab:default finbert 3.5,NW,MV,-0.3718,-0.0966,0.0675,-0.371813573358119,1.3573358118967871e-05,True,-0.3721438800482628,-0.37148356223340834,True
v2,tab:default finbert 3.5,NW,MSR,0.5557,0.1175,0.0447,0.5557559295624724,5.592956247246761e-05,True,0.5552090048856784,0.5563036402914938,True
v2,tab:default finbert 3.5,Residual NW,GMV,0.8659,0.2965,0.1173,0.8657164933673843,0.000183506632615682,True,0.8653860850901033,0.8660470818462548,True
v2,tab:default finbert 3.5,Residual NW,MV,-0.3873,-0.0966,0.0622,-0.38733071190631413,3.071190631415144e-05,True,-0.38768704773709606,-0.3869747249511317,True
v2,tab:default finbert 3.5,Residual NW,MSR,0.6218,0.1397,0.0505,0.6216568408075087,0.0001431591924913045,True,0.6211269312213303,0.622187427744096,True
v2,tab:default finbert 3.5,Deep learning,GMV,0.8988,0.3039,0.1143,0.8988921440385232,9.214403852320086e-05,True,0.898547740023801,0.89923674175619,True
v2,tab:default finbert 3.5,Deep learning,MV,-0.3509,-0.0888,0.0641,-0.3507389124568137,0.00016108754318627794,True,-0.3510733513788816,-0.3504047876367458,True
v2,tab:default finbert 3.5,Deep learning,MSR,0.8751,0.1736,0.0393,0.8756961607220326,0.0005961607220326126,True,0.8748875767312498,0.8765061286896819,True
v2,tab:default finbert 3.5,POET,GMV,0.8839,0.29,0.1077,0.8836700712372075,0.0002299287627924862,True,0.8833126980326957,0.8840276580171801,True
v2,tab:default finbert 3.5,POET,MV,-0.3117,-0.081,0.0675,-0.3117691453623979,6.914536239793767e-05,True,-0.31207720101305436,-0.3114613605675236,True
v2,tab:default finbert 3.5,POET,MSR,0.996,0.2378,0.057,0.9960345939176519,3.45939176519261e-05,True,0.9953886886751862,0.996681257680591,True
v2,tab:default finbert 3.5,NLS,GMV,0.8571,0.2971,0.1202,0.8569400055108438,0.00015999448915615666,True,0.8566176415319635,0.8572625406900803,True
v2,tab:default finbert 3.5,NLS,MV,-0.4136,-0.1033,0.0623,-0.4138627109310495,0.0002627109310494591,True,-0.4142292886970425,-0.41349649386791487,True
v2,tab:default finbert 3.5,NLS,MSR,0.4752,0.1184,0.0621,0.4751228335118358,7.716648816419314e-05,True,0.4747311132921399,0.4755149462864665,True
v2,tab:small cap finbert 4o,NW,GMV,2.0762,0.5356,0.0665,2.0769677145343506,0.0007677145343505387,True,2.0759935208044937,2.077942934666185,True
v2,tab:small cap finbert 4o,NW,MV,2.1057,0.542,0.0662,2.1065428214518387,0.0008428214518385602,True,2.1055534924180774,2.107533198532733,True
v2,tab:small cap finbert 4o,NW,MSR,2.0518,0.5167,0.0634,2.0520778497847707,0.00027784978477063405,True,2.051070652011517,2.0530861613943334,True
v2,tab:small cap finbert 4o,Residual NW,GMV,2.1049,0.5223,0.0616,2.1044066705522804,0.000493329447719848,True,2.103351754944566,2.10546278952701,True
v2,tab:small cap finbert 4o,Residual NW,MV,2.1213,0.5267,0.0616,2.1221347757608386,0.0008347757608384576,True,2.121072669682251,2.1231980939664066,True
v2,tab:small cap finbert 4o,Residual NW,MSR,2.0529,0.5103,0.0618,2.0527276430883443,0.00017235691165584655,True,2.051696707002834,2.053759749657136,True
v2,tab:small cap finbert 4o,Deep learning,GMV,2.1,0.5132,0.0597,2.100387776273769,0.00038777627376873625,True,2.099304218267762,2.10147261064175,True
v2,tab:small cap finbert 4o,Deep learning,MV,2.1258,0.5222,0.0603,2.126562794762086,0.000762794762086294,True,2.1254781517704875,2.127648703181373,True
v2,tab:small cap finbert 4o,Deep learning,MSR,2.0795,0.4812,0.0535,2.0804090180161667,0.0009090180161668293,True,2.0792214772474926,2.0815981236451373,True
v2,tab:small cap finbert 4o,POET,GMV,2.0732,0.5235,0.0638,2.0725563471018646,0.0006436528981352829,True,2.071546819535726,2.0735669845017513,True
v2,tab:small cap finbert 4o,POET,MV,2.1069,0.5408,0.0659,2.1066577028038997,0.00024229719610024958,True,2.1056642714974303,2.107652191434996,True
v2,tab:small cap finbert 4o,POET,MSR,2.0674,0.4998,0.0585,2.066418678256213,0.000981321743787067,True,2.065329522757742,2.0675091426031584,True
v2,tab:small cap finbert 4o,NLS,GMV,2.1125,0.511,0.0585,2.1127249791695175,0.0002249791695176917,True,2.1116160473298016,2.1138352452282567,True
v2,tab:small cap finbert 4o,NLS,MV,2.1316,0.5162,0.0587,2.1305854143489427,0.001014585651057498,True,2.129472305025905,2.131699858833331,True
v2,tab:small cap finbert 4o,NLS,MSR,2.0542,0.5069,0.0609,2.0540624571800916,0.0001375428199081874,True,2.0530172377520293,2.0551088813928136,True
v2,tab:small cap finbert 3.5,NW,GMV,0.4297,0.0798,0.0345,0.42962875784241605,7.124215758397279e-05,True,0.4290487745474466,0.43020980806463166,True
v2,tab:small cap finbert 3.5,NW,MV,0.3943,0.1008,0.0653,0.39446088201819546,0.00016088201819547399,True,0.3941143597214369,0.3948077275870523,True
v2,tab:small cap finbert 3.5,NW,MSR,0.0559,0.0153,0.0751,0.05583049293541525,6.950706458475064e-05,True,0.05562952494173258,0.05603160096287057,True
v2,tab:small cap finbert 3.5,Residual NW,GMV,0.4015,0.0725,0.0327,0.4009259161167649,0.0005740838832350992,True,0.400343459414767,0.40150949862800817,True
v2,tab:small cap finbert 3.5,Residual NW,MV,0.4127,0.1067,0.0669,0.412526033059936,0.0001739669400639965,True,0.41217872273714207,0.41287366068310033,True
v2,tab:small cap finbert 3.5,Residual NW,MSR,0.1322,0.0498,0.1421,0.13210896916024548,9.103083975453563e-05,True,0.1319531168406705,0.1322648804182163,True
v2,tab:small cap finbert 3.5,Deep learning,GMV,0.4466,0.0842,0.0355,0.44688719942965976,0.00028719942965976797,True,0.4463076364225846,0.4474678010809619,True
v2,tab:small cap finbert 3.5,Deep learning,MV,0.3997,0.1029,0.0662,0.3999322072461147,0.00023220724611472399,True,0.39958700377377854,0.40027772860242566,True
v2,tab:small cap finbert 3.5,Deep learning,MSR,0.1594,0.0491,0.0947,0.1595535614304899,0.000153561430489918,True,0.15934902201752588,0.15975821998780348,True
v2,tab:small cap finbert 3.5,POET,GMV,0.4722,0.0928,0.0386,0.4723395634630188,0.00013956346301879918,True,0.4717796123057058,0.47290043867892917,True
v2,tab:small cap finbert 3.5,POET,MV,0.3915,0.1005,0.0659,0.39149241703363896,7.582966361052712e-06,True,0.39114928538495963,0.391835865487268,True
v2,tab:small cap finbert 3.5,POET,MSR,0.3613,0.0798,0.0487,0.3616083170346961,0.00030831703469608174,True,0.36119637389212605,0.3620207786760545,True
v2,tab:small cap finbert 3.5,NLS,GMV,0.4047,0.0735,0.033,0.40460418368393747,9.581631606253582e-05,True,0.40402298057795966,0.4051865004559567,True
v2,tab:small cap finbert 3.5,NLS,MV,0.4047,0.1041,0.0662,0.40459613969213354,0.00010386030786646572,True,0.4042491759130934,0.4049434233505841,True
v2,tab:small cap finbert 3.5,NLS,MSR,0.1197,0.0449,0.1408,0.11965890205458636,4.109794541364009e-05,True,0.11950443466312602,0.11981342808235423,True
v2,tab:novy marx + finbert 4o,NW,GMV,1.1247,0.1894,0.0283,1.1258661369380851,0.0011661369380850939,True,1.1245759145803902,1.1271595202413882,True
v2,tab:novy marx + finbert 4o,NW,MV,0.6692,0.1131,0.0286,0.6687743198636524,0.0004256801363475837,True,0.6678950942277858,0.6696555954088241,True
v2,tab:novy marx + finbert 4o,NW,MSR,1.6025,0.2504,0.0244,1.6030217367598574,0.0005217367598573386,True,1.601062051655567,1.6049871262925075,True
