candidate_id,existing_book_label,existing_book_component_count,existing_book_components,existing_book_jkp132_factor_count,existing_book_jkp132_gross_weight,existing_book_jkp132_construction,candidate_standalone_oos_sharpe,jkp132_standalone_oos_sharpe,textbenchmark_standalone_oos_sharpe,existing_book_standalone_oos_sharpe,textbenchmark_delta_mvo_n_months,textbenchmark_delta_mvo_overlap_start,textbenchmark_delta_mvo_overlap_end,longonly_original_mvo_jkp132_weight,longonly_original_mvo_textbenchmark_weight,longonly_original_mvo_candidate_weight,longonly_original_mvo_annualized_sharpe,longonly_all_mvo_jkp132_weight,longonly_all_mvo_textbenchmark_weight,longonly_all_mvo_candidate_weight,longonly_delta_mvo_candidate_weight,longonly_delta_mvo_candidate_weight_meaningful,longonly_all_mvo_annualized_sharpe,longonly_delta_sharpe,msrr_original_jkp132_weight_raw,msrr_original_textbenchmark_weight_raw,msrr_all_jkp132_weight_raw,msrr_all_textbenchmark_weight_raw,msrr_all_candidate_weight_raw,analysis_window_start,analysis_window_end,analysis_window_label
paper_llmfactor_explainable_price_news,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.15084830066117347,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8907421505304343,0.08430471782021558,0.02495313164935023,0.02495313164935023,True,4.250478696799965,0.0015927487478419877,24.001751797075762,2.376461053294771,24.00212383650013,2.271692412529817,0.6723928611544254,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_mountainlion_multimodal_allocation,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2259918065994881,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081933349489,0.0900918066650512,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.020361773020063,2.468833585071838,-0.5421549705161626,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_p1gpt_structured_workflow,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.4808972171854939,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8782138427652016,0.08137338824901987,0.04041276898577847,0.04041276898577847,True,4.253162074245923,0.004276126193800245,24.001751797075762,2.376461053294771,23.92216252080606,2.2165749971955795,1.1008267308346966,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_quantagents_risk_controlled_system,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.30740717257188854,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8937001151913598,0.08520180142208025,0.021098083386559937,0.021098083386559937,True,4.250012066971697,0.0011261189195748145,24.001751797075762,2.376461053294771,23.980456817806797,2.2862010065733003,0.5661206082035812,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_timi_minutes_technical_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.23619209522888518,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.877015641584333,0.08679901421788071,0.0361853441977864,0.0361853441977864,True,4.2524158346980645,0.003529886645941893,24.001751797075762,2.376461053294771,23.963439597426074,2.3716824781300847,0.9887229148965023,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
quantagent_three_soldiers_trend,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2034291252475507,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8987603381683373,0.08904054887247237,0.012199112959190348,0.012199112959190348,True,4.249267823049189,0.00038187499706676675,24.001751797075762,2.376461053294771,23.987830750931273,2.3764841507371433,0.32559356525258226,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
quantagent_volatility_breakout,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.008847507383256016,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081969372259,0.09009180306277412,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.00166178358133,2.3771516970119877,-0.009994695478095339,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_alphaagent_decay_resistant_quality,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.8671904075825083,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8701779306181986,0.07732735109479418,0.05249471828700728,0.05249471828700728,True,4.255964364245091,0.007078416192968007,24.001751797075762,2.376461053294771,23.782727339812034,2.1134244343872055,1.4347265680905636,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_alphabench_formulaic_price_volume,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,-0.04102048533129731,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.909908202389043,0.09009179761095706,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,23.986863846968944,2.478495607640434,-0.7440813253519711,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_alphaforgebench_executable_multifactor,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.3373293268584565,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8980652006202003,0.08472649819157933,0.017208301188220382,0.017208301188220382,True,4.249601028315568,0.0007150802634452447,24.001751797075762,2.376461053294771,23.9868483997962,2.2630003454680603,0.45962473412261806,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_alphaprobe_dag_diverse_factor_blend,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.45986908642175905,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8930024897780803,0.08686987247653111,0.0201276377453887,0.0201276377453887,True,4.249923794493536,0.0010378464414131372,24.001751797075762,2.376461053294771,23.955296204181494,2.330334286976345,0.5399353255919053,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_deepfund_prudent_fund_manager,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.8715110077365337,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.759867972631996,0.08657482522830584,0.1535572021396981,0.1535572021396981,True,4.3318158337854475,0.08292988573332494,24.001751797075762,2.376461053294771,23.356687757990905,2.661121841364054,4.720013909785144,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_fincon_cvar_risk_controlled_allocator,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.6563644751373673,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.7772420644895808,0.08252200172826876,0.14023593378215052,0.14023593378215052,True,4.316262217381513,0.06737626932939023,24.001751797075762,2.376461053294771,23.623427403977562,2.5081665222239704,4.262318929817194,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_livetradebench_live_allocation_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.6477903320813689,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.7933240239085286,0.08281701242095142,0.12385896367051995,0.12385896367051995,True,4.299105001142564,0.05021905309044161,24.001751797075762,2.376461053294771,23.648871416479132,2.4687623695496543,3.6922170905559573,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_quantagent_hft_price_pattern,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.019328657657333798,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.879665292332928,0.08715263774249743,0.033182069924574634,0.033182069924574634,True,4.251844728090737,0.0029587800386146057,24.001751797075762,2.376461053294771,24.010747148079297,2.3788588172223903,0.9057158741359601,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_quantevolver_return_sharpe_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2605505968613327,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8962393139606605,0.08911043060574723,0.014650255433592345,0.014650255433592345,True,4.249438616948863,0.0005526688967405491,24.001751797075762,2.376461053294771,23.97887459307423,2.384148523319162,0.3919673241627561,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_rd_agent_factor_model_compact_ensemble,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.05001166235636157,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8931706964626952,0.08794078975738853,0.018888513779916273,0.018888513779916273,True,4.249814705848379,0.0009287577962560079,24.001751797075762,2.376461053294771,24.002152049436503,2.3632310074076353,0.5075906412843523,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_tradetrap_robust_safety_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.20226833721725193,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081898695778,0.09009181013042218,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.010447865575355,2.4268247121110442,-0.3192164326128731,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
repo_trading_r1_risk_adjusted_reasoning,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.3321224785039407,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081847759223,0.09009181522407775,0.0,0.0,False,4.248885948052122,-8.881784197001252e-16,24.001751797075762,2.376461053294771,24.034582813136886,2.442552041098031,-0.5032726489766364,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
