candidate_id,candidate_standalone_oos_sharpe,textbenchmark_alpha_annualized,textbenchmark_alpha_tstat_hac,textbenchmark_information_ratio,textbenchmark_grs_f,textbenchmark_grs_p_value,textbenchmark_grs_reject_5pct,textbenchmark_combined_minus_old_sharpe,full_alpha_annualized,full_alpha_tstat_hac,full_information_ratio,full_grs_f,full_grs_p_value,full_grs_reject_5pct,full_combined_minus_old_sharpe,jkp132_standalone_oos_sharpe,textbenchmark_standalone_oos_sharpe,existing_book_standalone_oos_sharpe,longonly_original_mvo_jkp132_weight,longonly_original_mvo_textbenchmark_weight,longonly_original_mvo_annualized_sharpe,longonly_all_mvo_jkp132_weight,longonly_all_mvo_textbenchmark_weight,longonly_all_mvo_candidate_weight,longonly_all_mvo_annualized_sharpe,longonly_delta_sharpe,beats_textbenchmark_positive_alpha_5pct,survives_full_jkp132_textbenchmark_positive_alpha_5pct,adds_to_jkp132_textbenchmark_longonly_book,adds_to_jkp132_textbenchmark_strict,paper_ref,paper_idea,proxy_formula,strategy,beats_ff5mom_positive_alpha_5pct,ff5mom_alpha_tstat_hac,ff5mom_appraisal_ratio,ff5mom_alpha_annualized,ff5mom_grs_f,ff5mom_grs_p_value,ff5mom_combined_minus_old_sharpe
guru_greenblatt_magic_formula,0.256481843098827,0.015720618527112193,0.8358375510385038,0.22482124357791103,1.0897308784623336,0.29747153548983396,False,0.03574242411582629,0.015451038665272249,3.357793984237721,1.0706999852521104,4.751367560506753,0.031009203878371614,True,0.12453133868330912,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8775412904627861,0.08523231739539909,0.03722639214181473,4.252610583491703,0.0037246354395801262,False,True,True,True,042 GuruAgents,Joel Greenblatt-style magic formula: earnings yield plus business quality/return on capital.,rank(ebit_mev)+rank(ope_be)+rank(gp_mev)+rank(be_me),long_short_decile_value_weighted,False,0.4818531119508877,0.1049829393084546,0.0034445045704436,0.251255425114121,0.616562546216797,0.0052147373294662
guru_equal_weight_style_ensemble,0.46418255177759793,0.025635313904346306,1.4705561490946524,0.3699754044693832,2.9511431282471863,0.08697188297371056,False,0.09302706815729,0.01934840684594464,3.257671432470688,1.1381910364520775,5.369246677703225,0.021999540799073323,True,0.14048227271006208,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8715922533441076,0.07962503846003897,0.04878270819585334,4.255227094045758,0.006341145993635777,False,True,True,True,042 GuruAgents,GuruAgents combines multiple investment-guru sleeves; this is an equal-weight score ensemble of the five guru proxies.,"average Graham, Buffett, Greenblatt, Piotroski, Altman proxy scores",long_short_decile_value_weighted,True,2.1120984830959424,0.423803161805071,0.0157215627538322,4.094551866963258,0.0439139494080081,0.0820020351818331
alphacrafter_full_stack_multifactor,0.3552368364054018,0.01913299310692773,1.239743638077145,0.27527946981435797,1.6337748714106153,0.20228763522595836,False,0.0529427431417856,0.02016994742414129,3.105001433793833,1.1292153736792483,5.28489787305416,0.023046821095284654,True,0.13830796082961605,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8635540499828446,0.0786206742365556,0.05782527578059987,4.258060216982815,0.00917426893069262,False,True,True,True,018 AlphaCrafter,"AlphaCrafter combines mined factors, regime screening, and risk-constrained trading; this proxy tests a diversified value-quality-momentum-low-risk factor ensemble.",rank(be_me)+rank(ope_be)+rank(ret_12_1)+rank(qmj)-rank(at_gr1)-rank(rvol_252d),long_short_decile_value_weighted,False,0.3355416687258172,0.0704983491237553,0.0024725503712743,0.1133015591276528,0.7366531317462779,0.0023547291576984
guru_graham_deep_value_defensive,0.2705429598237946,0.013343929456214643,0.8407052919050981,0.19192217026565017,0.7941359518833615,0.37365176648714016,False,0.026223629607317278,0.014512433106759655,3.2445408700526417,0.9614530540184165,3.8312386163662975,0.05236879579391511,False,0.10067603535547676,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8809262923711318,0.08307852351630143,0.03599518411256684,4.2523047143285755,0.003418766276452878,False,False,True,False,042 GuruAgents,"Benjamin Graham-style defensive value: cheap, liquid, profitable, low leverage, low risk.",rank(be_me)+rank(cash_at)+rank(ope_be)-rank(debt_at)-rank(rvol_252d)-rank(beta_252d),long_short_decile_value_weighted,False,1.511752171798002,0.2923548212930192,0.0108863806108752,1.9484914860264355,0.1637885829561428,0.0397894932005713
alphaagents_risk_averse_quality_lowrisk,0.1508181511708065,0.004406794881455685,0.2718347319027157,0.06347213472527045,0.08685819011289818,0.7684381347789431,False,0.002916590816118614,0.015210120334907856,2.908538463272896,0.9311040586008251,3.593184141695984,0.06015461112119136,False,0.09448423340840595,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8798620913805575,0.08209399314678566,0.038043915472656856,4.252711008002974,0.0038250599508513616,False,False,True,False,036 AlphaAgents,AlphaAgents risk-averse portfolios emphasize lower volatility and stable fundamentals.,rank(qmj)+rank(ope_be)+rank(be_me)-rank(rvol_252d)-rank(beta_252d)-rank(debt_at),long_short_decile_value_weighted,False,0.1719457670047349,0.0349127353824421,0.0013293620188516,0.0277872613235816,0.8677229992234516,0.000577984993805
code_ai_trader_value_quality,0.5206576596960234,0.02534858811557324,1.6935297024105973,0.37210102047846355,2.9851508871216077,0.0851834319674511,False,0.09403467988186776,0.021665820771873425,2.680793421392141,0.9410445380184056,3.6703154472695987,0.057503927980761815,False,0.09649132573674368,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8748947439512131,0.0754755053868817,0.04962975066190512,4.255181633664552,0.006295685612429658,False,False,True,False,049 AI-Trader,AI-Trader is a practitioner LLM trading repo listed as implementation evidence.,rank(be_me)+rank(qmj)+rank(ope_be)+rank(cash_at)-rank(debt_at)-rank(rvol_252d),long_short_decile_value_weighted,True,2.704695756646645,0.4975635361842208,0.022837675273896,5.643845068896472,0.0181490206431933,0.1115265577508588
code_quantaalpha_self_evolving_factor,0.5151805468007468,0.0280214561787344,1.872635508182921,0.40598571819035967,3.553579845515834,0.06049894308339148,False,0.1106886993191587,0.01751215809071665,2.5795037080063747,0.8647386999352046,3.099222996905423,0.08059424639546837,False,0.08160983199585647,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8729637175464039,0.07871084674664514,0.04832543570695107,4.255030984572455,0.006145036520332603,False,False,True,False,004 QuantaAlpha,QuantaAlpha is listed as an LLM-driven self-evolving framework for factor mining.,rank(ret_12_1)+rank(ope_be)+rank(gp_me)+rank(qmj)-rank(rvol_252d)-rank(debt_at),long_short_decile_value_weighted,True,2.3572731054774465,0.495065789122878,0.0171177672684835,5.587323585666895,0.0187324212792523,0.1104625960818652
hedgeagents_balanced_lowrisk_alpha,0.11949120516066028,0.004327840845757533,0.27028863106038264,0.0620438525435905,0.08299311774024212,0.7735041402384392,False,0.0027870677951901124,0.01085738256131583,2.4893280255591312,0.7435334737377494,2.291311238139927,0.13243764883668396,False,0.06047510581398363,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8929014800484504,0.08667190686839014,0.02042661308315931,4.249965680719876,0.001079732667752964,False,False,True,False,044 HedgeAgents,HedgeAgents is framed as balanced-aware trading; this proxy tests quality/value alpha with explicit low beta/downside-risk control.,rank(qmj)+rank(be_me)+rank(ope_be)-rank(rvol_252d)-rank(beta_252d)-rank(betadown_252d),long_short_decile_value_weighted,False,0.1602467030046278,0.031829452119576,0.0011567696063075,0.0230959759292571,0.8793105922307621,0.0004804268012594
paper_alpha_gpt_interactive_formula,0.4407875976368521,0.026996797679453365,1.5218212548918977,0.3869078821331601,3.227451467401463,0.07353934718988789,False,0.10117659433740911,0.016859890137461253,2.4845473567840703,0.7772047070973849,2.5035362219722246,0.11593098197950205,False,0.06603623697028471,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.876740262970788,0.08397299455716063,0.039286742472051384,4.2530013813458964,0.00411543329377384,False,False,True,False,011 Alpha-GPT,Alpha-GPT is a human-AI interactive formulaic alpha mining system that summarizes and modifies top-performing symbolic alphas.,rank(be_me)+rank(ret_12_1)+rank(ope_be)+rank(gp_me)-rank(debt_at),long_short_decile_value_weighted,False,0.1469914115797572,0.0288646855523897,0.001311969600806,0.0189937909322126,0.8904773620275964,0.0003951119207727
repo_alphaagent_decay_resistant_quality,0.8671904075825083,0.0516447008634494,3.1634363487473673,0.7511416949866825,12.16433313557237,0.0005691522648364105,True,0.33021803735981237,0.01994487242931151,2.482985649836876,0.8359940021487254,2.896605547366039,0.09106806302624793,False,0.07631851032447656,4.228558585640233,0.6891959890939233,4.248885948052123,0.9099081879613649,0.09009181203863517,4.248885948052123,0.8701779306181986,0.07732735109479418,0.05249471828700728,4.255964364245091,0.007078416192968007,True,False,True,False,003 AlphaAgent,"AlphaAgent regularizes LLM factor search for originality, hypothesis consistency, and complexity control to counter alpha decay and crowding.",rank(ope_be)+rank(ocf_me)+rank(qmj_safety)+rank(at_turnover)-rank(oaccruals_at)-rank(eqnetis_me)-rank(debt_gr1),long_short_decile_value_weighted,True,4.263717671948606,0.8896780849699887,0.0386072739075827,18.04445534208056,2.888206102173848e-05,0.3252555720608092
