formation_month,research_start,research_end,research_months,validation_start,validation_end,validation_months,explored_candidate_count,branch_winner_count,finalist_count,selected_solution,selected_members,selected_solution_size,selected_validation_score,finite_scores,winner__momentum_trend,training_score__momentum_trend,validation_score__momentum_trend,winner__valuation,training_score__valuation,validation_score__valuation,winner__profitability_quality,training_score__profitability_quality,validation_score__profitability_quality,winner__financial_safety,training_score__financial_safety,validation_score__financial_safety,winner__fundamental_surprise,training_score__fundamental_surprise,validation_score__fundamental_surprise,winner__low_risk,training_score__low_risk,validation_score__low_risk
2008-02-29,1998-02-28,2006-01-31,96,2006-02-28,2008-01-31,24,24,6,8,single__low_risk,low_risk__leader,1,0.0070583388798346434,996,momentum_trend__leader,0.013471857508674957,-0.022278752965986727,valuation__pair_mean,0.006036271182232055,-0.05137581261096533,profitability_quality__consensus_median,0.01654418924984733,-0.013807390279526838,financial_safety__all_mean,-0.006079095923815542,-0.031159124142956574,fundamental_surprise__leader,-0.0004424186544002744,0.0006241733457239985,low_risk__leader,-0.0038895895694009072,0.0070583388798346434
2008-03-31,1998-03-31,2006-02-28,96,2006-03-31,2008-02-29,24,24,6,8,single__low_risk,low_risk__leader,1,0.02285338896102377,994,momentum_trend__leader,0.013992803139752378,-0.03148919064877446,valuation__leader,0.004217857248733532,-0.03812033359366449,profitability_quality__consensus_median,0.01856302658953931,-0.01789165651448037,financial_safety__all_mean,-0.003800236280810617,-0.031082029311736578,fundamental_surprise__leader,-0.00011888444484727152,0.0023647593175627896,low_risk__leader,-0.00648108227901446,0.02285338896102377
2008-04-30,1998-04-30,2006-03-31,96,2006-04-30,2008-03-31,24,24,6,8,single__low_risk,low_risk__leader,1,0.018850842462382066,992,momentum_trend__leader,0.014128381219797388,-0.029351512528911154,valuation__pair_mean,0.0056025600262533705,-0.056048199653776457,profitability_quality__consensus_median,0.01745002302251595,-0.020694797277033352,financial_safety__all_mean,-0.006340861573787869,-0.025581561955178907,fundamental_surprise__leader,-0.00018937887050888506,-0.0007152558322036876,low_risk__leader,-0.005668621052912208,0.018850842462382066
2008-05-31,1998-05-31,2006-04-30,96,2006-05-31,2008-04-30,24,24,6,8,single__low_risk,low_risk__leader,1,0.01194125195401079,991,momentum_trend__leader,0.010219603347504939,-0.001963015507370748,valuation__pair_mean,0.006647461569965981,-0.06098827309437628,profitability_quality__consensus_median,0.01583235443274046,-0.0067992875547371965,financial_safety__all_mean,-0.007250573406795809,-0.014091497461085203,fundamental_surprise__leader,-0.0004179429349223168,0.0045478931416772055,low_risk__leader,-0.0051136679769566325,0.01194125195401079
2008-06-30,1998-06-30,2006-05-31,96,2006-06-30,2008-05-31,24,24,6,8,single__low_risk,low_risk__leader,1,0.012951230779465424,990,momentum_trend__leader,0.007659886896370278,0.0016307975743068484,valuation__pair_mean,0.009847257882126214,-0.08230762603023387,profitability_quality__consensus_median,0.014904761090403068,-0.007768096427457439,financial_safety__all_mean,-0.009326309917142395,-0.009489638122106937,fundamental_surprise__leader,-0.0004683859233455302,0.0030142762195745736,low_risk__leader,-0.004096960788943279,0.012951230779465424
2008-07-31,1998-07-31,2006-06-30,96,2006-07-31,2008-06-30,24,24,6,8,single__momentum_trend,momentum_trend__leader,1,0.018442259235018486,974,momentum_trend__leader,0.004542518731682734,0.018442259235018486,valuation__leader,0.01254995492735567,-0.06634949214793674,profitability_quality__all_mean,0.014238521257015465,-0.0032112498197116902,financial_safety__all_mean,-0.009966160071008947,-0.005048573314536181,fundamental_surprise__leader,-4.107481952996157e-05,0.001889347363063421,low_risk__leader,-0.0015445562527579386,0.007985120852112434
2008-08-31,1998-08-31,2006-07-31,96,2006-08-31,2008-07-31,24,24,6,8,single__momentum_trend,momentum_trend__leader,1,0.02407856872438068,979,momentum_trend__leader,0.0011451765731118578,0.02407856872438068,valuation__pair_mean,0.011675202975980365,-0.07955853654640078,profitability_quality__consensus_median,0.01332789866932199,0.0018442908436897398,financial_safety__all_mean,-0.010172969084435518,-0.005033592473225764,fundamental_surprise__leader,-0.001369481630223656,0.005022109224255202,low_risk__leader,-0.004676204010692235,0.0013015260391573934
2008-09-30,1998-09-30,2006-08-31,96,2006-09-30,2008-08-31,24,24,6,8,single__momentum_trend,momentum_trend__leader,1,0.03096609599872733,980,momentum_trend__leader,-4.201965384779613e-05,0.03096609599872733,valuation__pair_mean,0.011917571430658937,-0.06492538334172289,profitability_quality__consensus_median,0.014434340905718565,-0.004727327727003449,financial_safety__all_mean,-0.009524318784197286,-0.013671023387358195,fundamental_surprise__leader,-0.002557427805402643,0.01058677657908173,low_risk__leader,-0.004370708954320641,0.00702906172575089
2008-10-31,1998-10-31,2006-09-30,96,2006-10-31,2008-09-30,24,24,6,8,single__momentum_trend,momentum_trend__leader,1,0.031090097814234524,980,momentum_trend__leader,0.0024714953270603447,0.031090097814234524,valuation__pair_mean,0.012118061632998181,-0.06886810403770574,profitability_quality__all_mean,0.012943141355295716,0.003291395047813353,financial_safety__all_mean,-0.011640175586130877,0.0018711438209329904,fundamental_surprise__leader,-0.0016541787524801243,0.008451386594466165,low_risk__leader,-0.002907130840306575,0.022065446225884286
2008-11-30,1998-11-30,2006-10-31,96,2006-11-30,2008-10-31,24,24,6,8,single__momentum_trend,momentum_trend__leader,1,0.04541092603872651,984,momentum_trend__leader,0.0013553601714677808,0.04541092603872651,valuation__leader,0.013965741508736921,-0.05361067022837145,profitability_quality__all_mean,0.011793948923466675,0.007394918963654604,financial_safety__all_mean,-0.01339678105508274,0.012015981327666736,fundamental_surprise__leader,-0.00133846374896895,0.0048025752838329865,low_risk__leader,-0.003025835123609117,0.04188288724605288
2008-12-31,1998-12-31,2006-11-30,96,2006-12-31,2008-11-30,24,24,6,8,merge__top3,momentum_trend__leader|financial_safety__all_mean|low_risk__leader,3,0.03487554917825042,887,momentum_trend__leader,-0.0017930467131584173,0.029289753490284422,valuation__pair_mean,0.019656672382696774,-0.06691091265119857,profitability_quality__consensus_median,0.008308547088163289,0.019686754392266546,financial_safety__all_mean,-0.017405995590559685,0.028181589093887578,fundamental_surprise__leader,-0.0024925596747144884,0.010491754369586855,low_risk__leader,0.0006787284639757675,0.026799316944582274
2009-01-31,1999-01-31,2006-12-31,96,2007-01-31,2008-12-31,24,24,6,8,merge__top3,low_risk__leader|momentum_trend__leader|financial_safety__all_mean,3,0.040496473687980095,903,momentum_trend__leader,-0.0038822772000656446,0.026708181867606734,valuation__pair_mean,0.02130565924996799,-0.06789694707523455,profitability_quality__all_mean,0.009049498421200787,0.014785588751835301,financial_safety__all_mean,-0.017753573590429922,0.026310692857962573,fundamental_surprise__leader,-0.0024452659330178473,0.011326120784938262,low_risk__leader,0.0014526740567126044,0.03930632532166056
2009-02-28,1999-02-28,2007-01-31,96,2007-02-28,2009-01-31,24,24,6,8,single__low_risk,low_risk__leader,1,0.039884195787709416,996,momentum_trend__leader,-0.003663340914917365,0.016517395426479252,valuation__leader,0.020739866168006306,-0.07237215016412708,profitability_quality__consensus_median,0.00840229869285221,0.025803781591739745,financial_safety__all_mean,-0.017756819179107212,0.03929078300960597,fundamental_surprise__leader,-0.002179601238217925,0.006818111457939766,low_risk__leader,0.0002856116048450194,0.039884195787709416
2009-03-31,1999-03-31,2007-02-28,96,2007-03-31,2009-02-28,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.05113857689943187,995,momentum_trend__leader,-0.0024131977741105558,0.0006500777977915262,valuation__leader,0.021825415927477894,-0.0709235231782801,profitability_quality__pair_mean,0.009098712923597539,0.05113857689943187,financial_safety__all_mean,-0.017587440740345073,0.042943954059451624,fundamental_surprise__leader,-0.0009480038662569726,-0.005023169972552831,low_risk__leader,0.0026141466090742575,0.048354774720973936
2009-04-30,1999-04-30,2007-03-31,96,2007-04-30,2009-03-31,24,24,6,8,single__financial_safety,financial_safety__all_mean,1,0.0496596710123008,933,momentum_trend__leader,0.0005683463702207021,-0.023656401856760607,valuation__leader,0.02022195361502834,-0.07070452973645174,profitability_quality__consensus_median,0.010283894313461744,0.030028661020616503,financial_safety__all_mean,-0.01615910076965503,0.0496596710123008,fundamental_surprise__leader,-0.0003659492254163366,-0.00565675742157755,low_risk__leader,0.001782793204335737,0.048667593448961856
2009-05-31,1999-05-31,2007-04-30,96,2007-05-31,2009-04-30,24,24,6,8,single__financial_safety,financial_safety__all_mean,1,0.0480264129415732,932,momentum_trend__leader,0.0015983651250880485,-0.04006334255312616,valuation__leader,0.017659385318307123,-0.05647800096022089,profitability_quality__all_mean,0.010001113798224506,0.02915681416205336,financial_safety__all_mean,-0.016589788856372932,0.0480264129415732,fundamental_surprise__leader,-0.0007739635212766138,-0.004170752492148423,low_risk__leader,-0.0016030075436002378,0.03221893913930014
2009-06-30,1999-06-30,2007-05-31,96,2007-06-30,2009-05-31,24,24,6,8,merge__top3,profitability_quality__pair_mean|low_risk__leader|financial_safety__all_mean,3,0.04887176084669228,934,momentum_trend__pair_mean,-0.00010466472584483646,-0.040699412817919896,valuation__leader,0.01988952280385705,-0.06011648382625728,profitability_quality__pair_mean,0.009090217095553238,0.04820797201160987,financial_safety__all_mean,-0.017816896380991955,0.04167991604806312,fundamental_surprise__leader,-0.001681363038011652,-0.0018818663705241758,low_risk__leader,0.0004675843023384772,0.04577800849143114
2009-07-31,1999-07-31,2007-06-30,96,2007-07-31,2009-06-30,24,24,6,8,single__financial_safety,financial_safety__all_mean,1,0.027914337856948357,935,momentum_trend__pair_mean,0.00033689051907453624,-0.054919658439756255,valuation__leader,0.016977925885331313,-0.04649719299726465,profitability_quality__all_mean,0.009537058697267972,0.018316645522319916,financial_safety__all_mean,-0.01629667098281232,0.027914337856948357,fundamental_surprise__leader,-0.0007092945262688307,-0.014106733647139715,low_risk__leader,-0.00046619383408253237,0.018838558618553533
2009-08-31,1999-08-31,2007-07-31,96,2007-08-31,2009-07-31,24,24,6,8,single__financial_safety,financial_safety__all_mean,1,0.010785074253433433,934,momentum_trend__pair_mean,-0.0014076013298039598,-0.057157682600362233,valuation__leader,0.01704827261628621,-0.03527430495717601,profitability_quality__all_mean,0.010534946339372972,0.0034570428692227376,financial_safety__all_mean,-0.01558727951038081,0.010785074253433433,fundamental_surprise__leader,6.223039567409671e-05,-0.018274158733673107,low_risk__leader,0.0024785031857193635,0.0033588812136202614
2009-09-30,1999-09-30,2007-08-31,96,2007-09-30,2009-08-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.011483943909114204,922,momentum_trend__pair_mean,-0.0006582004417259382,-0.06246400542647754,valuation__leader,0.01696685057803338,-0.028975820871451407,profitability_quality__all_mean,0.009622972822599156,0.011483943909114204,financial_safety__all_mean,-0.016833985695000383,0.011160273320127163,fundamental_surprise__leader,0.00016888139867723365,-0.025738239708653972,low_risk__leader,0.0035432547984812802,-0.020446220218471735
2009-10-31,1999-10-31,2007-09-30,96,2007-10-31,2009-09-30,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.04022371116389908,997,momentum_trend__pair_mean,0.00043216837700125674,-0.08545978054972714,valuation__leader,0.01697091212795795,-0.03246858073907684,profitability_quality__pair_mean,0.010192158595984551,0.04022371116389908,financial_safety__all_mean,-0.017584648855174065,0.016695564946852714,fundamental_surprise__leader,0.0011305796340355563,-0.03362300928291734,low_risk__leader,0.003990169197013286,-0.005092767484670441
2009-11-30,1999-11-30,2007-10-31,96,2007-11-30,2009-10-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.03669452662695327,999,momentum_trend__pair_mean,-0.0016584455371267647,-0.07093724998179375,valuation__consensus_median,0.020314302153046936,-0.02374413958999592,profitability_quality__pair_mean,0.009239300888193464,0.03669452662695327,financial_safety__all_mean,-0.018988738263012298,0.013528786261928025,fundamental_surprise__leader,0.001324941283064953,-0.03208162177027715,low_risk__leader,0.010689720961173568,-0.0004772224043099807
2009-12-31,1999-12-31,2007-11-30,96,2007-12-31,2009-11-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.010823846356439548,917,momentum_trend__pair_mean,-0.002702037467945659,-0.05653398025098068,valuation__consensus_median,0.02254870688050768,-0.009191674685663098,profitability_quality__all_mean,0.009688017589425545,0.010823846356439548,financial_safety__all_mean,-0.018730016494206726,0.007896990822366869,fundamental_surprise__leader,0.0008296310508048065,-0.02407109303514244,low_risk__leader,0.014790164324446953,0.009358611600634198
2010-01-31,2000-01-31,2007-12-31,96,2008-01-31,2009-12-31,24,24,6,8,merge__top3,low_risk__leader|profitability_quality__all_mean|financial_safety__all_mean,3,0.013775851792580335,907,momentum_trend__pair_mean,-0.007090718682254962,-0.064657796137735,valuation__consensus_median,0.02556491069550544,-0.0167777533928301,profitability_quality__all_mean,0.01085682811184359,0.012150996189012818,financial_safety__all_mean,-0.018857397521280045,0.010913861526175142,fundamental_surprise__leader,-0.0001701750693828656,-0.015323841880445633,low_risk__leader,0.014446238553968649,0.013086270274118891
2010-02-28,2000-02-29,2008-01-31,96,2008-02-29,2010-01-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.006880921878262799,914,momentum_trend__pair_mean,-0.008662924138755993,-0.06472319284689251,valuation__consensus_median,0.029424310420931667,-0.011017471894175668,profitability_quality__all_mean,0.012058227068426266,0.006880921878262799,financial_safety__all_mean,-0.019667961264033067,0.002498905100877028,fundamental_surprise__leader,0.00018028821641005808,-0.018880465260699076,low_risk__leader,0.022100529893321397,-0.01309832139313603
2010-03-31,2000-03-31,2008-02-29,96,2008-03-31,2010-02-28,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.005553052796561283,912,momentum_trend__pair_mean,-0.002683409172868252,-0.07554009889693988,valuation__consensus_median,0.025022030935019344,-0.0040782608814305624,profitability_quality__all_mean,0.01110239130859595,0.005553052796561283,financial_safety__all_mean,-0.0180117702713253,0.0004375948651414406,fundamental_surprise__leader,-0.0002212017814034791,-0.01799339864398826,low_risk__leader,0.018771003865281414,-0.03088249822733904
2010-04-30,2000-04-30,2008-03-31,96,2008-04-30,2010-03-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.0015373859433301783,910,momentum_trend__pair_mean,0.0005510796592197234,-0.07242953201858066,valuation__consensus_median,0.020928495690855607,-0.0008477283034587484,profitability_quality__all_mean,0.00997053096522171,0.0015373859433301783,financial_safety__all_mean,-0.01711625402738055,-0.005474033189884235,fundamental_surprise__leader,-0.0015853409159813899,-0.01962921530519427,low_risk__leader,0.012823833893159636,-0.030805910617317182
2010-05-31,2000-05-31,2008-04-30,96,2008-05-31,2010-04-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.012480666927595068,913,momentum_trend__pair_mean,0.006281757326750324,-0.0736901500809499,valuation__consensus_median,0.015841250348211208,-0.0030176857150261355,profitability_quality__all_mean,0.010036548589162085,0.012480666927595068,financial_safety__all_mean,-0.015172887992475827,0.003292397412825658,fundamental_surprise__leader,-0.0005228030454759247,-0.027389968035868982,low_risk__leader,0.008737620928167676,-0.03539775961401255
2010-06-30,2000-06-30,2008-05-31,96,2008-06-30,2010-05-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.007048832114395718,909,momentum_trend__pair_mean,0.0063733389243225205,-0.10068919724188731,valuation__all_mean,0.021078666574211914,-0.01454313203580411,profitability_quality__all_mean,0.011520918225956283,0.007048832114395718,financial_safety__all_mean,-0.01560202053654866,0.0012835414544526136,fundamental_surprise__leader,0.0006832772682156471,-0.03841206111626306,low_risk__leader,0.014725092822125179,-0.016738871070555987
2010-07-31,2000-07-31,2008-06-30,96,2008-07-31,2010-06-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.0017712991506000017,912,momentum_trend__pair_mean,0.005638901650043982,-0.08033978887430095,valuation__all_mean,0.01739280314722074,-0.01649238257636922,profitability_quality__all_mean,0.012328992867376763,0.0017712991506000017,financial_safety__all_mean,-0.013607273561180595,-0.007604422278454393,fundamental_surprise__leader,0.0005669294504816701,-0.03478105118639235,low_risk__leader,0.013557878913321938,-0.018630564963422316
2010-08-31,2000-08-31,2008-07-31,96,2008-08-31,2010-07-31,24,24,6,8,single__low_risk,low_risk__leader,1,0.009650758311288355,997,momentum_trend__pair_mean,7.15280492670188e-05,-0.058831016995569405,valuation__consensus_median,0.019662667778384595,-0.002299680878992237,profitability_quality__all_mean,0.013668278498406988,0.0026090520525145575,financial_safety__all_mean,-0.013573904899402692,-0.0016058027007618408,fundamental_surprise__leader,-0.0010473859190628602,-0.028439105978980923,low_risk__leader,0.016553404668105374,0.009650758311288355
2010-09-30,2000-09-30,2008-08-31,96,2008-09-30,2010-08-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.010100876517815762,912,momentum_trend__leader,-0.002030111066045011,-0.07329099942000097,valuation__all_mean,0.019121984133926528,-0.04944919735852138,profitability_quality__all_mean,0.014103906752342438,0.010100876517815762,financial_safety__all_mean,-0.012078711387221004,0.004741118464390539,fundamental_surprise__leader,-0.0011353361050003676,-0.017648018174353877,low_risk__leader,0.016129776857611956,-0.0026475432663522
2010-10-31,2000-10-31,2008-09-30,96,2008-10-31,2010-09-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.0059787734789579945,915,momentum_trend__leader,0.0022655770097416254,-0.06832678622789498,valuation__all_mean,0.017987797518612646,-0.05309271547067468,profitability_quality__all_mean,0.013784393352837758,0.0059787734789579945,financial_safety__all_mean,-0.009438968271578028,-0.0033118679213128867,fundamental_surprise__leader,-0.0004322097956376992,-0.02147227003392994,low_risk__leader,0.015858267294280977,-0.027779346214616293
2010-11-30,2000-11-30,2008-10-31,96,2008-11-30,2010-10-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.007382016020539436,913,momentum_trend__leader,0.007635395411529949,-0.07880250367475952,valuation__all_mean,0.01412591182900606,-0.06383034111891193,profitability_quality__all_mean,0.012093859138310946,0.007382016020539436,financial_safety__all_mean,-0.007054081986057902,-0.0010908611805948085,fundamental_surprise__leader,-0.00010569213585538955,-0.01945188773920708,low_risk__leader,0.012124204560505406,-0.042398397432572794
2010-12-31,2000-12-31,2008-11-30,96,2008-12-31,2010-11-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.0021716854909568043,911,momentum_trend__leader,0.004698622752813884,-0.08131236147043638,valuation__all_mean,0.011541253902722924,-0.053628358391937234,profitability_quality__all_mean,0.01273624320748527,0.0021716854909568043,financial_safety__all_mean,-0.00574761542750739,-0.007382870524777376,fundamental_surprise__leader,0.0003005839557514538,-0.02021971923247176,low_risk__leader,0.010410400446196632,-0.04684208889350931
2011-01-31,2001-01-31,2008-12-31,96,2009-01-31,2010-12-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.004705902223060199,907,momentum_trend__leader,0.010558746014468531,-0.0890604944189109,valuation__all_mean,0.01106428174945459,-0.04244438931818239,profitability_quality__all_mean,0.012483328898408221,0.004705902223060199,financial_safety__all_mean,-0.006276480930448122,-0.004297343229847347,fundamental_surprise__leader,0.0018743208057012302,-0.02633059135618537,low_risk__leader,0.01624346331396261,-0.076687889769111
2011-02-28,2001-02-28,2009-01-31,96,2009-02-28,2011-01-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.00040528399588778304,908,momentum_trend__leader,0.00826276444183835,-0.08989708647793115,valuation__all_mean,0.004206538191433495,-0.04169964312260756,profitability_quality__all_mean,0.01390742373987945,0.00040528399588778304,financial_safety__all_mean,-0.0015393266797024182,-0.011482096628931954,fundamental_surprise__leader,0.001970797395764748,-0.03174168892176903,low_risk__leader,0.011766534013989298,-0.09079661158533436
2011-03-31,2001-03-31,2009-02-28,96,2009-03-31,2011-02-28,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.016604413656377194,995,momentum_trend__leader,0.0027509452221252013,-0.06611363201708303,valuation__all_mean,0.0004762323226867003,-0.04629307940359262,profitability_quality__pair_mean,0.012902355987704088,0.016604413656377194,financial_safety__all_mean,-0.0003855709695324717,-0.013855102296679654,fundamental_surprise__leader,0.0001959348069967273,-0.02207451777920302,low_risk__leader,0.005500253519963645,-0.068949988508464
2011-04-30,2001-04-30,2009-03-31,96,2009-04-30,2011-03-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.0187368145277439,999,momentum_trend__leader,-0.0005616637413156343,-0.02182178735593747,valuation__all_mean,0.0039636309233703725,-0.05035911699763857,profitability_quality__pair_mean,0.012924318846794383,0.0187368145277439,financial_safety__all_mean,-0.002364296392565847,-0.009405673237567497,fundamental_surprise__leader,-0.0006933250734643343,-0.021789772549290275,low_risk__leader,0.004441495687356273,-0.06302902424992203
2011-05-31,2001-05-31,2009-04-30,96,2009-05-31,2011-04-30,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.006034493275358597,918,momentum_trend__leader,-0.0055812042689337375,-0.013750527295794615,valuation__leader,0.0050341734332226586,-0.021890124860209526,profitability_quality__all_mean,0.012897036651992435,0.006034493275358597,financial_safety__all_mean,-0.0033779238947868728,-0.004066912004477602,fundamental_surprise__leader,-0.0006896774792250794,-0.014032747084916142,low_risk__leader,0.0011127282962785263,-0.027031264629174052
2011-06-30,2001-06-30,2009-05-31,96,2009-06-30,2011-05-31,24,24,6,8,single__profitability_quality,profitability_quality__all_mean,1,0.005473806534571333,910,momentum_trend__leader,-0.0035041955860094925,-0.011777993217077317,valuation__leader,0.004169997593807677,-0.021877635026958123,profitability_quality__all_mean,0.01310237028435617,0.005473806534571333,financial_safety__all_mean,-0.0030896165480216835,-0.005490776104047025,fundamental_surprise__leader,0.0008361449109888005,-0.016203615256654987,low_risk__leader,0.004011507454885436,-0.03642083940994152
2011-07-31,2001-07-31,2009-06-30,96,2009-07-31,2011-06-30,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.023586999393665903,998,momentum_trend__leader,-0.00837700766401374,0.009981112731558984,valuation__leader,0.004706672660523135,-0.0287412878478921,profitability_quality__pair_mean,0.01073192851276824,0.023586999393665903,financial_safety__all_mean,-0.004880697319354106,-0.003181468189724118,fundamental_surprise__leader,-0.00011865784691785647,-0.0013068377706968626,low_risk__leader,-0.001613480559289792,-0.02506048413885293
2011-08-31,2001-08-31,2009-07-31,96,2009-08-31,2011-07-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.03896115225593883,1000,momentum_trend__leader,-0.013155350155843397,0.01343262581837572,valuation__leader,0.0056009365182192235,-0.03512051572189148,profitability_quality__pair_mean,0.008661962877894936,0.03896115225593883,financial_safety__all_mean,-0.0064247236947671555,0.011870068209913993,fundamental_surprise__leader,-0.0005426474202653887,0.0012542382043919263,low_risk__leader,-0.00655563393661723,-0.015693942559323496
2011-09-30,2001-09-30,2009-08-31,96,2009-09-30,2011-08-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.037577029138759904,996,momentum_trend__pair_mean,-0.01754378471469446,-0.004528257046235299,valuation__leader,0.005614577440809759,-0.0421655472145942,profitability_quality__pair_mean,0.010877854065523024,0.037577029138759904,financial_safety__all_mean,-0.006118950284592202,0.019313198623001075,fundamental_surprise__leader,-0.0022840907632296955,-0.003894399019600672,low_risk__leader,-0.012922633172790264,-0.002527747860575233
2011-10-31,2001-10-31,2009-09-30,96,2009-10-31,2011-09-30,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.028327826165638944,1000,momentum_trend__leader,-0.015398161396217084,0.01508528477785258,valuation__leader,0.005045980913431636,-0.03256568880790664,profitability_quality__pair_mean,0.01077580393080544,0.028327826165638944,financial_safety__all_mean,-0.005539904420317162,0.007880412043443972,fundamental_surprise__leader,-0.0024605886318455937,0.00018367408684615526,low_risk__leader,-0.006890423523483494,-0.03798547882470735
2011-11-30,2001-11-30,2009-10-31,96,2009-11-30,2011-10-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.03307646937294126,996,momentum_trend__leader,-0.011079627578584869,0.015058311117993758,valuation__leader,0.004534946554869489,-0.03247279177731373,profitability_quality__pair_mean,0.009646587990563648,0.03307646937294126,financial_safety__all_mean,-0.006532530680151107,0.009235737802937844,fundamental_surprise__leader,0.00012093370073473168,0.003591357328799267,low_risk__leader,-0.002901516187319368,-0.03110880833976365
2011-12-31,2001-12-31,2009-11-30,96,2009-12-31,2011-11-30,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.03410750274932928,996,momentum_trend__leader,-0.010213406294408494,0.011012116224043545,valuation__leader,0.003640183206894238,-0.024690055883755807,profitability_quality__pair_mean,0.00852614561642191,0.03410750274932928,financial_safety__all_mean,-0.00796511576900241,0.01729197896174316,fundamental_surprise__leader,-9.147468558217634e-05,-0.006451713656204531,low_risk__leader,-0.003946774784506023,-0.02507196820582647
2012-01-31,2002-01-31,2009-12-31,96,2010-01-31,2011-12-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.0431386527335762,998,momentum_trend__pair_mean,-0.01434581171345449,-0.007795742438589686,valuation__leader,0.004838805496924064,-0.02690175013751142,profitability_quality__pair_mean,0.006104542387566109,0.0431386527335762,financial_safety__all_mean,-0.0091989347684262,0.018465658368356598,fundamental_surprise__leader,0.0008223805377518441,-0.0019161258566171707,low_risk__leader,-0.0039874346332259905,-0.018001633318022202
2012-02-29,2002-02-28,2010-01-31,96,2010-02-28,2012-01-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.0394585054073994,999,momentum_trend__pair_mean,-0.01350590532181594,-0.02639002406238245,valuation__leader,0.002188734119735485,-0.02555254675585316,profitability_quality__pair_mean,0.006933117119600887,0.0394585054073994,financial_safety__all_mean,-0.008564664052858263,0.020900384456112947,fundamental_surprise__leader,8.957691871456369e-05,-0.0004982259814212469,low_risk__leader,-0.009362833315348052,-0.0062825891802141196
2012-03-31,2002-03-31,2010-02-28,96,2010-03-31,2012-02-29,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.037414290404449185,996,momentum_trend__pair_mean,-0.01022389213234485,-0.020065901185156755,valuation__leader,0.0016432364810269884,-0.03529751309269227,profitability_quality__pair_mean,0.00643465682641786,0.037414290404449185,financial_safety__all_mean,-0.00844860949892704,0.02088736266839318,fundamental_surprise__leader,0.0011984519846044228,-0.0022346588405869083,low_risk__leader,-0.008447488014423613,0.006264164294736708
2012-04-30,2002-04-30,2010-03-31,96,2010-04-30,2012-03-31,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.040555133046422887,998,momentum_trend__pair_mean,-0.011596061631159567,-0.019414541374888204,valuation__leader,0.001716958247540588,-0.03799114828865065,profitability_quality__pair_mean,0.005743683234082007,0.040555133046422887,financial_safety__all_mean,-0.01025687776038849,0.027593931960139064,fundamental_surprise__leader,-0.0009169779502581727,0.0027409058369009844,low_risk__leader,-0.011909845233773652,0.010870870973153632
2012-05-31,2002-05-31,2010-04-30,96,2010-05-31,2012-04-30,24,24,6,8,single__profitability_quality,profitability_quality__pair_mean,1,0.022965119192197358,1000,momentum_trend__pair_mean,-0.012418150218443051,-0.010785736158848872,valuation__leader,0.0005525665964256597,-0.044392509677718246,profitability_quality__pair_mean,0.0074131336304113764,0.022965119192197358,financial_safety__all_mean,-0.008396123244671526,0.01449028487457341,fundamental_surprise__leader,-0.0021854407972537173,0.00176685626936526,low_risk__leader,-0.011763177352271193,-0.005045888958351799
