month,signal_month,candidate_id,construction,candidate_return,n_stocks
1999-08-31,1999-07-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.0349494023980907,994.0
1999-09-30,1999-08-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.025376235697694288,983.0
1999-10-31,1999-09-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.030927345450101142,968.0
1999-11-30,1999-10-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.02714887504490515,952.0
1999-12-31,1999-11-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.046841775484453355,958.0
2000-01-31,1999-12-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.06560971223589893,957.0
2000-02-29,2000-01-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.011307789525829181,975.0
2000-03-31,2000-02-29,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.08858326074047433,968.0
2000-04-30,2000-03-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.0061846427790853,964.0
2000-05-31,2000-04-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.013955746831944974,1026.0
2000-06-30,2000-05-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.01684940611583227,1004.0
2000-07-31,2000-06-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.01318294524506766,981.0
2000-08-31,2000-07-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.07174144657611392,981.0
2000-09-30,2000-08-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.023722720232817792,987.0
2000-10-31,2000-09-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.0059601625982903675,977.0
2000-11-30,2000-10-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.0603991228052092,981.0
2000-12-31,2000-11-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.05161130624329907,945.0
2001-01-31,2000-12-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.06024488786304033,943.0
2001-02-28,2001-01-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.06007894015175059,947.0
2001-03-31,2001-02-28,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.05558036816997164,933.0
2001-04-30,2001-03-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.08442422842986153,921.0
2001-05-31,2001-04-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.014709270707513987,1000.0
2001-06-30,2001-05-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.008705785319786977,996.0
2001-07-31,2001-06-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.006484716270299514,991.0
2001-08-31,2001-07-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.04246034085067192,976.0
2001-09-30,2001-08-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.11961161856706355,971.0
2001-10-31,2001-09-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.06306088189139272,954.0
2001-11-30,2001-10-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.0854795608271609,971.0
2001-12-31,2001-11-30,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.049252190046560396,968.0
2002-01-31,2001-12-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,0.009857001763635282,955.0
2002-02-28,2002-01-31,guru_buffett_quality_compounder,jkp_tercile_vw_cap,-0.00690359398453324,924.0
