book_id,candidate_id,construction,n_overlap_months,overlap_start,overlap_end,book_n_factors_median,book_ann_mean,book_ann_vol,book_sharpe,book_max_drawdown,candidate_ann_mean,candidate_ann_vol,candidate_sharpe,candidate_max_drawdown,literal_equal_sleeve_weight,literal_book_plus_candidate_sharpe,literal_delta_sharpe,literal_ann_mean,literal_ann_vol,blend50_sharpe,blend50_delta_sharpe,blend50_ann_mean,blend50_ann_vol,best_candidate_weight,best_blend_sharpe,best_blend_ann_mean,best_blend_ann_vol,best_delta_sharpe,alpha_status,alpha_annualized_vs_book,alpha_tstat_hac_vs_book,beta_to_book,residual_ann_vol,appraisal_ratio_vs_book,information_ratio_vs_book,correlation_to_book,r_squared_vs_book,grs_f_vs_book,grs_p_value_vs_book,grs_reject_5pct_vs_book
jkp119_significant_metadata_long_only,guru_equal_weight_style_ensemble,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10813395150187252,0.16202224550554606,0.6674018815408348,-0.494430833385486,0.008333333333333333,0.5585138745855082,0.0009774010034480085,0.09669560834011506,0.17313018125445157,0.6149350168897639,0.057398543307703775,0.10236671965560826,0.16646754021808935,1.0,0.6674018815408348,0.10813395150187252,0.16202224550554606,0.10986540795877464,ok,0.020325529155754578,2.4007885124744313,0.9089946990135521,0.03803914119676633,0.5343319674494237,0.5343319674494237,0.9720491918680738,0.9448796314113772,7.0496441881076874,0.008347245000115995,True
jkp119_significant_metadata_long_only,guru_two_winner_equal_weight_combo,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10893603837666016,0.16494695257998981,0.6604307425675683,-0.4930729402807622,0.008333333333333333,0.5584467713384125,0.0009102977563523185,0.09670229239740499,0.17316295367890036,0.6109791168183553,0.053442643236295106,0.10276776309300209,0.16820176052523744,1.0,0.6604307425675683,0.10893603837666016,0.16494695257998981,0.10289426898550813,ok,0.018930965589513474,2.775966394769216,0.9317344721825797,0.03386321504144199,0.5590421809135857,0.5590421809135857,0.9786995921002758,0.9578528915772465,7.716743021497756,0.00581234949550652,True
jkp119_significant_metadata_long_only,guru_buffett_quality_compounder,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10973812525144777,0.16902440629036428,0.6492442580329519,-0.49198481534422855,0.008333333333333333,0.5583794514106064,0.0008429778285462541,0.09670897645469487,0.1731958011892876,0.6061041576531239,0.04856768407106371,0.1031688065303959,0.17021629901017749,1.0,0.6492442580329519,0.10973812525144777,0.16902440629036428,0.09170778445089178,ok,0.01753640202327238,2.6311398272773805,0.9544742453516071,0.0349410368404062,0.5018855651986003,0.5018855651986003,0.9783997544356395,0.957266079479721,6.219483111471313,0.013168151143170678,True
jkp119_significant_metadata_long_only,guru_two_winner_equal_weight_combo,top1000_decile_vw,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10402330426764128,0.15160830452958335,0.6861319674434008,-0.4386869813135629,0.008333333333333333,0.5590350482024925,0.001498574620432347,0.0966613529464965,0.1729075006250485,0.6399437294253434,0.08240725584328323,0.10031139603849262,0.15675033823453546,1.0,0.6861319674434008,0.10402330426764128,0.15160830452958335,0.12859549386134062,ok,0.031173203962365295,2.058600116724228,0.7541458237238108,0.0768890413468803,0.40543103953825166,0.40543103953825166,0.8618543526047586,0.7427929251037687,4.058624499506705,0.044829489757405236,True
jkp119_significant_metadata_long_only,guru_buffett_quality_compounder,top1000_decile_vw,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10985545402989205,0.1631056175099924,0.673523424312237,-0.42952153041126506,0.008333333333333333,0.5591635405451418,0.0016270669630816803,0.09670995419451525,0.17295468531483724,0.6406659107248489,0.08312943714278875,0.10322747091961804,0.16112527479857097,1.0,0.673523424312237,0.10985545402989205,0.1631056175099924,0.11598695073017684,ok,0.033876952328746456,1.7796275749813146,0.7865311030541116,0.08962399174424053,0.37798977337921874,0.37798977337921874,0.8355039786862426,0.6980668984005424,3.5278083418044632,0.061307649136937696,False
jkp119_significant_metadata_long_only,guru_equal_weight_style_ensemble,top1000_decile_vw,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.09819115450539048,0.14824785677082084,0.6623445130622431,-0.4519934855419415,0.008333333333333333,0.5589048317951547,0.001368358213094556,0.09661275169847772,0.17286082746532316,0.6308873563602745,0.07335088277821433,0.09739532115736724,0.15437830569194141,1.0,0.6623445130622431,0.09819115450539048,0.14824785677082084,0.10480803948018291,ok,0.028469455595984138,1.9115599137268624,0.7217605443935093,0.07961867701705314,0.3575725779754718,0.3575725779754718,0.8435411118107783,0.7115616073149645,3.156990637916576,0.07660566303231214,False
jkp119_significant_metadata_long_only,guru_equal_weight_style_ensemble,top_decile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.11431999094316937,0.1650633220167041,0.6925826376595062,-0.5161163532848001,0.008333333333333333,0.5588477750497777,0.0013113014677175183,0.09674715866879258,0.1731189833585275,0.6320426488610859,0.0745061752790257,0.10545973937625672,0.1668554164284494,1.0,0.6925826376595062,0.11431999094316937,0.1650633220167041,0.13504616407744607,ok,0.027279905254448924,2.053584421850621,0.9010408612156338,0.05360830850241594,0.5088745759105514,0.5088745759105514,0.9457915829839973,0.8945217184433761,6.3939080972454105,0.01195880872586292,True
jkp119_significant_metadata_long_only,guru_two_winner_equal_weight_combo,top_decile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.11129473089693541,0.1714108229589124,0.6492864859741851,-0.5184698890245465,0.008333333333333333,0.5584798221592738,0.0009433485772136763,0.09672194816840729,0.17318790103185316,0.6094304040267555,0.05189393044469537,0.10394710935313972,0.1705643641444843,1.0,0.6492864859741851,0.11129473089693541,0.1714108229589124,0.09175001239212499,ok,0.019636775191028445,1.9344383574225699,0.9488451521276172,0.04852755789852012,0.4046520377574426,0.4046520377574426,0.959088410084497,0.9198505783584082,4.043042869304787,0.04523942106060708,True
jkp119_significant_metadata_long_only,guru_buffett_quality_compounder,top_decile_vw_cap,305,1999-08-31,2024-12-31,119.0,0.096599487809344,0.1732612885193172,0.5575364735820602,-0.5406691639217978,0.10826947085070143,0.18114551247555316,0.5976933646938295,-0.5214876888959684,0.008333333333333333,0.5581114134715542,0.000574939889494086,0.09669673766802199,0.173257051072564,0.5849318728768076,0.027395399294747436,0.1024344793300227,0.1751220681927114,1.0,0.5976933646938295,0.10826947085070143,0.18114551247555316,0.040156891111769344,ok,0.011993645127607975,1.1731730714610253,0.9966494430396015,0.054727045424177445,0.21915389428842422,0.21915389428842422,0.9532710158989206,0.9087256297529588,1.1858868884557274,0.2770261550725541,False
jkp153_all_metadata_long_only,guru_equal_weight_style_ensemble,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.10813395150187252,0.16202224550554606,0.6674018815408348,-0.494430833385486,0.006493506493506494,0.5481144035135804,0.0008287588540516477,0.09560888003380812,0.17443234372409488,0.6099673465154599,0.06268170185593114,0.10183048416173555,0.16694415650847402,1.0,0.6674018815408348,0.10813395150187252,0.16202224550554606,0.12011623688130602,ok,0.022279327529638276,2.3980699452698904,0.8987470438082664,0.04052045965447166,0.5498290917630206,0.5498290917630206,0.9682220899764592,0.937454015518384,7.471388282972297,0.006637201678857396,True
jkp153_all_metadata_long_only,guru_two_winner_equal_weight_combo,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.10893603837666016,0.16494695257998981,0.6604307425675683,-0.4930729402807622,0.006493506493506494,0.5480591751316547,0.0007735304721259162,0.09561408839013791,0.1744594246910828,0.6058437277939047,0.05855808313437594,0.10223152759912935,0.16874240486303482,1.0,0.6604307425675683,0.10893603837666016,0.16494695257998981,0.1131450979080395,ok,0.02079518712034939,2.792176807125044,0.9226798259692142,0.03563848289401235,0.5835037137297223,0.5835037137297223,0.9763800286228969,0.9533179602936493,8.414593222093568,0.003994709655820823,True
jkp153_all_metadata_long_only,guru_buffett_quality_compounder,jkp_tercile_vw_cap,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.10973812525144777,0.16902440629036428,0.6492442580329519,-0.49198481534422855,0.006493506493506494,0.5480038232283052,0.0007181785687764286,0.09561929674646773,0.1744865504462576,0.600827649688744,0.053542005029215245,0.10263257103652318,0.17081865504973262,1.0,0.6492442580329519,0.10973812525144777,0.16902440629036428,0.10195861337342316,ok,0.019311046711060494,2.80460618284014,0.9466126081301617,0.03562102859974757,0.5421249040292266,0.5421249040292266,0.9775410961226402,0.9555865946086539,7.263477470231479,0.0074299365884654975,True
jkp153_all_metadata_long_only,guru_two_winner_equal_weight_combo,top1000_decile_vw,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.10402330426764128,0.15160830452958335,0.6861319674434008,-0.4386869813135629,0.006493506493506494,0.5484969193380281,0.0012112746784993522,0.09558218751930012,0.1742620316530796,0.6341124120700582,0.08682676741052942,0.0997751605446199,0.1573461718229173,1.0,0.6861319674434008,0.10402330426764128,0.15160830452958335,0.138846322783872,ok,0.03256674047944544,2.1564777436795164,0.7480246548643353,0.07705684177308506,0.42263269205020254,0.42263269205020254,0.8612021002578627,0.7416690574885544,4.414403764764167,0.03646258161683841,True
jkp153_all_metadata_long_only,guru_buffett_quality_compounder,top1000_decile_vw,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.10985545402989205,0.1631056175099924,0.673523424312237,-0.42952153041126506,0.006493506493506494,0.5485910820099578,0.001305437350428984,0.09562005862165242,0.17430115391470538,0.6346110323022118,0.08732538764268305,0.10269123542574532,0.161817601961956,1.0,0.673523424312237,0.10985545402989205,0.1631056175099924,0.12623777965270822,ok,0.03512215792772642,1.8754746002807867,0.7823262841101144,0.08920101302113156,0.3937416934873378,0.3937416934873378,0.8372037436283168,0.7009101083452671,3.831498739001529,0.051215718453834935,False
jkp153_all_metadata_long_only,guru_equal_weight_style_ensemble,top1000_decile_vw,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.09819115450539048,0.14824785677082084,0.6623445130622431,-0.4519934855419415,0.006493506493506494,0.5484017475962901,0.0011161029367613429,0.09554431641694786,0.17422321653008932,0.6254393360915713,0.07815369143204254,0.09685908566349455,0.1548656761321985,1.0,0.6623445130622431,0.09819115450539048,0.14824785677082084,0.11505886840271429,ok,0.03001132303116446,1.978901464234903,0.7137230256185562,0.0803598925770796,0.373461462786031,0.373461462786031,0.8403369173912284,0.7061661347305919,3.4469696941716914,0.06433830672432798,False
jkp153_all_metadata_long_only,guru_equal_weight_style_ensemble,top_decile_vw_cap,305,1999-08-31,2024-12-31,153.0,0.09552701682159856,0.17454690754957905,0.5472856446595288,-0.5391174635827981,0.11431999094316937,0.1650633220167041,0.6925826376595062,-0.5161163532848001,0.006493506493506494,0.5483741331485649,0.001088488489036088,0.09564904912108929,0.17442297756078903,0.6271411236090693,0.07985547894954048,0.10492350388238397,0.16730445498227034,1.0,0.6925826376595062,0.11431999094316937,0.1650633220167041,0.14529699299997745,ok,0.02926957471951038,2.0854067464362305,0.8903284018854565,0.055636997896210835,0.526081129936448,0.526081129936448,0.941481531778081,0.8863874746792023,6.8399247822322575,0.009360416930071157,True
