path,sha256,bytes,active_result_figure,status,paper_result_credit
appendix_figure/10k10q.png,4adec226a6b52427d378b41a59698b8d8a09e6ea55b2f8dc00e50d9eb3b4294d,164928,False,informational_or_unused_paper_asset,False
appendix_figure/news.png,7ee2aa2f237a2938a197c8a81edc87548af6e355b67499f175b7337ce0770a85,181966,False,informational_or_unused_paper_asset,False
appendix_figure/zacks.png,02cb09e344eaed5d706ef9985c25c50570c2f26fbc08f8071b2fbd0e952e7e33,170280,False,informational_or_unused_paper_asset,False
figure/AAPL.png,aa7f6a87dd4aa770f6268be204022c12fe58dac2e81de1961d75e70442febf38,1609229,True,raster_result_only_no_underlying_numeric_series,False
figure/AMZN.png,0fd870b7120cd5827398a4ac20e2c64a6e31a45e7f2aa9ce6f42deec147f4231,1407952,True,raster_result_only_no_underlying_numeric_series,False
figure/COIN.png,313778ed78087a2592f295a370578c61477c71b11242abee5a11c54ab158d30d,1154367,True,raster_result_only_no_underlying_numeric_series,False
figure/FinCon_framework_v4.jpg,f02e3f535bbe11fcb2679aa936d394635041b6392f91bd33b187eebae233c84c,391612,False,informational_or_unused_paper_asset,False
figure/FinCon_framework_v4.pdf,390645c00d59257facf9ecdad5d30fd2c9d4962d4e49139d2c04b1f943d8065c,160699,False,informational_or_unused_paper_asset,False
figure/GOOG-nobelief.png,cd23e604b92a31c29cb1eed81d4af3cf6d94e7e1b2b073188bdb8ab1f56f6df1,710007,True,raster_result_only_no_underlying_numeric_series,False
figure/GOOG-nocvar.png,dc20b50c7d0d6737a65d6211eec905479e526ea30380ad27353b0f6538c0d47b,733676,True,raster_result_only_no_underlying_numeric_series,False
figure/GOOG.png,f492ac6335977864189551e6b92998c8d311bbddc03364753823cf45a8deb5be,1498113,False,informational_or_unused_paper_asset,False
figure/GOOG_v2.png,00dd739b6c5ae8bcb5f7c98c3d8c5bb9e130b16f76c4faddce895d77a2ebe430,1498640,True,raster_result_only_no_underlying_numeric_series,False
figure/MSFT.png,92b699110f3e87a9d90e410ebb6c4ee8d3b1d92b4bf796f0fe9d71417cbda827,1492211,True,raster_result_only_no_underlying_numeric_series,False
figure/NFLX.png,7cfa8b480787e66be868ae691d0ffb17f605aca5a832ebb08f5214d9545a132b,1350730,True,raster_result_only_no_underlying_numeric_series,False
figure/NIO-abl_belief.png,3afe937401eda85bfb9d71bef3ffea436c233b5d021e81816c0489a833350cde,701808,True,raster_result_only_no_underlying_numeric_series,False
figure/NIO-abl_cvar.png,61edf8faa168ff7070b3f28a3e4ea26dc8e357d36e38f108354fad693d692528,722245,True,raster_result_only_no_underlying_numeric_series,False
figure/NIO.png,74a77e52efdbf82383d6466e5eff3f41f3f37e8bad27051bb872b57992faa7db,1220231,True,raster_result_only_no_underlying_numeric_series,False
figure/TSLA.png,e8dd2733571c329320ee8126bb9f35a7882b54eb2eefabc0ea4a2557b10a1558,1288164,True,raster_result_only_no_underlying_numeric_series,False
figure/TSLA_extreme_markets.png,cf9326ca4c4bb87b38145dbf3798f2692a1a22282a6a76b0ab1127c5728cc30e,1180060,True,raster_result_only_no_underlying_numeric_series,False
figure/modular_design_fincon.pdf,dceb5dea34ce9cb8d71ed12bf70e1a1c4f23b40993bb0ec71ace878b0cdaee20,171246,False,informational_or_unused_paper_asset,False
figure/modular_design_fincon.png,989ca9b82158cda9c79ba0bd3e64872f69e6035f8493f2d107ef3ec8abd12680,670931,False,informational_or_unused_paper_asset,False
figure/multi_agent_Architecture.jpg,5a61129289f6f94b7cad8e07995c0aee6274bacc2bc0156fad89d7212229bead,509873,False,informational_or_unused_paper_asset,False
figure/multi_agent_Architecture.pdf,8589ed9971c785850b55840abc1b0ea7578181a6b860c07efbebd70991162d59,1354600,False,informational_or_unused_paper_asset,False
figure/multi_agent_Architecture.png,97d6491477c1210f1e0c2c6b2eff546c62bd51b3373fa4f543ba1d23e1cdb972,800022,False,informational_or_unused_paper_asset,False
figure/multi_assets_comparison.png,89619cf1a7fb7feec6adcf8cb0a9d2e89d50b405657baf0a4610d9f756e5005a,111398,False,informational_or_unused_paper_asset,False
figure/multiasset_nobelief.png,3f1a93a9e363dba5de8fe937a1540a6f33c4b84627c4c734282c083e90af6917,79095,False,informational_or_unused_paper_asset,False
figure/multiasset_nocvar.png,e83c8acae40cb3a79c36c2926f9f838ac221500eab4d120ebea2dbe0cc44acd6,71932,False,informational_or_unused_paper_asset,False
figure/portfolio-abl1.png,2a4b57f99a04e700b4a53c184ec5f040e7885e5eca3a35561b4c091cd52274c4,53908,False,informational_or_unused_paper_asset,False
figure/portfolio-abl2.png,3b9845a565411cca9f669ea5d06b1d06f3815bf59348d5d14a88a38775cb9371,51299,False,informational_or_unused_paper_asset,False
figure/portfolio-baselines.png,9f7d6e749d8a566a329594fe90e6a37453fdeb9a74d399ac96842f90f168c961,84553,False,informational_or_unused_paper_asset,False
figure/portfolio.png,d65bc4ade3f300d38bcda7e633cb0c659d2f231a9b407699e987de38a7735ff8,101171,False,informational_or_unused_paper_asset,False
figure/portfolio2.jpg,9b791d2385b8b06e3e88e906ea759885924d9a90a91fc15c4d2bb29955be10a5,104473,False,informational_or_unused_paper_asset,False
figure/portfolio_amzn_gm_lly.png,e2892af1d841b3d9f41cddc2e7c1cbc54e3cde79c7eaa97f7dfcf1be17c534fe,351833,True,raster_result_only_no_underlying_numeric_series,False
figure/portfolio_extreme_market_condition.png,5d8cdc78023f7748c66ed0427f92562f38bebc90cf0239f6444eb0fe641e93f1,355536,True,raster_result_only_no_underlying_numeric_series,False
figure/portfolio_tsla_msft_pfe.png,72a822aca9ef258f03069c7035615ad2afffc7112aab0d600ddc69b27ab6c146,292462,True,raster_result_only_no_underlying_numeric_series,False
figure/regular_plot_withoutbelief.png,69f174b146c0cb3d7b1573d4b9e77040072a6e1c5c677cffcff851fbf7371d07,226031,True,raster_result_only_no_underlying_numeric_series,False
figure/regular_plot_withoutnocvar.png,ebfdfcb8962653968d0aa7cca9e18c5b4d039ef0d85d8417f769018c0dacb7fd,192430,True,raster_result_only_no_underlying_numeric_series,False
