case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,minimum_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.0037292274479997257,-0.009105465960881576,-0.20744285993231304,0.15750131729161707,0.023677436558165295,-0.48405464904684814,185,2009-08-31,2024-12-31,0.0115719341813766,0.0231815952279213,0.49918627547420336,0.6176481623462802,1.0,4,2.346326322303297,0.0,928,0.13563760366045735
zero_cost_5,False,zero,5.0,305,-0.010348730485820051,-0.022990686025714746,-0.44632014188755065,0.15749377565967326,-0.06570882209454752,-0.5798432999103805,185,2009-08-31,2024-12-31,-0.004303308927860929,0.023181266564035956,-0.18563735143519722,0.8527291604407319,1.0,4,2.346326322303297,0.014077957933819782,928,0.13563760366045735
zero_cost_10,True,zero,10.0,305,-0.02442668841963984,-0.0366979371580024,-0.6133690394757103,0.15748993457777685,-0.1550999972482473,-0.695714373735833,185,2009-08-31,2024-12-31,-0.016683578004524996,0.023730480357196174,-0.7030442600992597,0.48202816723307274,1.0,4,2.346326322303297,0.028155915867639564,928,0.13563760366045735
zero_cost_25,False,zero,25.0,305,-0.06666056222109919,-0.07677246056422393,-0.8687001944637318,0.15750061603562052,-0.4232400094614433,-0.884690456262201,185,2009-08-31,2024-12-31,-0.05652498336780737,0.023307686555929956,-2.4251649013799805,0.015301434654520857,1.0,4,2.346326322303297,0.07038978966909891,928,0.13563760366045735
zero_cost_50,False,zero,50.0,305,-0.1370503518901981,-0.1401928751208037,-0.9784873906754517,0.15759240345050896,-0.8696507502231096,-0.9800341882668474,185,2009-08-31,2024-12-31,-0.12858257291069075,0.02317906531216253,-5.5473579792374474,2.9001856233908047e-08,2.0011280801396554e-06,4,2.346326322303297,0.14077957933819782,928,0.13563760366045735
adverse_100_cost_10,False,adverse_100,10.0,305,-0.13423946271903942,-0.1409567160995494,-0.9789679095917349,0.1765335277074521,-0.7604190799466626,-0.9820299687164585,185,2009-08-31,2024-12-31,-0.09704869671456365,0.027078767814059976,-3.5839406497726065,0.00033844902157822716,0.023352982488897674,4,2.346326322303297,0.028155915867639564,928,0.13563760366045735
