formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
1999-07-31,1999-08-31,ok,-0.06648312769342388,-0.06641153431304042,2.0,1000,979,0.009235472185686718,0.009235472185686718,97,97,0.2600855797368374,0.1244747036761687,2.0,-0.06848312769342388
1999-08-31,1999-09-30,ok,0.025832891648691705,0.02587182452812795,1.824021749007535,1000,975,0.0052540997889656315,0.0052540997889656315,97,97,0.24609294655237465,0.12353371348697574,1.9999999999999998,0.02400886989968417
1999-09-30,1999-10-31,ok,-0.05914823792719762,-0.0591633241782393,2.5467215956843567,1000,967,0.0021064299136673865,0.0021064299136673865,96,96,0.22989043106847842,0.1451207900064848,1.9999999999999998,-0.061694959522881974
1999-10-31,1999-11-30,ok,0.04427955213461535,0.04443285905485357,2.5511144659926703,1000,964,0.020113739207323452,0.020113739207323452,96,96,0.13870616896110916,0.11506668892240347,2.0,0.041728437668622685
1999-11-30,1999-12-31,ok,-0.20691723797617464,-0.20688192687903154,3.1271671924352127,1000,956,0.004690634583311473,0.004690634583311473,95,95,0.18952906286289536,0.11608429103549928,2.0000000000000004,-0.21004440516860987
1999-12-31,2000-01-31,ok,0.10559929938459557,0.10561232898322154,3.261188438918077,1000,950,0.0015000689184829685,0.0015000689184829685,95,95,0.20168329921894906,0.10530351161198494,2.0000000000000004,0.10233811094567749
2000-01-31,2000-02-29,ok,-0.2717216532943979,-0.27167352034742137,1.87896305920873,1000,963,0.005603369845933712,0.005603369845933712,96,96,0.17525716176484088,0.09340350639751331,2.0000000000000004,-0.2736006163536066
2000-02-29,2000-03-31,ok,0.09911216180820427,0.09911216180820426,3.0769801376746173,1000,928,0.0,0.0,92,92,0.1928180594194942,0.1129489969616594,2.0000000000000004,0.09603518167052966
2000-03-31,2000-04-30,ok,0.14701910193376516,0.1470982468980463,1.493964652376586,1000,964,0.008612074459317222,0.008612074459317222,96,96,0.2201958017604382,0.15209195051487975,2.0,0.14552513728138858
2000-04-30,2000-05-31,ok,0.00490022944452354,0.004909512605873451,2.372112840251662,1000,982,0.0009706358584172944,0.0009706358584172944,98,98,0.27274602867917436,0.13535941081017555,2.0,0.002528116604271878
2000-05-31,2000-06-30,ok,0.07246944844755011,0.07247888237683307,1.9180197102834518,1000,980,0.0012598730345817022,0.0012598730345817022,98,98,0.2638320029601779,0.12773707091383996,2.0,0.07055142873726666
2000-06-30,2000-07-31,ok,0.01279887886920073,0.012749220761509071,2.7068906635896317,1000,970,0.016991908299435064,0.016991908299435064,97,97,0.2425232353647212,0.12599297305342985,2.0,0.010091988205611099
2000-07-31,2000-08-31,ok,-0.027379166477456144,-0.02737532317756915,2.4136399583442367,1000,979,0.0003841763181712491,0.0003841763181712491,97,97,0.22494234303450275,0.1456009608320512,2.0,-0.02979280643580038
2000-08-31,2000-09-30,ok,0.06840089585129042,0.06836947772376747,2.223621195082862,1000,977,0.0050067397646874545,0.0050067397646874545,97,97,0.20385786186665822,0.10404066828752362,1.9999999999999998,0.06617727465620755
2000-09-30,2000-10-31,ok,-0.02282263374033127,-0.022802305217620476,2.1413988719923687,1000,977,0.0019482962153336836,0.0019482962153336836,97,97,0.1792476861906978,0.10201973741567502,1.9999999999999996,-0.02496403261232364
2000-10-31,2000-11-30,ok,-0.1790441680100442,-0.1789087728593328,2.404257756829807,1000,978,0.015524165032519749,0.015524165032519749,97,97,0.11344799636595194,0.07223792248235314,1.9999999999999998,-0.181448425766874
2000-11-30,2000-12-31,ok,-0.0794031265662317,-0.07922151628479068,2.6563580883399345,1000,979,0.02109831858828648,0.02109831858828648,97,97,0.17853827365739453,0.10338317248467166,2.0,-0.08205948465457163
2000-12-31,2001-01-31,ok,0.1357164217013636,0.1358018492368189,2.263898796211503,1000,975,0.008146818181889334,0.008146818181889334,97,97,0.20493943246112784,0.09664362913034481,2.0,0.1334525229051521
