case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,minimum_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,-0.002127779248363135,-0.00969662281120498,-0.2193735224330915,0.12325607102540675,-0.0172630786513107,-0.6004040958025554,185,2009-08-31,2024-12-31,0.004901967469309557,0.02515423433682031,0.1948764332744625,0.8454896839958638,1.0,4,2.248680839892304,0.0,783,0.03455536099618326
zero_cost_5,False,zero,5.0,305,-0.015619864287716953,-0.02299525343022024,-0.4463859263460508,0.12326306568065441,-0.1267197452981118,-0.6801183107619536,185,2009-08-31,2024-12-31,-0.00874747508707234,0.02500825889003111,-0.34978345056077825,0.7265012199797813,1.0,4,2.248680839892304,0.013492085039353823,783,0.03455536099618326
zero_cost_10,True,zero,10.0,305,-0.02911194932707077,-0.03613044992593162,-0.6075381420330619,0.12327368241042831,-0.23615705118749697,-0.7526002955516471,185,2009-08-31,2024-12-31,-0.022780301430652346,0.02502316628654763,-0.9103684629590205,0.36262822380946924,1.0,4,2.248680839892304,0.026984170078707646,783,0.03455536099618326
zero_cost_25,False,zero,25.0,305,-0.06958820444513225,-0.07457357199306924,-0.8605163719692649,0.1233272540969441,-0.564256497517012,-0.8861402186966072,185,2009-08-31,2024-12-31,-0.06284075720251044,0.025033692738750862,-2.5102472039706787,0.012064667041616435,0.8324620258715341,4,2.248680839892304,0.06746042519676912,783,0.03455536099618326
zero_cost_50,False,zero,50.0,305,-0.13704862964190134,-0.13554334011439106,-0.9753269054516952,0.12348883189616555,-1.109805862906999,-0.9766002733934545,185,2009-08-31,2024-12-31,-0.1288672199393001,0.025124910452645824,-5.129061860028619,2.9118965299057545e-07,2.0092086056349706e-05,4,2.248680839892304,0.13492085039353824,783,0.03455536099618326
adverse_100_cost_10,False,adverse_100,10.0,305,-0.06664326090542089,-0.07230110563475645,-0.8515447452107151,0.12694891537857775,-0.5249612468659716,-0.8836864264139886,185,2009-08-31,2024-12-31,-0.05909831292130607,0.026079807575472763,-2.2660563253881585,0.023447934840491146,1.0,4,2.248680839892304,0.026984170078707646,783,0.03455536099618326
