month,candidate_return
1999-07-31,0.020904808745359705
1999-08-31,0.03620900726167248
1999-09-30,-0.02691337669912836
1999-10-31,0.02415594691198336
1999-11-30,0.04677404293229768
1999-12-31,-0.011880231584417963
2000-01-31,0.08687493394117878
2000-02-29,-0.028258525348665058
2000-03-31,-0.013432234734564818
2000-04-30,-0.07432686754722019
2000-05-31,0.07606692754399892
2000-06-30,0.012688280933598032
2000-07-31,0.04895612818671554
2000-08-31,-0.012953193806810608
2000-09-30,-0.05013469152020614
2000-10-31,-0.11803298287909043
2000-11-30,-0.021684448187561527
2000-12-31,0.0012961356326206465
2001-01-31,0.04246359663828913
2001-02-28,0.019472185066959257
2001-03-31,0.011016644689438367
2001-04-30,0.005503932389429546
2001-05-31,-0.006842120772988915
2001-06-30,0.003205493693172047
2001-07-31,0.02863614820454839
2001-08-31,0.03452085249594444
2001-09-30,0.001424046889396392
2001-10-31,-0.037450371944808096
2001-11-30,0.03206753229747241
2001-12-31,-0.0004180043189303776
2002-01-31,0.05208703589210999
2002-02-28,0.019569864758953694
2002-03-31,0.04100952249419538
2002-04-30,0.002719917279679923
2002-05-31,0.0036539543001127364
2002-06-30,-0.006188068962491804
2002-07-31,0.022543842154011572
2002-08-31,0.02737572519663501
2002-09-30,-0.04392106823038425
2002-10-31,-0.0428634159588663
2002-11-30,0.04455802176549287
2002-12-31,0.00834264226968165
2003-01-31,-0.0013498385580264915
2003-02-28,0.004809548786681309
2003-03-31,-0.03337953153294003
2003-04-30,-0.011353096277741373
2003-05-31,-0.002072015290740185
2003-06-30,-0.0011610861789443428
2003-07-31,0.001983810396226372
2003-08-31,0.011759064647852395
2003-09-30,0.020263243028981505
2003-10-31,0.003982319694249839
2003-11-30,-0.019790560025284204
2003-12-31,-0.002579074931702612
2004-01-31,0.008495237347994245
2004-02-29,0.005110919270370217
2004-03-31,-0.014493055044142607
2004-04-30,0.008206758415936483
2004-05-31,0.007517862397993248
2004-06-30,-0.018306304540129693
2004-07-31,-0.008421942898156513
2004-08-31,0.02635528607691509
2004-09-30,0.005232151444705773
2004-10-31,0.021906944668043073
2004-11-30,-0.009820061817677353
2004-12-31,0.015396182314060343
2005-01-31,-0.005249146720785684
2005-02-28,0.00419579993369627
2005-03-31,-0.021435399895594207
2005-04-30,-0.01079489203582979
2005-05-31,0.01773743172836211
2005-06-30,0.004928278607133173
2005-07-31,0.006142560186477552
2005-08-31,0.004374642355947539
2005-09-30,-0.005615799599655832
2005-10-31,-0.006350033429516527
2005-11-30,0.0028186169914081955
2005-12-31,-0.013292973871438804
2006-01-31,-0.005250664766977458
2006-02-28,0.010589536157019167
2006-03-31,0.0024555133307779514
2006-04-30,-0.012755851295561864
2006-05-31,-0.0005483467827397252
2006-06-30,-0.010871433574777463
2006-07-31,-0.010375841695801857
2006-08-31,0.012909760016705138
2006-09-30,0.016240888988136224
2006-10-31,-0.006757089714043287
2006-11-30,0.019346460233222007
2006-12-31,-0.005082258216139125
2007-01-31,-0.007750461825246443
2007-02-28,0.004546675110720429
2007-03-31,-0.00463273611319351
2007-04-30,-0.011859519818331622
2007-05-31,-0.0004007382079703583
2007-06-30,-0.010138984518816837
2007-07-31,-0.009784738864944515
2007-08-31,0.009546497864232678
2007-09-30,0.007198074710986342
2007-10-31,-0.002896396105077712
2007-11-30,0.0047496334843250805
2007-12-31,-0.0166028684357905
2008-01-31,0.014178309150633148
2008-02-29,0.010388357176175611
2008-03-31,0.03293626693762272
2008-04-30,-0.0030877367616254483
2008-05-31,0.02203338426932296
2008-06-30,-0.008823233610890567
2008-07-31,-0.01053101842361721
2008-08-31,-0.022258040739403726
2008-09-30,0.02127986023973632
2008-10-31,0.005618932277599005
2008-11-30,-0.02034890064485308
2008-12-31,-0.02610120083599976
2009-01-31,0.0017315789563124113
2009-02-28,-0.012780004256406623
2009-03-31,-0.05934639794313183
2009-04-30,-0.051842834117859296
2009-05-31,0.02693053643146615
2009-06-30,0.0033983244287270763
2009-07-31,-0.030073729594782456
2009-08-31,-0.002589500240122973
2009-09-30,0.008501206144559478
2009-10-31,0.006175330616028807
2009-11-30,0.02761784717898969
2009-12-31,-0.02639831323905405
2010-01-31,0.01406573796769248
2010-02-28,-0.0004468011575952466
2010-03-31,-0.004577726697757837
2010-04-30,0.01878496594309868
2010-05-31,-0.014335818152837052
2010-06-30,0.0004930859433480736
2010-07-31,0.014360295671447667
2010-08-31,0.016408600203240406
2010-09-30,0.010073935740185785
2010-10-31,0.01137246130625624
2010-11-30,-0.02397717337336294
2010-12-31,-0.0088387455329595
2011-01-31,0.0037132367888804718
2011-02-28,-0.0017540122231050365
2011-03-31,0.011351081245493852
2011-04-30,0.002110460799321713
2011-05-31,0.00045661814190034694
2011-06-30,0.016807645999801026
2011-07-31,-0.005637087149484212
2011-08-31,-0.013212312455840472
2011-09-30,0.017905379111948817
2011-10-31,0.0023489237204924024
2011-11-30,0.00950515280944862
2011-12-31,-0.025063977097204922
2012-01-31,0.0040838218623467926
2012-02-29,0.005653812301105528
2012-03-31,0.007708402172171529
2012-04-30,0.027252569457554377
2012-05-31,-0.012878369718765294
2012-06-30,0.010619656215784538
2012-07-31,0.003491884556914279
2012-08-31,-0.014545510633252613
2012-09-30,-0.021173505569708036
2012-10-31,0.0036592820784083547
2012-11-30,-0.023647885772539668
2012-12-31,-0.023299640265300917
2013-01-31,0.008782235867017527
2013-02-28,0.00598242764268778
2013-03-31,0.0032458191341655095
2013-04-30,-0.008618035610167201
2013-05-31,0.008011559652943059
2013-06-30,-0.00031104174805189784
2013-07-31,-0.00576516061447876
2013-08-31,0.009178255772132443
2013-09-30,-0.0059980805232064645
2013-10-31,-0.0022476378694200197
2013-11-30,0.005575602583560634
2013-12-31,0.002280566429933968
2014-01-31,0.007293311977085811
2014-02-28,-0.004009670212892242
2014-03-31,-0.02463421898180908
2014-04-30,0.012166859102871476
2014-05-31,0.0004994833453096931
2014-06-30,-0.010332672959444672
2014-07-31,-0.001170774487277861
2014-08-31,-0.0011818816102870057
2014-09-30,0.004099039790507356
2014-10-31,-0.0057180753118082975
2014-11-30,-7.035125360296121e-05
2014-12-31,-0.008882373835588434
2015-01-31,-0.002882680188702183
2015-02-28,-0.0018283591593910933
2015-03-31,-0.008526476762690907
2015-04-30,0.020848205841504184
2015-05-31,-0.0006445048368322445
2015-06-30,0.030586516855493368
2015-07-31,0.0009279111595842588
2015-08-31,0.00795945029699284
2015-09-30,-0.0196156915448174
2015-10-31,0.001824614550066599
2015-11-30,0.008022015193275212
2015-12-31,0.007555421617178141
2016-01-31,-0.01444419533762262
2016-02-29,0.007060686034007805
2016-03-31,-0.01602806240310127
2016-04-30,-0.0014978873027564122
2016-05-31,0.024858512117338517
2016-06-30,-0.00891221655584927
2016-07-31,-0.012758713632004481
2016-08-31,-0.007269831286569231
2016-09-30,-0.00622516934441084
2016-10-31,-0.04261305631042395
2016-11-30,0.0034895346214216688
2016-12-31,0.00859594103088143
2017-01-31,0.005512460750010966
2017-02-28,0.0067873944993997095
2017-03-31,-0.008726662530136547
2017-04-30,-0.0036310839824322543
2017-05-31,-0.0071734682446688205
2017-06-30,0.00955574619120822
2017-07-31,0.0009222412138863723
2017-08-31,0.000121384163782187
2017-09-30,0.022582609201144035
2017-10-31,0.006654120945274893
2017-11-30,-0.01417046202989095
2017-12-31,0.018854354752408386
2018-01-31,0.0010496632010135517
2018-02-28,-0.01145493006827986
2018-03-31,0.0006559836703570332
2018-04-30,0.021172942498719066
2018-05-31,-0.012189103350134444
2018-06-30,-0.006036269630962918
2018-07-31,0.014029480073445347
2018-08-31,0.005035594004752211
2018-09-30,-0.011995049447711455
2018-10-31,-0.00590760767251282
2018-11-30,0.0005055099481876953
2018-12-31,0.02410085102722953
