paper_role,released_path,row_index,date,ticker,ground_truth,recomputed_current_yahoo_ground_truth,absolute_error,within_1e_12,within_1e_6,released_action_label,recomputed_current_yahoo_action_label,reward_regime_matches,status
paper_train,verl/data/train.parquet,0,2022-09-01,GOOGL,0.3111704782029797,0.31797228801949257,0.006801809816512849,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,1,2022-09-02,GOOGL,1.3754027878482034,1.375565966896262,0.00016317904805873695,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,2,2022-09-06,GOOGL,-1.7469548729178868,-1.7437569195830724,0.0031979533348143185,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,3,2022-09-07,GOOGL,-1.2883868362200805,-1.293282010668494,0.004895174448413364,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,4,2022-09-08,GOOGL,-4.715794658151112,-4.718105277344385,0.0023106191932731335,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,5,2022-09-09,GOOGL,-6.814628500047226,-6.818295124283041,0.003666624235814986,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,6,2022-09-12,GOOGL,-1.4832517217342014,-1.4776935045028283,0.005558217231373064,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,7,2022-09-13,GOOGL,-3.039963711959605,-3.0475600690947653,0.007596357135160492,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,8,2022-09-14,GOOGL,-1.6536121799001948,-1.655897871928452,0.0022856920282572357,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,9,2022-09-15,GOOGL,-2.27681484150986,-2.279621068600563,0.002806227090703217,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,10,2022-09-16,GOOGL,-3.362809617223646,-3.354570163178313,0.008239454045332995,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,11,2022-09-19,GOOGL,-2.140822094178105,-2.1357474295020777,0.00507466467602713,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,12,2022-09-20,GOOGL,-0.6256677822602965,-0.6251279834557504,0.0005397988045461322,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,13,2022-09-21,GOOGL,-1.942122243231066,-1.9447255930584804,0.0026033498274142808,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,14,2022-09-22,GOOGL,-0.4971183294967234,-0.49489559502206687,0.0022227344746565403,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,15,2022-09-23,GOOGL,0.3260999404188111,0.3173781119526878,0.008721828466123294,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,16,2022-09-26,GOOGL,1.528572894304784,1.5331331035083382,0.004560209203554155,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,17,2022-09-27,GOOGL,-1.4086059192323825,-1.4124229697375983,0.0038170505052157466,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,18,2022-09-28,GOOGL,1.5908891924715038,1.5957078536393843,0.004818661167880434,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,19,2022-09-29,GOOGL,4.445320446044512,4.445057158480227,0.000263287564284731,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,20,2022-09-30,GOOGL,1.5296050804457344,1.5311064704889206,0.0015013900431861682,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,21,2022-10-03,GOOGL,-1.999517376073337,-2.008566884885282,0.009049508811945106,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,22,2022-10-04,GOOGL,-2.57552070170157,-2.573571816997018,0.001948884704552345,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,23,2022-10-05,GOOGL,-3.3027348753293637,-3.2998790026664744,0.002855872662889336,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,24,2022-10-06,GOOGL,-0.6236935348375854,-0.6230275329152948,0.0006660019222906044,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,25,2022-10-07,GOOGL,0.37472766646577166,0.3782153148244638,0.0034876483586921414,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,26,2022-10-10,GOOGL,1.5418584071716541,1.5355434772134853,0.006314929958168847,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,27,2022-10-11,GOOGL,1.6728262476098712,1.6766657096604247,0.0038394620505535215,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,28,2022-10-12,GOOGL,0.3997145375277531,0.3989424039721081,0.0007721335556449826,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,29,2022-10-13,GOOGL,4.300136338081827,4.294675487823327,0.005460850258499406,False,False,BUY,BUY,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,30,2022-10-14,GOOGL,0.5929524906018664,0.5873423535197485,0.005610137082117883,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,31,2022-10-17,GOOGL,-0.825978774487347,-0.8229043638099656,0.003074410677381456,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,32,2022-10-18,GOOGL,0.15954870650307804,0.1676081318878192,0.008059425384741165,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,33,2022-10-19,GOOGL,-0.578193077182159,-0.5823161319177965,0.004123054735637566,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,34,2022-10-20,GOOGL,-2.8562713599523075,-2.853155019424198,0.003116340528109607,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,35,2022-10-21,GOOGL,-6.221081300767998,-6.221539177917153,0.0004578771491550171,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,36,2022-10-24,GOOGL,-11.314183265960796,-11.309189863893295,0.004993402067501762,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,37,2022-10-25,GOOGL,-3.5653604760698823,-3.5749789223539965,0.009618446284114235,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,38,2022-10-26,GOOGL,-1.1879243092421086,-1.1902779495092008,0.002353640267092283,False,False,HOLD,HOLD,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,39,2022-10-27,GOOGL,-7.220355116648567,-7.212030848983783,0.008324267664783669,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
paper_train,verl/data/train.parquet,40,2022-10-28,GOOGL,-7.345394056696475,-7.340914591132897,0.004479465563577811,False,False,SELL,SELL,True,numeric_snapshot_difference_same_reward_regime
