month,candidate_excess_return
2022-04-30,-0.03979562493866483
2022-05-31,0.0004803955177383194
2022-06-30,-0.02661060806399559
2022-07-31,0.0401850245669188
2022-08-31,-0.02146173115739234
2022-09-30,-0.021307199812742688
2022-10-31,0.007137472365277391
2022-11-30,0.033690655479973144
2022-12-31,-0.025840740971604378
2023-01-31,0.03864351958618105
2023-02-28,0.0022336192774802905
2023-03-31,0.024443842685642283
2023-04-30,-0.010260849748600984
2023-05-31,0.020304345216201104
2023-06-30,0.011151186113558047
2023-07-31,0.0076112110274946425
2023-08-31,-0.006038427894414852
2023-09-30,-0.016100587693542934
2023-10-31,-0.015372345872731227
2023-11-30,0.03966330837062469
2023-12-31,0.022536802919162546
2024-01-31,0.006705235419421362
2024-02-29,0.019337132632516067
2024-03-31,0.004746478296497819
2024-04-30,-0.01917034886005422
2024-05-31,0.013073615163786788
2024-06-30,0.012010659510154457
2024-07-31,-0.010681894875062619
2024-08-31,0.004512483806730961
2024-09-30,0.0006802564782242761
2024-10-31,-8.421837631185897e-05
2024-11-30,0.025619678291865535
2024-12-31,-0.005585249757063702
2025-01-31,0.005992833229399501
2025-02-28,-0.011681101604250545
2025-03-31,-0.018092357616766003
