case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,-0.016774459933386308,-0.012621966392093382,-0.004152493541292926,1000.0
zero_cost_0,2009-09-30,0.01082635709035737,0.026233760437887863,-0.015407403347530494,1000.0
zero_cost_0,2009-10-31,-0.051076627211718045,-0.0682585300980893,0.017181902886371253,1000.0
zero_cost_0,2009-11-30,0.005340057909357507,-0.017000402390595082,0.02234046029995259,1000.0
zero_cost_0,2009-12-31,0.007251280776086571,0.03146317142193183,-0.02421189064584526,100.0
zero_cost_0,2010-01-31,-0.001109460344140368,-0.0088586916860817,0.0077492313419413325,100.0
zero_cost_0,2010-02-28,0.0086531683788355,0.01961107316962791,-0.010957904790792408,100.0
zero_cost_0,2010-03-31,0.02961475528716499,0.024750041533467822,0.004864713753697167,1000.0
zero_cost_0,2010-04-30,0.021930302176194606,0.05339214363422766,-0.03146184145803305,1000.0
zero_cost_0,2010-05-31,-0.012774752151342716,-0.0011685891081950062,-0.01160616304314771,1000.0
zero_cost_0,2010-06-30,-0.01398176911304249,-0.032486861229942494,0.018505092116900004,1000.0
zero_cost_0,2010-07-31,0.03352648937881158,0.011557509966937855,0.021968979411873722,1000.0
zero_cost_0,2010-08-31,-0.023194957965758108,0.004203116724185522,-0.02739807468994363,1000.0
zero_cost_0,2010-09-30,0.057368230574545265,0.03624701191386875,0.021121218660676518,1000.0
zero_cost_0,2010-10-31,0.010230960892442962,-0.007972405336854803,0.018203366229297767,1000.0
zero_cost_0,2010-11-30,0.0006970962866066814,0.03283854122828327,-0.03214144494167659,100.0
zero_cost_0,2010-12-31,0.026107798145974224,-0.005446317282246907,0.03155411542822113,100.0
zero_cost_0,2011-01-31,0.04360171098355453,-0.0009726188481442784,0.04457432983169881,100.0
zero_cost_0,2011-02-28,-0.007126788319739203,0.02055732245278842,-0.027684110772527623,100.0
zero_cost_0,2011-03-31,-0.0012862446041059475,0.034737502981565,-0.036023747585670944,100.0
zero_cost_0,2011-04-30,-0.003883448656356688,-0.015203546161029332,0.011320097504672645,100.0
zero_cost_0,2011-05-31,0.013714053650969834,-0.002199533905425431,0.015913587556395263,1000.0
zero_cost_0,2011-06-30,-0.020037120181245906,0.0014422719283363197,-0.021479392109582225,1000.0
zero_cost_0,2011-07-31,-0.009795880347637485,0.025770843787918222,-0.035566724135555706,1000.0
zero_cost_0,2011-08-31,-0.09397331150269421,-0.025781877453392322,-0.06819143404930189,1000.0
zero_cost_0,2011-09-30,-0.12209030141015065,-0.05483211571598016,-0.0672581856941705,1000.0
zero_cost_0,2011-10-31,0.16668423428022308,0.0586306119566045,0.10805362232361858,1000.0
zero_cost_0,2011-11-30,-0.06560341740875496,-0.014731703444971824,-0.050871713963783136,1000.0
zero_cost_0,2011-12-31,-0.07255005695574171,-0.03456248681792433,-0.03798757013781738,1000.0
