case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_arithmetic_annualized_return,evaluation_cagr,evaluation_cumulative_return,evaluation_annualized_volatility,evaluation_annualized_sharpe,evaluation_maximum_drawdown,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,jkp_residual_ci_low_annualized,jkp_residual_ci_high_annualized,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,minimum_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,-0.04316537266110647,-0.07010496491917795,-0.8423493762353664,0.24755058990041245,-0.17436990426268645,-0.9486740417409245,185,-0.02744752378608549,-0.039551726019065425,-0.46320656222462897,0.16011680203146372,-0.1714218835115875,-0.607531183484686,2009-08-31,2024-12-31,-0.008446275423997791,0.040078921140361976,-0.21074108742642442,0.8330893113964988,-0.08699951739832826,0.07010696655033266,1.0,4,2.557680923206506,0.0,660,0.03179588400573066
zero_cost_5,False,zero,5.0,305,-0.058511458200345506,-0.0844146925129734,-0.8937053160739761,0.24763874009602233,-0.23627748298855658,-0.9649536236022267,185,-0.04355936038672414,-0.054991267149985146,-0.5818787369928411,0.1601938573081858,-0.27191654610652966,-0.6742619654032811,2009-08-31,2024-12-31,-0.024255102501373874,0.03995323509326919,-0.607087322084215,0.5437929632719481,-0.10256200435004328,0.05405179934729552,1.0,4,2.557680923206506,0.015346085539239036,660,0.03179588400573066
zero_cost_10,True,zero,10.0,305,-0.07385754373958456,-0.09852369058695876,-0.9283709952115444,0.24773228004207687,-0.2981345173387981,-0.976082420063432,185,-0.05967119698736277,-0.07020421396569076,-0.6744319643520953,0.16027848446403434,-0.3722969878764525,-0.738527404023464,2009-08-31,2024-12-31,-0.040392264517719996,0.04002339249608194,-1.0092164106696895,0.31287085796993297,-0.11883667234915125,0.03805214331371126,1.0,4,2.557680923206506,0.030692171078478072,660,0.03179588400573066
zero_cost_25,False,zero,25.0,305,-0.11989580035730169,-0.13967161455090193,-0.9781534393342926,0.248045175650593,-0.48336275858955635,-0.9924222372726197,185,-0.10800670678927875,-0.11451341612054589,-0.8466364062214365,0.16057767213546145,-0.6726134795263786,-0.8650189937951495,2009-08-31,2024-12-31,-0.08865830124720613,0.04025545913238883,-2.2023920024271497,0.027637630324597744,-0.16755755132781225,-0.009759051166600006,1.0,4,2.557680923206506,0.07673042769619517,660,0.03179588400573066
zero_cost_50,False,zero,50.0,305,-0.1966262280534968,-0.20446883303427865,-0.997014362073023,0.24867382717520636,-0.7906993280598091,-0.9989027893559372,185,-0.18856588979247196,-0.18410423740308046,-0.9565788541776488,0.16122643453261926,-1.1695717909975947,-0.9607646046007138,2009-08-31,2024-12-31,-0.1660871674829632,0.04099913101133559,-4.050992384132307,5.10008676657194e-05,-0.2464439876626202,-0.0857303473033062,0.0035190598689346384,4,2.557680923206506,0.15346085539239035,660,0.03179588400573066
adverse_100_cost_10,False,adverse_100,10.0,305,-0.10789895880511738,-0.12921151309643508,-0.970298350009386,0.2478450731027171,-0.43534841122461865,-0.989664404972164,185,-0.08560314154040045,-0.09445116119074748,-0.7833669142009956,0.1619305069867011,-0.5286412247658238,-0.817608638454489,2009-08-31,2024-12-31,-0.06936419519392949,0.04140850057870907,-1.6751197030687546,0.09391074787739304,-0.15052336498200525,0.011794974594146277,1.0,4,2.557680923206506,0.030692171078478072,660,0.03179588400573066
