formation_month,training_start,training_end,reward_ready_cutoff,training_months,training_observations,ridge_r2,selected_tool_1,selected_tool_2,buy_count,sell_count,hold_count,finite_current_scores,coefficient__market_technical,coefficient__fundamental,coefficient__sentiment_proxy,coefficient__macro_proxy
2012-02-29,2006-09-30,2011-08-31,2011-08-31,60,45928,0.005911844900450602,market_technical,macro_proxy,741,0,100,841,-0.012589688905654029,0.0,0.0,-0.009763297338560668
2012-03-31,2006-10-31,2011-09-30,2011-09-30,60,45945,0.0065683210882603316,market_technical,macro_proxy,728,0,106,834,-0.013142559486994498,0.0,0.0,-0.011234198021801837
2012-04-30,2006-11-30,2011-10-31,2011-10-31,60,45965,0.0063886793680546505,market_technical,macro_proxy,746,0,84,830,-0.012827429568694435,0.0,0.0,-0.011422472887363103
2012-05-31,2006-12-31,2011-11-30,2011-11-30,60,45978,0.006338342819186549,market_technical,macro_proxy,754,0,75,829,-0.012875125014390768,0.0,0.0,-0.011377519398181995
2012-06-30,2007-01-31,2011-12-31,2011-12-31,60,45992,0.006356877931619653,market_technical,macro_proxy,767,0,68,835,-0.013504343293536501,0.0,0.0,-0.010805317349187459
2012-07-31,2007-02-28,2012-01-31,2012-01-31,60,46001,0.005958747856747215,market_technical,macro_proxy,767,0,67,834,-0.012702524399082754,0.0,0.0,-0.01105379040554249
2012-08-31,2007-03-31,2012-02-29,2012-02-29,60,46002,0.00554589212633394,macro_proxy,market_technical,751,0,81,832,-0.01166169138496709,0.0,0.0,-0.011832227374470008
2012-09-30,2007-04-30,2012-03-31,2012-03-31,60,46003,0.005269009084133303,macro_proxy,market_technical,719,0,116,835,-0.01049087215526391,0.0,0.0,-0.012855090358423556
2012-10-31,2007-05-31,2012-04-30,2012-04-30,60,46016,0.00519030366688733,macro_proxy,market_technical,702,0,132,834,-0.009633342815731215,0.0,0.0,-0.013947804856861225
2012-11-30,2007-06-30,2012-05-31,2012-05-31,60,46048,0.005362606199820541,macro_proxy,market_technical,718,0,121,839,-0.00986013546184035,0.0,0.0,-0.014136159591337506
2012-12-31,2007-07-31,2012-06-30,2012-06-30,60,46092,0.0054812807262379915,macro_proxy,market_technical,748,0,93,841,-0.010970708109009901,0.0,0.0,-0.013430949790122186
2013-01-31,2007-08-31,2012-07-31,2012-07-31,60,46140,0.005758133498406481,market_technical,macro_proxy,733,0,112,845,-0.012584023267173677,0.0,0.0,-0.012538770386193247
2013-02-28,2007-09-30,2012-08-31,2012-08-31,60,46185,0.0059899112375223496,market_technical,macro_proxy,773,0,63,836,-0.014006489430270075,0.0,0.0,-0.011497604697920194
2013-03-31,2007-10-31,2012-09-30,2012-09-30,60,46232,0.006400770081803953,market_technical,macro_proxy,757,0,82,839,-0.015506331581027875,0.0,0.0,-0.01105891589051528
2013-04-30,2007-11-30,2012-10-31,2012-10-31,60,46277,0.0068350809968609205,market_technical,macro_proxy,794,0,35,829,-0.016559949340810804,0.0,0.0,-0.010559384618148674
2013-05-31,2007-12-31,2012-11-30,2012-11-30,60,46327,0.007104143119619044,market_technical,macro_proxy,792,0,32,824,-0.01752646155006974,0.0,0.0,-0.009831191471259009
2013-06-30,2008-01-31,2012-12-31,2012-12-31,60,46376,0.0069908705234305035,market_technical,macro_proxy,815,0,8,823,-0.017252479912893307,0.0,0.0,-0.009819635093829942
2013-07-31,2008-02-29,2013-01-31,2013-01-31,60,46428,0.0074812652633615695,market_technical,macro_proxy,813,0,7,820,-0.017858946333245022,0.0,0.0,-0.010246991436594008
2013-08-31,2008-03-31,2013-02-28,2013-02-28,60,46465,0.007716375321988989,market_technical,macro_proxy,817,0,6,823,-0.01843873981759566,0.0,0.0,-0.010097312693334595
2013-09-30,2008-04-30,2013-03-31,2013-03-31,60,46502,0.008106040716540308,market_technical,macro_proxy,811,0,8,819,-0.019404160722769726,0.0,0.0,-0.009739800579601932
2013-10-31,2008-05-31,2013-04-30,2013-04-30,60,46530,0.008790279854566263,market_technical,macro_proxy,826,0,0,826,-0.01988024046429445,0.0,0.0,-0.010139144460570555
2013-11-30,2008-06-30,2013-05-31,2013-05-31,60,46580,0.009072280527771648,market_technical,macro_proxy,822,0,0,822,-0.019819010989727597,0.0,0.0,-0.009682395407466765
2013-12-31,2008-07-31,2013-06-30,2013-06-30,60,46637,0.009301296124822112,market_technical,macro_proxy,815,0,0,815,-0.017612909362909348,0.0,0.0,-0.011122362411786576
2014-01-31,2008-08-31,2013-07-31,2013-07-31,60,46692,0.00919411294032213,market_technical,macro_proxy,808,0,0,808,-0.01648523851289224,0.0,0.0,-0.010993948618244227
2014-02-28,2008-09-30,2013-08-31,2013-08-31,60,46744,0.00962594638429548,market_technical,macro_proxy,809,0,0,809,-0.015815757850873347,0.0,0.0,-0.010519076695616523
2014-03-31,2008-10-31,2013-09-30,2013-09-30,60,46780,0.0106820982289203,market_technical,macro_proxy,810,0,0,810,-0.01555986810979081,0.0,0.0,-0.011816231828338237
2014-04-30,2008-11-30,2013-10-31,2013-10-31,60,46808,0.010994068521635869,market_technical,macro_proxy,813,0,0,813,-0.015301921923433597,0.0,0.0,-0.012200128713955255
2014-05-31,2008-12-31,2013-11-30,2013-11-30,60,46838,0.010094124760665846,market_technical,macro_proxy,808,0,0,808,-0.014307573302551871,0.0,0.0,-0.01116336108450841
2014-06-30,2009-01-31,2013-12-31,2013-12-31,60,46852,0.00967544111126084,market_technical,macro_proxy,807,0,0,807,-0.013483799025292656,0.0,0.0,-0.01096117126867729
2014-07-31,2009-02-28,2014-01-31,2014-01-31,60,46852,0.007702295104101031,market_technical,macro_proxy,805,0,0,805,-0.012255884452861434,0.0,0.0,-0.00900272036608732
2014-08-31,2009-03-31,2014-02-28,2014-02-28,60,46847,0.004712072019406044,market_technical,sentiment_proxy,808,0,0,808,-0.008992643652057961,0.0,0.005969630200002403,0.0
2014-09-30,2009-04-30,2014-03-31,2014-03-31,60,46836,0.002318800547860045,market_technical,sentiment_proxy,804,0,0,804,-0.006036881229413111,0.0,0.00473697568890425,0.0
2014-10-31,2009-05-31,2014-04-30,2014-04-30,60,46810,0.0018354283813981631,market_technical,sentiment_proxy,808,0,0,808,-0.004385937582175697,0.0,0.003909998122971102,0.0
2014-11-30,2009-06-30,2014-05-31,2014-05-31,60,46778,0.0023052472244602384,macro_proxy,sentiment_proxy,811,0,0,811,0.0,0.0,0.004631805797491751,-0.004748676034085456
2014-12-31,2009-07-31,2014-06-30,2014-06-30,60,46750,0.0022934016738106466,macro_proxy,sentiment_proxy,807,0,0,807,0.0,0.0,0.0036598190790025032,-0.006434320514893769
2015-01-31,2009-08-31,2014-07-31,2014-07-31,60,46716,0.00244501418581744,macro_proxy,sentiment_proxy,802,0,0,802,0.0,0.0,0.002883103521813462,-0.007677078831649066
2015-02-28,2009-09-30,2014-08-31,2014-08-31,60,46673,0.0025414955663898287,macro_proxy,sentiment_proxy,806,0,0,806,0.0,0.0,0.002151212112596718,-0.00841193749437904
2015-03-31,2009-10-31,2014-09-30,2014-09-30,60,46639,0.002797194645381973,macro_proxy,market_technical,809,0,0,809,-0.002216903640501133,0.0,0.0,-0.008910446916452772
2015-04-30,2009-11-30,2014-10-31,2014-10-31,60,46612,0.00281656230971572,macro_proxy,sentiment_proxy,806,0,0,806,0.0,0.0,0.0021272724186673954,-0.009054274520337599
2015-05-31,2009-12-31,2014-11-30,2014-11-30,60,46587,0.0027175463602183703,macro_proxy,market_technical,806,0,0,806,-0.0020463236759326623,0.0,0.0,-0.008932994145181401
2015-06-30,2010-01-31,2014-12-31,2014-12-31,60,46558,0.002740095058528569,macro_proxy,sentiment_proxy,805,0,0,805,0.0,0.0,0.0022978107590201674,-0.009044666480213062
2015-07-31,2010-02-28,2015-01-31,2015-01-31,60,46526,0.0028020198774754146,macro_proxy,market_technical,799,0,0,799,-0.0025761519721620805,0.0,0.0,-0.008913400141994224
2015-08-31,2010-03-31,2015-02-28,2015-02-28,60,46479,0.0028217210225511824,macro_proxy,market_technical,803,0,0,803,-0.0024141364477528048,0.0,0.0,-0.009140443920814362
2015-09-30,2010-04-30,2015-03-31,2015-03-31,60,46423,0.002829629730861316,macro_proxy,market_technical,808,0,0,808,-0.0028012551451149404,0.0,0.0,-0.00892415511264706
2015-10-31,2010-05-31,2015-04-30,2015-04-30,60,46366,0.0027216404441945397,macro_proxy,fundamental,811,0,0,811,0.0,-0.0024587831611603828,0.0,-0.008931631581572353
2015-11-30,2010-06-30,2015-05-31,2015-05-31,60,46308,0.002470043029379143,macro_proxy,fundamental,811,0,0,811,0.0,-0.0028249562586443507,0.0,-0.0084133045454322
2015-12-31,2010-07-31,2015-06-30,2015-06-30,60,46250,0.0018741400345915205,macro_proxy,fundamental,807,0,0,807,0.0,-0.0027421071695348646,0.0,-0.007677394798007378
2016-01-31,2010-08-31,2015-07-31,2015-07-31,60,46191,0.001782821063084139,macro_proxy,fundamental,821,0,0,821,0.0,-0.0025869427560627593,0.0,-0.007894544269723311
2016-02-29,2010-09-30,2015-08-31,2015-08-31,60,46137,0.0008220991037632963,macro_proxy,fundamental,819,0,0,819,0.0,-0.002561687418084165,0.0,-0.00516066367012088
2016-03-31,2010-10-31,2015-09-30,2015-09-30,60,46094,0.0009189998189139681,macro_proxy,fundamental,822,0,0,822,0.0,-0.0025854492462064164,0.0,-0.00558911119173513
2016-04-30,2010-11-30,2015-10-31,2015-10-31,60,46056,0.0011973857033830138,macro_proxy,sentiment_proxy,799,0,0,799,0.0,0.0,-0.0033550291765812243,-0.0063430643111822916
2016-05-31,2010-12-31,2015-11-30,2015-11-30,60,46014,0.0017348449292738932,macro_proxy,sentiment_proxy,802,0,0,802,0.0,0.0,-0.004571428960904611,-0.007633212606586685
2016-06-30,2011-01-31,2015-12-31,2015-12-31,60,45971,0.001955907757523523,macro_proxy,sentiment_proxy,806,0,0,806,0.0,0.0,-0.005266975239758785,-0.008108111558028671
2016-07-31,2011-02-28,2016-01-31,2016-01-31,60,45933,0.0020283242811558466,macro_proxy,sentiment_proxy,811,0,0,811,0.0,0.0,-0.005588810853666154,-0.00819520300466811
2016-08-31,2011-03-31,2016-02-29,2016-02-29,60,45901,0.0016896316692627256,macro_proxy,sentiment_proxy,804,0,0,804,0.0,0.0,-0.0050168554824078435,-0.007256432043430239
2016-09-30,2011-04-30,2016-03-31,2016-03-31,60,45871,0.0016194611015389881,macro_proxy,sentiment_proxy,803,0,0,803,0.0,0.0,-0.003827724781184646,-0.007096190834546477
2016-10-31,2011-05-31,2016-04-30,2016-04-30,60,45830,0.0014573568655166236,macro_proxy,sentiment_proxy,808,0,0,808,0.0,0.0,-0.0036841148610126566,-0.006680817023575011
2016-11-30,2011-06-30,2016-05-31,2016-05-31,60,45785,0.001304119402210091,macro_proxy,sentiment_proxy,804,0,0,804,0.0,0.0,-0.0031396255892454134,-0.006332030433109618
2016-12-31,2011-07-31,2016-06-30,2016-06-30,60,45744,0.0011169335758666188,macro_proxy,fundamental,804,0,0,804,0.0,-0.002680165296924786,0.0,-0.005520389111014741
2017-01-31,2011-08-31,2016-07-31,2016-07-31,60,45704,0.0009764466384702963,macro_proxy,fundamental,809,0,0,809,0.0,-0.0027126523659571737,0.0,-0.0044393841509966486
2017-02-28,2011-09-30,2016-08-31,2016-08-31,60,45665,0.0010841076388530269,macro_proxy,fundamental,807,0,0,807,0.0,-0.0030143269548249816,0.0,-0.004210586851987448
2017-03-31,2011-10-31,2016-09-30,2016-09-30,60,45631,0.0006507956934371784,fundamental,macro_proxy,814,0,0,814,0.0,-0.00294869567952935,0.0,-0.002610183504631178
2017-04-30,2011-11-30,2016-10-31,2016-10-31,60,45600,0.0006422331978409579,fundamental,market_technical,811,0,0,811,-0.002231978120370796,-0.0031083561011256157,0.0,0.0
2017-05-31,2011-12-31,2016-11-30,2016-11-30,60,45568,0.0005574023960072116,fundamental,macro_proxy,816,0,0,816,0.0,-0.0028141953277904387,0.0,-0.002303373672835452
2017-06-30,2012-01-31,2016-12-31,2016-12-31,60,45539,0.0005525190524005019,fundamental,macro_proxy,806,0,0,806,0.0,-0.002755097978325874,0.0,-0.002665453086184693
2017-07-31,2012-02-29,2017-01-31,2017-01-31,60,45515,0.0005762593715129549,market_technical,fundamental,810,0,0,810,-0.0025953355296713942,-0.0024288900653683613,0.0,0.0
2017-08-31,2012-03-31,2017-02-28,2017-02-28,60,45498,0.0006017403003448774,market_technical,fundamental,804,0,0,804,-0.003407789117157778,-0.001907389292635266,0.0,0.0
2017-09-30,2012-04-30,2017-03-31,2017-03-31,60,45488,0.000596557940931941,market_technical,fundamental,801,0,0,801,-0.0038822292365560513,-0.001325659887875336,0.0,0.0
2017-10-31,2012-05-31,2017-04-30,2017-04-30,60,45481,0.0007024486950473197,market_technical,sentiment_proxy,811,0,0,811,-0.004027175951252789,0.0,0.0014979349414268725,0.0
2017-11-30,2012-06-30,2017-05-31,2017-05-31,60,45460,0.0006801400250385781,market_technical,sentiment_proxy,811,0,0,811,-0.003954948723711311,0.0,0.001546541773800569,0.0
2017-12-31,2012-07-31,2017-06-30,2017-06-30,60,45432,0.000563537298588157,market_technical,fundamental,809,0,0,809,-0.0033178408588740286,-0.0017056620045519714,0.0,0.0
2018-01-31,2012-08-31,2017-07-31,2017-07-31,60,45407,0.00032158710609075936,market_technical,sentiment_proxy,815,0,0,815,-0.0018315718452828718,0.0,0.0017930924334857753,0.0
2018-02-28,2012-09-30,2017-08-31,2017-08-31,60,45381,0.00030695014295012424,sentiment_proxy,market_technical,814,0,0,814,-0.001571765926419633,0.0,0.002096287616934786,0.0
2018-03-31,2012-10-31,2017-09-30,2017-09-30,60,45364,0.0002759220584439559,sentiment_proxy,fundamental,811,0,0,811,0.0,-0.0008052194737257502,0.0026346550133690256,0.0
2018-04-30,2012-11-30,2017-10-31,2017-10-31,60,45338,0.00025417285447160154,sentiment_proxy,fundamental,804,0,0,804,0.0,-0.000588824945686816,0.0026626466012410932,0.0
2018-05-31,2012-12-31,2017-11-30,2017-11-30,60,45306,0.00025179406837005924,sentiment_proxy,macro_proxy,795,0,0,795,0.0,0.0,0.0027155287133739576,-0.0006033774159376593
2018-06-30,2013-01-31,2017-12-31,2017-12-31,60,45264,0.000258693484989303,sentiment_proxy,macro_proxy,797,0,0,797,0.0,0.0,0.002773867170447535,-0.0006706479125815734
2018-07-31,2013-02-28,2018-01-31,2018-01-31,60,45219,0.0003002334405695084,sentiment_proxy,fundamental,802,0,0,802,0.0,0.0006519077437824764,0.003082382784404545,0.0
2018-08-31,2013-03-31,2018-02-28,2018-02-28,60,45180,0.0003460636629591951,sentiment_proxy,market_technical,813,0,0,813,0.001020269330220725,0.0,0.00327922473532804,0.0
2018-09-30,2013-04-30,2018-03-31,2018-03-31,60,45136,0.0004336975298750989,sentiment_proxy,market_technical,815,0,0,815,0.001649216904975179,0.0,0.0036327899206191126,0.0
2018-10-31,2013-05-31,2018-04-30,2018-04-30,60,45106,0.0004756148006557215,sentiment_proxy,market_technical,812,0,0,812,0.0021905903276443336,0.0,0.003505251563808269,0.0
2018-11-30,2013-06-30,2018-05-31,2018-05-31,60,45075,0.00035480584588654107,sentiment_proxy,market_technical,817,0,0,817,0.0018242035627495522,0.0,0.002766296320433486,0.0
2018-12-31,2013-07-31,2018-06-30,2018-06-30,60,45049,0.00025957057966996544,sentiment_proxy,market_technical,817,0,0,817,0.0018246566753493214,0.0,0.0020975439461318524,0.0
2019-01-31,2013-08-31,2018-07-31,2018-07-31,60,45022,0.0002838234926518801,market_technical,macro_proxy,815,0,0,815,0.0023962780153652086,0.0,0.0,-0.002156358115099047
2019-02-28,2013-09-30,2018-08-31,2018-08-31,60,45010,0.0002336364155671733,macro_proxy,market_technical,812,0,0,812,0.0020857954833574223,0.0,0.0,-0.002437910198742191
2019-03-31,2013-10-31,2018-09-30,2018-09-30,60,44999,0.0003047176572675836,macro_proxy,market_technical,814,0,0,814,0.001930088588198154,0.0,0.0,-0.0030813409413477165
2019-04-30,2013-11-30,2018-10-31,2018-10-31,60,44977,0.0002674892802434492,macro_proxy,market_technical,807,0,0,807,0.0015723183550475648,0.0,0.0,-0.0028534395962801916
2019-05-31,2013-12-31,2018-11-30,2018-11-30,60,44961,0.0003007210146001027,macro_proxy,sentiment_proxy,800,0,0,800,0.0,0.0,-0.0016998730890506184,-0.0028135454693589126
2019-06-30,2014-01-31,2018-12-31,2018-12-31,60,44941,0.00034100782195611856,macro_proxy,sentiment_proxy,799,0,0,799,0.0,0.0,-0.0016589382004103812,-0.003358023506206263
2019-07-31,2014-02-28,2019-01-31,2019-01-31,60,44926,0.0004891949738174972,macro_proxy,market_technical,798,0,0,798,0.0017687684480980805,0.0,0.0,-0.003904953614637401
2019-08-31,2014-03-31,2019-02-28,2019-02-28,60,44907,0.0007358236018655262,macro_proxy,market_technical,800,0,0,800,0.0028379300145380754,0.0,0.0,-0.004480377689177751
2019-09-30,2014-04-30,2019-03-31,2019-03-31,60,44892,0.000777168006450002,macro_proxy,market_technical,808,0,0,808,0.00313777708324264,0.0,0.0,-0.004254951912273656
2019-10-31,2014-05-31,2019-04-30,2019-04-30,60,44876,0.000905291549851861,macro_proxy,market_technical,805,0,0,805,0.0035893430430461444,0.0,0.0,-0.004026621140593624
2019-11-30,2014-06-30,2019-05-31,2019-05-31,60,44861,0.0008843077109751407,macro_proxy,market_technical,807,0,0,807,0.0033910221784858503,0.0,0.0,-0.0035621391921561362
2019-12-31,2014-07-31,2019-06-30,2019-06-30,60,44842,0.0008951280304239084,market_technical,macro_proxy,806,0,0,806,0.003634525568831959,0.0,0.0,-0.0031470872966505308
2020-01-31,2014-08-31,2019-07-31,2019-07-31,60,44834,0.001088090453991608,market_technical,fundamental,806,0,0,806,0.004363769633894307,-0.0032054047344749525,0.0,0.0
2020-02-29,2014-09-30,2019-08-31,2019-08-31,60,44835,0.0008189383636003633,market_technical,fundamental,809,0,0,809,0.0033871091418361766,-0.003251465840521195,0.0,0.0
2020-03-31,2014-10-31,2019-09-30,2019-09-30,60,44838,0.0008232190369592551,fundamental,market_technical,802,0,0,802,0.0030891506743017023,-0.003453925170353106,0.0,0.0
2020-04-30,2014-11-30,2019-10-31,2019-10-31,60,44809,0.0008213911810539543,fundamental,market_technical,800,0,0,800,0.0025436236910611186,-0.004011172376864263,0.0,0.0
2020-05-31,2014-12-31,2019-11-30,2019-11-30,60,44782,0.0008983105706173999,fundamental,market_technical,807,0,0,807,0.002426128197011148,-0.004394813798490646,0.0,0.0
2020-06-30,2015-01-31,2019-12-31,2019-12-31,60,44754,0.0010580824112331744,fundamental,sentiment_proxy,806,0,0,806,0.0,-0.004863264385815245,-0.002591522604997336,0.0
2020-07-31,2015-02-28,2020-01-31,2020-01-31,60,44731,0.001058223472077957,fundamental,market_technical,803,0,0,803,0.0035285986755374523,-0.004716388580749957,0.0,0.0
2020-08-31,2015-03-31,2020-02-29,2020-02-29,60,44721,0.0009765446568127389,fundamental,market_technical,797,0,0,797,0.004255017117101023,-0.004319046915285401,0.0,0.0
2020-09-30,2015-04-30,2020-03-31,2020-03-31,60,44718,0.0011553487270086205,market_technical,macro_proxy,793,0,0,793,0.005368231687501242,0.0,0.0,-0.004497764340214977
2020-10-31,2015-05-31,2020-04-30,2020-04-30,60,44720,0.0010206666195329284,market_technical,fundamental,790,0,0,790,0.0048474614516790865,-0.004231490456656263,0.0,0.0
2020-11-30,2015-06-30,2020-05-31,2020-05-31,60,44718,0.0009142200908626164,fundamental,sentiment_proxy,792,0,0,792,0.0,-0.004175595260114041,0.00399889367523195,0.0
2020-12-31,2015-07-31,2020-06-30,2020-06-30,60,44713,0.0009779922019464982,sentiment_proxy,fundamental,781,0,0,781,0.0,-0.004134577081643262,0.005233912010418679,0.0
2021-01-31,2015-08-31,2020-07-31,2020-07-31,60,44701,0.0012150122921770201,sentiment_proxy,fundamental,770,0,0,770,0.0,-0.004630991745398092,0.0061518987064772285,0.0
2021-02-28,2015-09-30,2020-08-31,2020-08-31,60,44682,0.0017889021447351494,sentiment_proxy,fundamental,779,0,0,779,0.0,-0.005375717192393926,0.007568704539356727,0.0
2021-03-31,2015-10-31,2020-09-30,2020-09-30,60,44644,0.00209425393797924,sentiment_proxy,fundamental,780,0,0,780,0.0,-0.005390775131911635,0.008477408602385784,0.0
2021-04-30,2015-11-30,2020-10-31,2020-10-31,60,44602,0.0029582419560711948,sentiment_proxy,fundamental,766,0,0,766,0.0,-0.006004198664390527,0.010285836934904095,0.0
2021-05-31,2015-12-31,2020-11-30,2020-11-30,60,44564,0.004244055790330714,sentiment_proxy,fundamental,767,0,0,767,0.0,-0.006386781845191387,0.01254797373237818,0.0
2021-06-30,2016-01-31,2020-12-31,2020-12-31,60,44522,0.004935849602444642,sentiment_proxy,fundamental,763,0,0,763,0.0,-0.006482517528811952,0.013539414549740806,0.0
2021-07-31,2016-02-29,2021-01-31,2021-01-31,60,44474,0.00492557955787809,sentiment_proxy,macro_proxy,771,0,0,771,0.0,0.0,0.01354038740882344,0.00653080869746162
2021-08-31,2016-03-31,2021-02-28,2021-02-28,60,44442,0.004112611626549745,sentiment_proxy,macro_proxy,769,0,0,769,0.0,0.0,0.01249872286204787,0.006948108296533698
2021-09-30,2016-04-30,2021-03-31,2021-03-31,60,44407,0.0037333906791072735,sentiment_proxy,macro_proxy,769,0,0,769,0.0,0.0,0.012114062008098572,0.007160563022942704
2021-10-31,2016-05-31,2021-04-30,2021-04-30,60,44380,0.0038261852542301744,sentiment_proxy,macro_proxy,768,0,0,768,0.0,0.0,0.01237146714415362,0.007064173184926568
2021-11-30,2016-06-30,2021-05-31,2021-05-31,60,44350,0.0037626593922167606,sentiment_proxy,macro_proxy,782,0,0,782,0.0,0.0,0.012258258280402301,0.0066693422231425
2021-12-31,2016-07-31,2021-06-30,2021-06-30,60,44321,0.0034757436056810365,sentiment_proxy,macro_proxy,778,0,0,778,0.0,0.0,0.012252886850550114,0.006354639867873411
2022-01-31,2016-08-31,2021-07-31,2021-07-31,60,44287,0.0032650275597275735,sentiment_proxy,macro_proxy,787,0,0,787,0.0,0.0,0.012162400960006124,0.005688970236842727
2022-02-28,2016-09-30,2021-08-31,2021-08-31,60,44254,0.003080011986239639,sentiment_proxy,macro_proxy,790,0,0,790,0.0,0.0,0.011891292041029202,0.005353723714514384
2022-03-31,2016-10-31,2021-09-30,2021-09-30,60,44223,0.0030093370951865817,sentiment_proxy,macro_proxy,798,0,0,798,0.0,0.0,0.011926406842294273,0.0050123099855466395
2022-04-30,2016-11-30,2021-10-31,2021-10-31,60,44191,0.002520089842062867,sentiment_proxy,macro_proxy,798,0,0,798,0.0,0.0,0.010997766737723387,0.0045615921992706
2022-05-31,2016-12-31,2021-11-30,2021-11-30,60,44167,0.002684127407185488,sentiment_proxy,macro_proxy,791,0,0,791,0.0,0.0,0.011042328319146484,0.004933444644317843
2022-06-30,2017-01-31,2021-12-31,2021-12-31,60,44134,0.002880235638661577,sentiment_proxy,macro_proxy,796,0,0,796,0.0,0.0,0.011377139274033523,0.005432852547485702
2022-07-31,2017-02-28,2022-01-31,2022-01-31,60,44107,0.0031196058028849505,sentiment_proxy,macro_proxy,801,0,0,801,0.0,0.0,0.01215208307660769,0.005360896313868514
2022-08-31,2017-03-31,2022-02-28,2022-02-28,60,44086,0.0031080574483604018,sentiment_proxy,fundamental,802,0,0,802,0.0,-0.005756525917555687,0.01206723860498975,0.0
2022-09-30,2017-04-30,2022-03-31,2022-03-31,60,44067,0.002751122319059718,sentiment_proxy,fundamental,802,0,0,802,0.0,-0.006125624255490785,0.011177277947985871,0.0
2022-10-31,2017-05-31,2022-04-30,2022-04-30,60,44052,0.0025291824511092242,sentiment_proxy,fundamental,801,0,0,801,0.0,-0.006109293975157728,0.010596903275131506,0.0
2022-11-30,2017-06-30,2022-05-31,2022-05-31,60,44037,0.002368352497861048,sentiment_proxy,fundamental,812,0,0,812,0.0,-0.006509081010695706,0.009839826182156912,0.0
2022-12-31,2017-07-31,2022-06-30,2022-06-30,60,44028,0.0022133480927319926,sentiment_proxy,fundamental,806,0,0,806,0.0,-0.006358547329930241,0.009631858307169276,0.0
2023-01-31,2017-08-31,2022-07-31,2022-07-31,60,44020,0.0020714842591612603,sentiment_proxy,fundamental,807,0,0,807,0.0,-0.0064496129750590235,0.00923482963693659,0.0
2023-02-28,2017-09-30,2022-08-31,2022-08-31,60,44019,0.0018699998872743206,sentiment_proxy,fundamental,809,0,0,809,0.0,-0.006224206507050687,0.008746974226336834,0.0
2023-03-31,2017-10-31,2022-09-30,2022-09-30,60,44013,0.001570927019935553,sentiment_proxy,fundamental,815,0,0,815,0.0,-0.005702940559691155,0.008081865062133478,0.0
2023-04-30,2017-11-30,2022-10-31,2022-10-31,60,44007,0.0014288932670573073,sentiment_proxy,fundamental,807,0,0,807,0.0,-0.0055564592306459335,0.0072986646638812346,0.0
2023-05-31,2017-12-31,2022-11-30,2022-11-30,60,44010,0.0014812282086429374,sentiment_proxy,fundamental,806,0,0,806,0.0,-0.006129077884762853,0.006867922589526499,0.0
2023-06-30,2018-01-31,2022-12-31,2022-12-31,60,44014,0.0018496800229034216,sentiment_proxy,fundamental,808,0,0,808,0.0,-0.0063019311779382295,0.0072686676586815446,0.0
2023-07-31,2018-02-28,2023-01-31,2023-01-31,60,44020,0.0019589731022325862,sentiment_proxy,fundamental,802,0,0,802,0.0,-0.006501153082984903,0.0072977301835536485,0.0
2023-08-31,2018-03-31,2023-02-28,2023-02-28,60,44034,0.002026641870874979,sentiment_proxy,fundamental,810,0,0,810,0.0,-0.006630339187736247,0.007060922043698125,0.0
2023-09-30,2018-04-30,2023-03-31,2023-03-31,60,44049,0.0019200012321118898,sentiment_proxy,fundamental,815,0,0,815,0.0,-0.006405774892725242,0.006627055244988182,0.0
2023-10-31,2018-05-31,2023-04-30,2023-04-30,60,44057,0.002003585299626076,sentiment_proxy,fundamental,814,0,0,814,0.0,-0.006238250720201808,0.006570946547583579,0.0
2023-11-30,2018-06-30,2023-05-31,2023-05-31,60,44066,0.0022311530355926257,sentiment_proxy,macro_proxy,812,0,0,812,0.0,0.0,0.00765972387092994,0.005983721923356123
2023-12-31,2018-07-31,2023-06-30,2023-06-30,60,44075,0.0024237437564407216,sentiment_proxy,market_technical,817,0,0,817,-0.006242751187990621,0.0,0.008330765811509556,0.0
2024-01-31,2018-08-31,2023-07-31,2023-07-31,60,44085,0.002479671701859809,sentiment_proxy,market_technical,823,0,0,823,-0.006558303479336506,0.0,0.008567440367962606,0.0
2024-02-29,2018-09-30,2023-08-31,2023-08-31,60,44090,0.0025441848566956082,sentiment_proxy,macro_proxy,822,0,0,822,0.0,0.0,0.009510632373110143,0.0062854040606342525
2024-03-31,2018-10-31,2023-09-30,2023-09-30,60,44097,0.002888653500723759,sentiment_proxy,macro_proxy,829,0,0,829,0.0,0.0,0.010894786510333841,0.006553382334867489
2024-04-30,2018-11-30,2023-10-31,2023-10-31,60,44109,0.002967230859997727,sentiment_proxy,macro_proxy,829,0,0,829,0.0,0.0,0.011592241828776289,0.00651090150739926
2024-05-31,2018-12-31,2023-11-30,2023-11-30,60,44124,0.0035590471025163106,sentiment_proxy,macro_proxy,830,0,0,830,0.0,0.0,0.013153816003738945,0.006876409373046146
2024-06-30,2019-01-31,2023-12-31,2023-12-31,60,44144,0.0032017827103706376,sentiment_proxy,macro_proxy,837,0,0,837,0.0,0.0,0.012809968067878054,0.007649631632240518
2024-07-31,2019-02-28,2024-01-31,2024-01-31,60,44170,0.0033498886214006207,sentiment_proxy,macro_proxy,835,0,0,835,0.0,0.0,0.013318023995609177,0.008129838390944681
2024-08-31,2019-03-31,2024-02-29,2024-02-29,60,44197,0.003520236639435903,sentiment_proxy,macro_proxy,838,0,0,838,0.0,0.0,0.01336797358738252,0.0086097933676276
